@relation answerExp4
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@data
"HUM:ind" , "who" , "say" , "the" 
"LOC:other" , "where" , "be" , "romania" 
"NUM:count" , "how" , "many" , "film" 
"NUM:count" , "how" , "many" , "small" 
"NUM:period" , "what" , "age" , "be" 
"LOC:city" , "what" , "city" , "do" 
"LOC:country" , "what" , "two" , "country" 
"LOC:state" , "mississippi" , "have" , "what" 
"LOC:city" , "what" , "city" , "be" 
"NUM:count" , "how" , "many" , "megawatt" 
"HUM:ind" , "who" , "be" , "the" 
"NUM:date" , "what" , "day" , "be" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "who" , "play" , "the" 
"HUM:ind" , "what" , "tv" , "character" 
"HUM:ind" , "what" , "be" , "the" 
"HUM:ind" , "what" , "chilean" , "president" 
"NUM:other" , "what" , "be" , "einstein" 
"HUM:ind" , "name" , "the" , "first" 
"HUM:ind" , "what" , "be" , "the" 
"NUM:count" , "how" , "many" , "real" 
"LOC:other" , "what" , "be" , "the" 
"LOC:other" , "what" , "lake" , "be" 
"NUM:weight" , "how" , "much" , "do" 
"NUM:count" , "how" , "many" , "point" 
"NUM:count" , "how" , "many" , "frames" 
"NUM:date" , "when" , "do" , "theo" 
"NUM:count" , "how" , "many" , "people" 
"HUM:ind" , "what" , "president" , "be" 
"LOC:other" , "what" , "be" , "all" 
"HUM:ind" , "who" , "win" , "the" 
"NUM:date" , "in" , "what" , "year" 
"NUM:period" , "what" , "be" , "the" 
"HUM:ind" , "what" , "hungarian" , "cardinal" 
"NUM:count" , "how" , "many" , "pair" 
"LOC:country" , "what" , "the" , "country" 
"NUM:date" , "the" , "film" , "jaw" 
"HUM:ind" , "who" , "direct" , "citizen" 
"HUM:ind" , "what" , "be" , "the" 
"HUM:ind" , "whose" , "special" , "bear" 
"LOC:country" , "in" , "what" , "country" 
"LOC:city" , "what" , "be" , "the" 
"HUM:ind" , "what" , "italian" , "leader" 
"LOC:city" , "what" , "city" , "in" 
"HUM:ind" , "who" , "say" , "what" 
"HUM:ind" , "what" , "president" , "kiss" 
"LOC:other" , "where" , "do" , "the" 
"LOC:other" , "what" , "continent" , "push" 
"HUM:ind" , "what" , "be" , "al" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:city" , "what" , "be" , "the" 
"LOC:other" , "what" , "park" , "contain" 
"LOC:other" , "what" , "the" , "large" 
"LOC:state" , "what" , "new" , "england" 
"LOC:other" , "in" , "what" , "county" 
"NUM:money" , "how" , "much" , "do" 
"NUM:period" , "how" , "long" , "do" 
"LOC:city" , "what" , "city" , "host" 
"NUM:date" , "what" , "month" , "be" 
"HUM:ind" , "who" , "be" , "behind" 
"NUM:money" , "how" , "much" , "money" 
"LOC:country" , "what" , "desert" , "country" 
"HUM:ind" , "what" , "american" , "actress" 
"NUM:date" , "what" , "date" , "do" 
"LOC:other" , "where" , "be" , "the" 
"NUM:count" , "how" , "many" , "web" 
"NUM:count" , "how" , "many" , "tree" 
"LOC:other" , "where" , "can" , "i" 
"NUM:dist" , "how" , "far" , "out" 
"LOC:other" , "where" , "do" , "the" 
"LOC:other" , "where" , "be" , "poe" 
"NUM:count" , "how" , "many" , "warmup" 
"LOC:other" , "where" , "do" , "dylan" 
"NUM:count" , "how" , "many" , "fig" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "what" , "comedian" , "observe" 
"NUM:count" , "how" , "many" , "bone" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "whose" , "kidnaping" , "be" 
"LOC:other" , "what" , "be" , "the" 
"HUM:ind" , "what" , "buxom" , "blonde" 
"NUM:dist" , "how" , "far" , "be" 
"LOC:city" , "what" , "new" , "hampshire" 
"NUM:count" , "how" , "many" , "people" 
"HUM:ind" , "who" , "first" , "break" 
"NUM:count" , "how" , "many" , "horse" 
"LOC:other" , "where" , "do" , "the" 
"NUM:period" , "how" , "long" , "do" 
"HUM:ind" , "what" , "role" , "do" 
"LOC:other" , "where" , "be" , "the" 
"HUM:ind" , "what" , "pulitzer" , "novelist" 
"NUM:count" , "how" , "many" , "time" 
"NUM:count" , "how" , "many" , "seat" 
"NUM:count" , "how" , "many" , "card" 
"NUM:date" , "what" , "time" , "of" 
"HUM:ind" , "who" , "be" , "scrooge" 
"NUM:date" , "when" , "be" , "the" 
"HUM:ind" , "who" , "record" , "the" 
"HUM:ind" , "who" , "be" , "mia" 
"NUM:dist" , "how" , "far" , "can" 
"NUM:date" , "what" , "time" , "of" 
"NUM:date" , "when" , "be" , "the" 
"HUM:ind" , "what" , "baseball" , "player" 
"HUM:ind" , "what" , "famous" , "male" 
"NUM:date" , "when" , "do" , "they" 
"HUM:ind" , "who" , "be" , "the" 
"NUM:perc" , "what" , "percentage" , "of" 
"HUM:ind" , "what" , "labor" , "leader" 
"NUM:date" , "when" , "do" , "the" 
"HUM:ind" , "who" , "report" , "the" 
"NUM:count" , "how" , "many" , "emperor" 
"HUM:ind" , "what" , "be" , "the" 
"HUM:ind" , "who" , "send" , "the" 
"HUM:ind" , "what" , "air" , "force" 
"HUM:ind" , "what" , "say" , "some" 
"HUM:ind" , "what" , "be" , "the" 
"NUM:date" , "on" , "what" , "day" 
"HUM:ind" , "who" , "win" , "a" 
"LOC:other" , "where" , "be" , "your" 
"HUM:ind" , "who" , "portray" , "sherlock" 
"LOC:other" , "when" , "superman" , "need" 
"NUM:period" , "how" , "old" , "be" 
"HUM:ind" , "what" , "be" , "the" 
"HUM:ind" , "who" , "claim" , "to" 
"LOC:other" , "where" , "can" , "i" 
"NUM:date" , "when" , "do" , "spain" 
"NUM:count" , "how" , "many" , "groove" 
"LOC:other" , "what" , "canal" , "do" 
"HUM:ind" , "what" , "american" , "win" 
"NUM:perc" , "what" , "be" , "the" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "name" , "a" , "female" 
"NUM:period" , "how" , "long" , "would" 
"NUM:money" , "what" , "be" , "the" 
"NUM:count" , "how" , "many" , "spear" 
"LOC:other" , "where" , "do" , "george" 
"NUM:other" , "what" , "men" , "par" 
"NUM:perc" , "what" , "percentage" , "of" 
"NUM:money" , "dialing" , "to" , "have" 
"NUM:count" , "in" , "south" , "korea" 
"HUM:ind" , "who" , "portray" , "carl" 
"NUM:other" , "what" , "be" , "the" 
"HUM:ind" , "who" , "be" , "tiny" 
"HUM:ind" , "who" , "be" , "bonnie" 
"NUM:count" , "how" , "many" , "american" 
"LOC:other" , "where" , "do" , "i" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:country" , "which" , "latin" , "american" 
"LOC:other" , "what" , "be" , "the" 
"NUM:count" , "how" , "many" , "teat" 
"NUM:dist" , "how" , "tall" , "be" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:country" , "what" , "country" , "buy" 
"LOC:country" , "what" , "country" , "be" 
"HUM:ind" , "which" , "of" , "the" 
"NUM:other" , "what" , "be" , "the" 
"LOC:other" , "where" , "be" , "the" 
"NUM:count" , "what" , "be" , "the" 
"HUM:ind" , "who" , "write" , "the" 
"NUM:other" , "what" , "number" , "be" 
"HUM:ind" , "cnn" , "be" , "own" 
"LOC:country" , "what" , "country" , "offer" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "what" , "french" , "leader" 
"LOC:other" , "what" , "bay" , "sparkle" 
"NUM:count" , "how" , "many" , "mile" 
"LOC:other" , "what" , "famed" , "river" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "what" , "player" , "squat" 
"HUM:ind" , "what" , "the" , "most" 
"NUM:count" , "how" , "many" , "no" 
"NUM:money" , "what" , "be" , "the" 
"HUM:ind" , "who" , "write" , "the" 
"LOC:other" , "where" , "can" , "one" 
"HUM:ind" , "name" , "the" , "ranger" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "who" , "hold" , "the" 
"HUM:ind" , "which" , "of" , "the" 
"HUM:ind" , "who" , "invent" , "the" 
"NUM:count" , "how" , "many" , "four" 
"NUM:date" , "when" , "do" , "nixon" 
"HUM:ind" , "what" , "comedian" , "hit" 
"NUM:count" , "how" , "many" , "member" 
"LOC:other" , "what" , "erupt" , "every" 
"LOC:country" , "what" , "country" , "contain" 
"HUM:ind" , "what" , "be" , "arnold" 
"HUM:ind" , "who" , "retire" , "with" 
"LOC:other" , "what" , "constellation" , "represent" 
"HUM:ind" , "who" , "develop" , "potlatch" 
"NUM:period" , "how" , "long" , "do" 
"NUM:other" , "what" , "a" , "perfect" 
"NUM:period" , "at" , "what" , "age" 
"LOC:city" , "what" , "russian" , "seaport" 
"HUM:ind" , "name" , "the" , "two" 
"NUM:period" , "how" , "old" , "be" 
"LOC:mount" , "what" , "rocky" , "mountain" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "who" , "portray" , "the" 
"LOC:other" , "what" , "gate" , "open" 
"HUM:ind" , "who" , "be" , "the" 
"NUM:count" , "how" , "many" , "calorie" 
"HUM:ind" , "who" , "kill" , "kurt" 
"HUM:ind" , "who" , "create" , "the" 
"LOC:other" , "what" , "the" , "farthest" 
"NUM:volsize" , "how" , "big" , "be" 
"NUM:date" , "when" , "be" , "a" 
"HUM:ind" , "what" , "son" , "of" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "who" , "give" , "abbie" 
"HUM:ind" , "what" , "actress" , "in" 
"HUM:ind" , "who" , "shoot" , "billy" 
"HUM:ind" , "what" , "mormon" , "leader" 
"LOC:other" , "what" , "the" , "name" 
"NUM:count" , "how" , "many" , "people" 
"LOC:other" , "where" , "be" , "melbourne" 
"HUM:ind" , "with" , "whom" , "do" 
"LOC:country" , "what" , "country" , "be" 
"NUM:weight" , "what" , "be" , "the" 
"HUM:ind" , "what" , "pillar" , "of" 
"LOC:other" , "what" , "be" , "the" 
"HUM:ind" , "what" , "be" , "the" 
"HUM:ind" , "who" , "play" , "sally" 
"HUM:ind" , "what" , "mythical" , "figure" 
"NUM:money" , "how" , "much" , "be" 
"LOC:other" , "what" , "natural" , "attraction" 
"NUM:count" , "how" , "many" , "year" 
"NUM:period" , "how" , "long" , "do" 
"LOC:other" , "what" , "river" , "run" 
"HUM:ind" , "what" , "famous" , "british" 
"LOC:country" , "what" , "country" , "be" 
"LOC:country" , "what" , "country" , "be" 
"HUM:ind" , "what" , "be" , "rona" 
"NUM:count" , "how" , "many" , "year" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "which" , "glamorous" , "actress" 
"NUM:period" , "how" , "old" , "be" 
"HUM:ind" , "what" , "president" , "hit" 
"LOC:city" , "what" , "north" , "american" 
"NUM:date" , "when" , "be" , "the" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "what" , "make" , "his" 
"LOC:state" , "what" , "state" , "have" 
"HUM:ind" , "what" , "baseball" , "great" 
"HUM:ind" , "who" , "baby" , "be" 
"LOC:other" , "where" , "be" , "mile" 
"LOC:city" , "what" , "city" , "contain" 
"HUM:ind" , "what" , "english" , "physician" 
"HUM:ind" , "who" , "do" , "arthur" 
"NUM:speed" , "how" , "fast" , "must" 
"HUM:ind" , "what" , "apostle" , "be" 
"NUM:count" , "how" , "many" , "ring" 
"LOC:other" , "which" , "one" , "of" 
"LOC:state" , "what" , "state" , "have" 
"HUM:ind" , "what" , "comic" , "strip" 
"LOC:country" , "what" , "nationality" , "be" 
"LOC:other" , "where" , "be" , "some" 
"NUM:count" , "how" , "many" , "israeli" 
"NUM:date" , "when" , "be" , "richard" 
"LOC:other" , "what" , "new" , "york" 
"LOC:other" , "where" , "be" , "the" 
"NUM:period" , "what" , "be" , "the" 
"HUM:ind" , "which" , "rockefeller" , "be" 
"NUM:date" , "when" , "be" , "the" 
"NUM:count" , "what" , "be" , "the" 
"HUM:ind" , "whom" , "do" , "friz" 
"HUM:ind" , "who" , "be" , "shakespeare" 
"LOC:mount" , "what" , "the" , "mountain" 
"LOC:country" , "what" , "country" , "be" 
"LOC:city" , "what" , "two" , "japanese" 
"HUM:ind" , "who" , "teach" , "matt" 
"LOC:other" , "where" , "do" , "wile" 
"NUM:dist" , "how" , "far" , "away" 
"HUM:ind" , "what" , "famous" , "film" 
"HUM:ind" , "who" , "famously" , "ride" 
"HUM:ind" , "who" , "command" , "the" 
"LOC:other" , "where" , "can" , "an" 
"LOC:country" , "what" , "country" , "do" 
"NUM:date" , "when" , "do" , "amtrak" 
"NUM:count" , "how" , "many" , "bone" 
"NUM:count" , "how" , "many" , "chemical" 
"LOC:state" , "what" , "eastern" , "state" 
"LOC:country" , "what" , "be" , "the" 
"HUM:ind" , "who" , "lead" , "the" 
"NUM:count" , "what" , "be" , "the" 
"NUM:period" , "what" , "be" , "the" 
"LOC:other" , "what" , "be" , "the" 
"HUM:ind" , "who" , "turn" , "all" 
"HUM:ind" , "who" , "play" , "shortstop" 
"LOC:country" , "what" , "country" , "do" 
"HUM:ind" , "who" , "be" , "the" 
"NUM:count" , "how" , "many" , "dog" 
"NUM:period" , "how" , "long" , "do" 
"LOC:country" , "what" , "two" , "country" 
"HUM:ind" , "who" , "be" , "the" 
"NUM:date" , "on" , "which" , "date" 
"HUM:ind" , "what" , "be" , "the" 
"HUM:ind" , "what" , "actress" , "autobiography" 
"NUM:count" , "how" , "many" , "color" 
"HUM:ind" , "who" , "live" , "on" 
"LOC:country" , "what" , "country" , "will" 
"HUM:ind" , "who" , "be" , "section" 
"HUM:ind" , "what" , "be" , "goldfinger" 
"LOC:other" , "what" , "square" , "be" 
"HUM:ind" , "which" , "of" , "the" 
"LOC:city" , "what" , "be" , "the" 
"NUM:count" , "how" , "many" , "pitcher" 
"NUM:money" , "what" , "be" , "the" 
"LOC:other" , "where" , "do" , "victor" 
"HUM:ind" , "who" , "should" , "i" 
"NUM:count" , "how" , "many" , "airline" 
"HUM:ind" , "what" , "general" , "die" 
"NUM:count" , "how" , "many" , "major" 
"LOC:state" , "what" , "state" , "do" 
"HUM:ind" , "what" , "be" , "the" 
"NUM:date" , "what" , "year" , "be" 
"LOC:country" , "what" , "country" , "royal" 
"HUM:ind" , "who" , "portray" , "field" 
"NUM:money" , "how" , "much" , "money" 
"LOC:country" , "what" , "country" , "would" 
"NUM:date" , "what" , "month" , "third" 
"HUM:ind" , "who" , "build" , "the" 
"HUM:ind" , "who" , "be" , "hitler" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:city" , "what" , "african" , "capital" 
"LOC:other" , "what" , "mediterranean" , "island" 
"LOC:other" , "where" , "can" , "you" 
"NUM:date" , "when" , "be" , "john" 
"LOC:other" , "what" , "building" , "build" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "who" , "be" , "repute" 
"HUM:ind" , "what" , "future" , "soviet" 
"NUM:period" , "how" , "long" , "do" 
"LOC:city" , "what" , "city" , "skyline" 
"LOC:other" , "where" , "be" , "belize" 
"HUM:ind" , "who" , "sue" , "the" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "who" , "write" , "brave" 
"LOC:state" , "what" , "state" , "do" 
"NUM:count" , "how" , "many" , "people" 
"HUM:ind" , "who" , "write" , "unsafe" 
"NUM:count" , "how" , "many" , "island" 
"LOC:state" , "what" , "state" , "boast" 
"HUM:ind" , "what" , "british" , "commander" 
"HUM:ind" , "who" , "create" , "the" 
"HUM:ind" , "what" , "be" , "the" 
"HUM:ind" , "who" , "be" , "leader" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:country" , "what" , "southeast" , "asian" 
"LOC:city" , "what" , "italian" , "city" 
"NUM:count" , "how" , "many" , "state" 
"LOC:city" , "what" , "be" , "the" 
"NUM:perc" , "what" , "ratio" , "of" 
"NUM:count" , "how" , "many" , "city" 
"NUM:count" , "how" , "many" , "visitor" 
"NUM:other" , "what" , "be" , "the" 
"LOC:other" , "what" , "be" , "the" 
"NUM:date" , "what" , "century" , "do" 
"NUM:count" , "how" , "many" , "space" 
"NUM:date" , "in" , "what" , "year" 
"NUM:weight" , "what" , "be" , "the" 
"NUM:weight" , "what" , "be" , "the" 
"LOC:other" , "on" , "what" , "avenue" 
"LOC:other" , "where" , "do" , "the" 
"LOC:other" , "where" , "be" , "the" 
"NUM:dist" , "how" , "far" , "be" 
"HUM:ind" , "what" , "be" , "the" 
"HUM:ind" , "who" , "be" , "the" 
"NUM:count" , "how" , "many" , "byte" 
"HUM:ind" , "who" , "sing" , "the" 
"NUM:weight" , "approximately" , "how" , "much" 
"LOC:country" , "what" , "country" , "flag" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "name" , "dondi" , "adoptive" 
"NUM:date" , "when" , "be" , "the" 
"NUM:count" , "how" , "much" , "folic" 
"NUM:date" , "what" , "year" , "be" 
"NUM:count" , "how" , "many" , "colony" 
"NUM:count" , "how" , "many" , "state" 
"HUM:ind" , "whose" , "biography" , "by" 
"HUM:ind" , "in" , "the" , "movie" 
"NUM:period" , "how" , "old" , "be" 
"LOC:other" , "where" , "can" , "i" 
"LOC:country" , "what" , "country" , "border" 
"LOC:other" , "what" , "river" , "run" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "what" , "doctor" , "be" 
"NUM:other" , "what" , "be" , "the" 
"HUM:ind" , "who" , "found" , "the" 
"NUM:count" , "how" , "many" , "zero" 
"NUM:other" , "what" , "be" , "the" 
"HUM:ind" , "what" , "american" , "general" 
"NUM:other" , "what" , "the" , "score" 
"LOC:other" , "where" , "do" , "tuberculosis" 
"HUM:ind" , "who" , "invent" , "the" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "what" , "senator" , "once" 
"HUM:ind" , "what" , "be" , "li" 
"NUM:count" , "how" , "many" , "liberty" 
"LOC:country" , "what" , "two" , "country" 
"LOC:country" , "jackson" , "pollock" , "be" 
"HUM:ind" , "what" , "architect" , "originate" 
"NUM:count" , "how" , "many" , "russian" 
"NUM:date" , "when" , "be" , "franklin" 
"LOC:other" , "where" , "on" , "the" 
"LOC:country" , "what" , "be" , "the" 
"HUM:ind" , "who" , "share" , "a" 
"LOC:other" , "what" , "prison" , "be" 
"LOC:country" , "what" , "country" , "have" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "what" , "hall" , "of" 
"LOC:other" , "what" , "be" , "the" 
"LOC:other" , "what" , "river" , "be" 
"LOC:other" , "where" , "be" , "natchitoches" 
"HUM:ind" , "what" , "be" , "the" 
"LOC:city" , "what" , "the" , "capital" 
"NUM:money" , "what" , "be" , "the" 
"HUM:ind" , "what" , "be" , "the" 
"NUM:money" , "what" , "will" , "the" 
"LOC:city" , "what" , "city" , "be" 
"HUM:ind" , "who" , "direct" , "the" 
"HUM:ind" , "what" , "two" , "historical" 
"LOC:other" , "where" , "in" , "the" 
"LOC:country" , "what" , "country" , "in" 
"NUM:money" , "what" , "be" , "the" 
"NUM:money" , "what" , "be" , "the" 
"NUM:count" , "how" , "many" , "people" 
"NUM:date" , "what" , "year" , "be" 
"HUM:ind" , "name" , "of" , "heroine" 
"NUM:count" , "how" , "many" , "movie" 
"HUM:ind" , "what" , "tv" , "character" 
"LOC:other" , "what" , "be" , "the" 
"HUM:ind" , "what" , "baseball" , "player" 
"HUM:ind" , "who" , "kill" , "lee" 
"HUM:ind" , "who" , "invent" , "the" 
"NUM:dist" , "how" , "wide" , "be" 
"HUM:ind" , "who" , "write" , "the" 
"HUM:ind" , "what" , "singer" , "theme" 
"NUM:count" , "how" , "many" , "meter" 
"NUM:count" , "about" , "how" , "many" 
"HUM:ind" , "who" , "be" , "rocky" 
"HUM:ind" , "who" , "think" , "he" 
"HUM:ind" , "who" , "create" , "the" 
"LOC:other" , "what" , "celestial" , "body" 
"HUM:ind" , "name" , "one" , "of" 
"LOC:country" , "what" , "country" , "border" 
"HUM:ind" , "what" , "two" , "u" 
"LOC:other" , "where" , "do" , "you" 
"NUM:count" , "how" , "many" , "neuron" 
"LOC:city" , "what" , "city" , "be" 
"LOC:city" , "what" , "city" , "be" 
"LOC:other" , "what" , "london" , "museum" 
"LOC:city" , "what" , "city" , "be" 
"NUM:count" , "how" , "many" , "lake" 
"HUM:ind" , "who" , "else" , "be" 
"NUM:period" , "how" , "long" , "do" 
"NUM:weight" , "how" , "many" , "pound" 
"NUM:other" , "what" , "amount" , "of" 
"HUM:ind" , "who" , "be" , "the" 
"NUM:count" , "how" , "many" , "mile" 
"NUM:count" , "how" , "many" , "chair" 
"LOC:state" , "what" , "state" , "on" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "who" , "be" , "the" 
"NUM:perc" , "what" , "be" , "the" 
"LOC:other" , "where" , "be" , "the" 
"LOC:other" , "where" , "be" , "the" 
"HUM:ind" , "who" , "write" , "the" 
"LOC:country" , "what" , "country" , "do" 
"LOC:other" , "what" , "be" , "some" 
"HUM:ind" , "who" , "be" , "the" 
"NUM:date" , "what" , "month" , "do" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "who" , "play" , "al" 
"LOC:other" , "where" , "be" , "the" 
"LOC:other" , "where" , "be" , "los" 
"LOC:country" , "name" , "the" , "country" 
"LOC:state" , "what" , "state" , "be" 
"LOC:city" , "what" , "be" , "the" 
"HUM:ind" , "what" , "tv" , "detective" 
"LOC:other" , "where" , "can" , "i" 
"LOC:state" , "what" , "state" , "do" 
"HUM:ind" , "in" , "the" , "past" 
"HUM:ind" , "who" , "play" , "emperor" 
"LOC:other" , "what" , "the" , "name" 
"LOC:other" , "where" , "be" , "the" 
"NUM:date" , "when" , "be" , "the" 
"HUM:ind" , "whose" , "husband" , "have" 
"HUM:ind" , "who" , "be" , "king" 
"NUM:count" , "how" , "much" , "of" 
"NUM:perc" , "what" , "percentage" , "of" 
"NUM:date" , "what" , "date" , "be" 
"NUM:count" , "how" , "many" , "inch" 
"NUM:count" , "how" , "many" , "stradivarius" 
"HUM:ind" , "who" , "invent" , "the" 
"LOC:other" , "what" , "be" , "einstein" 
"NUM:date" , "what" , "century" , "the" 
"HUM:ind" , "who" , "write" , "the" 
"NUM:money" , "what" , "debts" , "do" 
"HUM:ind" , "which" , "president" , "be" 
"LOC:other" , "where" , "be" , "the" 
"LOC:other" , "where" , "do" , "ty" 
"NUM:money" , "what" , "be" , "the" 
"NUM:count" , "how" , "many" , "type" 
"NUM:count" , "how" , "many" , "eye" 
"NUM:count" , "how" , "many" , "website" 
"NUM:count" , "how" , "many" , "point" 
"LOC:other" , "what" , "general" , "direction" 
"HUM:ind" , "the" , "lawyer" , "who" 
"LOC:mount" , "what" , "be" , "new" 
"HUM:ind" , "who" , "be" , "the" 
"NUM:date" , "what" , "year" , "do" 
"NUM:count" , "how" , "many" , "verse" 
"HUM:ind" , "what" , "robust" , "president" 
"LOC:country" , "in" , "what" , "nation" 
"LOC:country" , "name" , "a" , "country" 
"NUM:code" , "what" , "seven" , "digit" 
"HUM:ind" , "what" , "be" , "the" 
"LOC:other" , "where" , "be" , "the" 
"HUM:ind" , "who" , "hold" , "the" 
"NUM:perc" , "independent" , "silversmith" , "account" 
"LOC:other" , "in" , "what" , "part" 
"HUM:ind" , "who" , "be" , "woody" 
"HUM:ind" , "who" , "create" , "maudie" 
"HUM:ind" , "who" , "be" , "the" 
"NUM:money" , "what" , "be" , "the" 
"LOC:other" , "what" , "waterway" , "be" 
"HUM:ind" , "who" , "liberate" , "century" 
"LOC:other" , "on" , "what" , "river" 
"NUM:count" , "what" , "the" , "maximum" 
"LOC:country" , "what" , "country" , "be" 
"LOC:other" , "where" , "be" , "the" 
"NUM:count" , "what" , "be" , "the" 
"LOC:city" , "what" , "city" , "do" 
"NUM:count" , "what" , "be" , "the" 
"HUM:ind" , "what" , "actor" , "have" 
"NUM:count" , "how" , "many" , "dollar" 
"HUM:ind" , "who" , "appoint" , "the" 
"LOC:other" , "where" , "can" , "i" 
"LOC:city" , "what" , "be" , "the" 
"HUM:ind" , "what" , "english" , "queen" 
"LOC:other" , "what" , "river" , "run" 
"NUM:date" , "when" , "do" , "mount" 
"NUM:date" , "when" , "be" , "child" 
"NUM:count" , "how" , "many" , "permutation" 
"NUM:date" , "what" , "time" , "of" 
"LOC:other" , "what" , "the" , "long" 
"HUM:ind" , "what" , "tennis" , "player" 
"HUM:ind" , "what" , "abstract" , "painter" 
"NUM:count" , "how" , "many" , "furlong" 
"NUM:count" , "how" , "many" , "millimeter" 
"NUM:volsize" , "how" , "big" , "be" 
"NUM:count" , "what" , "be" , "the" 
"LOC:mount" , "what" , "mountain" , "range" 
"HUM:ind" , "who" , "found" , "the" 
"NUM:count" , "how" , "many" , "people" 
"HUM:ind" , "who" , "the" , "king" 
"HUM:ind" , "what" , "bestselling" , "modern" 
"HUM:ind" , "what" , "south" , "vietnamese" 
"NUM:period" , "how" , "old" , "be" 
"NUM:date" , "when" , "be" , "the" 
"NUM:count" , "how" , "many" , "tenth" 
"NUM:perc" , "what" , "be" , "the" 
"HUM:ind" , "who" , "win" , "the" 
"HUM:ind" , "who" , "speak" , "the" 
"HUM:ind" , "what" , "be" , "thatcher" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "who" , "write" , "dubliner" 
"NUM:period" , "what" , "be" , "the" 
"HUM:ind" , "who" , "be" , "malaysia" 
"HUM:ind" , "who" , "found" , "the" 
"NUM:money" , "what" , "be" , "the" 
"HUM:ind" , "who" , "say" , "give" 
"LOC:other" , "what" , "be" , "the" 
"NUM:money" , "by" , "how" , "much" 
"HUM:ind" , "name" , "of" , "the" 
"NUM:dist" , "how" , "long" , "be" 
"LOC:other" , "what" , "be" , "the" 
"NUM:money" , "what" , "be" , "joe" 
"LOC:other" , "where" , "be" , "rider" 
"LOC:other" , "where" , "be" , "chop" 
"LOC:other" , "where" , "do" , "dew" 
"NUM:period" , "how" , "old" , "be" 
"LOC:other" , "what" , "landmark" , "italian" 
"NUM:count" , "how" , "many" , "point" 
"LOC:other" , "what" , "be" , "some" 
"LOC:country" , "what" , "nationality" , "be" 
"NUM:other" , "what" , "be" , "the" 
"HUM:ind" , "who" , "invent" , "the" 
"HUM:ind" , "what" , "be" , "the" 
"HUM:ind" , "whose" , "acceptance" , "speech" 
"NUM:count" , "how" , "much" , "coca" 
"LOC:other" , "where" , "do" , "the" 
"LOC:other" , "what" , "island" , "group" 
"HUM:ind" , "who" , "declare" , "i" 
"NUM:count" , "how" , "many" , "company" 
"LOC:country" , "what" , "the" , "only" 
"NUM:date" , "what" , "be" , "judy" 
"HUM:ind" , "which" , "former" , "ku" 
"NUM:dist" , "what" , "be" , "the" 
"LOC:country" , "what" , "country" , "have" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:city" , "what" , "city" , "do" 
"LOC:other" , "where" , "do" , "woodstock" 
"NUM:period" , "what" , "be" , "the" 
"LOC:country" , "what" , "be" , "the" 
"HUM:ind" , "what" , "new" , "orleans" 
"LOC:other" , "where" , "can" , "one" 
"NUM:count" , "how" , "much" , "caffeine" 
"HUM:ind" , "what" , "be" , "the" 
"NUM:volsize" , "how" , "big" , "be" 
"LOC:country" , "what" , "country" , "have" 
"HUM:ind" , "who" , "make" , "chicken" 
"HUM:ind" , "what" , "director" , "portray" 
"HUM:ind" , "what" , "be" , "the" 
"HUM:ind" , "who" , "accompany" , "space" 
"HUM:ind" , "what" , "world" , "war" 
"HUM:ind" , "who" , "be" , "israel" 
"LOC:country" , "what" , "country" , "boast" 
"LOC:other" , "where" , "could" , "i" 
"LOC:other" , "where" , "be" , "the" 
"NUM:other" , "how" , "loud" , "be" 
"HUM:ind" , "what" , "california" , "governor" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "who" , "be" , "the" 
"NUM:money" , "how" , "much" , "would" 
"NUM:perc" , "what" , "be" , "the" 
