@relation answerExp9
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FourthWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@attribute FirstAndFourth STRING
@attribute SecondAndFourth STRING
@attribute ThirdAndFourth STRING
@data
"LOC:city" , "what" , "united" , "states" , "city" , "what united" , "united states" , "what states" , "what city" , "united city" , "states city" 
"NUM:perc" , "what" , "the" , "percentage" , "of" , "what the" , "the percentage" , "what percentage" , "what of" , "the of" , "percentage of" 
"LOC:country" , "what" , "was" , "the" , "only" , "what was" , "was the" , "what the" , "what only" , "was only" , "the only" 
"LOC:other" , "in" , "what" , "part" , "of" , "in what" , "what part" , "in part" , "in of" , "what of" , "part of" 
"HUM:ind" , "whose" , "funeral" , "train" , "traveled" , "whose funeral" , "funeral train" , "whose train" , "whose traveled" , "funeral traveled" , "train traveled" 
"HUM:ind" , "what" , "the" , "identity" , "of" , "what the" , "the identity" , "what identity" , "what of" , "the of" , "identity of" 
"HUM:ind" , "what" , "is" , "her" , "husband" , "what is" , "is her" , "what her" , "what husband" , "is husband" , "her husband" 
"HUM:ind" , "which" , "of" , "the" , "following" , "which of" , "of the" , "which the" , "which following" , "of following" , "the following" 
"HUM:ind" , "what" , "dynasty" , "star" , "made" , "what dynasty" , "dynasty star" , "what star" , "what made" , "dynasty made" , "star made" 
"LOC:other" , "where" , "is" , "poe" , "birthplace" , "where is" , "is poe" , "where poe" , "where birthplace" , "is birthplace" , "poe birthplace" 
"HUM:ind" , "what" , "actress" , "holds" , "the" , "what actress" , "actress holds" , "what holds" , "what the" , "actress the" , "holds the" 
"HUM:ind" , "what" , "president" , "had" , "in" , "what president" , "president had" , "what had" , "what in" , "president in" , "had in" 
"HUM:ind" , "who" , "is" , "the" , "queen" , "who is" , "is the" , "who the" , "who queen" , "is queen" , "the queen" 
"LOC:other" , "where" , "can" , "i" , "find" , "where can" , "can i" , "where i" , "where find" , "can find" , "i find" 
"HUM:ind" , "what" , "actor" , "learned" , "to" , "what actor" , "actor learned" , "what learned" , "what to" , "actor to" , "learned to" 
"HUM:ind" , "who" , "says" , "if" , "you" , "who says" , "says if" , "who if" , "who you" , "says you" , "if you" 
"HUM:ind" , "who" , "was" , "secretary" , "of" , "who was" , "was secretary" , "who secretary" , "who of" , "was of" , "secretary of" 
"NUM:money" , "how" , "much" , "money" , "does" , "how much" , "much money" , "how money" , "how does" , "much does" , "money does" 
"LOC:other" , "where" , "the" , "gum" , "department" , "where the" , "the gum" , "where gum" , "where department" , "the department" , "gum department" 
"LOC:state" , "what" , "state" , "was" , "named" , "what state" , "state was" , "what was" , "what named" , "state named" , "was named" 
"NUM:date" , "what" , "year" , "was" , "the" , "what year" , "year was" , "what was" , "what the" , "year the" , "was the" 
"LOC:state" , "what" , "are" , "all" , "the" , "what are" , "are all" , "what all" , "what the" , "are the" , "all the" 
"HUM:ind" , "what" , "attorneys" , "work" , "for" , "what attorneys" , "attorneys work" , "what work" , "what for" , "attorneys for" , "work for" 
"NUM:date" , "what" , "is" , "dick" , "clark" , "what is" , "is dick" , "what dick" , "what clark" , "is clark" , "dick clark" 
"NUM:count" , "how" , "many" , "equal" , "sides" , "how many" , "many equal" , "how equal" , "how sides" , "many sides" , "equal sides" 
"LOC:other" , "where" , "did" , "bill" , "gates" , "where did" , "did bill" , "where bill" , "where gates" , "did gates" , "bill gates" 
"LOC:other" , "what" , "constellation" , "is" , "known" , "what constellation" , "constellation is" , "what is" , "what known" , "constellation known" , "is known" 
"NUM:date" , "in" , "which" , "year" , "was" , "in which" , "which year" , "in year" , "in was" , "which was" , "year was" 
"LOC:other" , "where" , "can" , "i" , "find" , "where can" , "can i" , "where i" , "where find" , "can find" , "i find" 
"LOC:state" , "what" , "state" , "is" , "mount" , "what state" , "state is" , "what is" , "what mount" , "state mount" , "is mount" 
"HUM:ind" , "which" , "classical" , "spanish" , "writer" , "which classical" , "classical spanish" , "which spanish" , "which writer" , "classical writer" , "spanish writer" 
"NUM:other" , "how" , "large" , "is" , "missouri" , "how large" , "large is" , "how is" , "how missouri" , "large missouri" , "is missouri" 
"NUM:date" , "when" , "was" , "the" , "internal" , "when was" , "was the" , "when the" , "when internal" , "was internal" , "the internal" 
"HUM:ind" , "who" , "painted" , "soft" , "with" , "who painted" , "painted soft" , "who soft" , "who with" , "painted with" , "soft with" 
"LOC:other" , "where" , "is" , "kings" , "canyon" , "where is" , "is kings" , "where kings" , "where canyon" , "is canyon" , "kings canyon" 
"NUM:date" , "what" , "time" , "does" , "wee" , "what time" , "time does" , "what does" , "what wee" , "time wee" , "does wee" 
"NUM:ord" , "what" , "chapter" , "of" , "gone" , "what chapter" , "chapter of" , "what of" , "what gone" , "chapter gone" , "of gone" 
"NUM:money" , "what" , "amount" , "of" , "money" , "what amount" , "amount of" , "what of" , "what money" , "amount money" , "of money" 
"LOC:country" , "what" , "asian" , "country" , "once" , "what asian" , "asian country" , "what country" , "what once" , "asian once" , "country once" 
"NUM:count" , "how" , "many" , "varieties" , "of" , "how many" , "many varieties" , "how varieties" , "how of" , "many of" , "varieties of" 
"HUM:ind" , "who" , "won" , "the" , "most" , "who won" , "won the" , "who the" , "who most" , "won most" , "the most" 
"NUM:period" , "what" , "is" , "the" , "average" , "what is" , "is the" , "what the" , "what average" , "is average" , "the average" 
"LOC:city" , "what" , "city" , "is" , "near" , "what city" , "city is" , "what is" , "what near" , "city near" , "is near" 
"HUM:ind" , "what" , "once" , "declared" , "if" , "what once" , "once declared" , "what declared" , "what if" , "once if" , "declared if" 
"HUM:ind" , "who" , "wrote" , "the" , "red" , "who wrote" , "wrote the" , "who the" , "who red" , "wrote red" , "the red" 
"LOC:other" , "where" , "did" , "the" , "inuits" , "where did" , "did the" , "where the" , "where inuits" , "did inuits" , "the inuits" 
"HUM:ind" , "what" , "british" , "monarch" , "lap" , "what british" , "british monarch" , "what monarch" , "what lap" , "british lap" , "monarch lap" 
"HUM:ind" , "who" , "invented" , "the" , "road" , "who invented" , "invented the" , "who the" , "who road" , "invented road" , "the road" 
"HUM:ind" , "which" , "of" , "the" , "following" , "which of" , "of the" , "which the" , "which following" , "of following" , "the following" 
"LOC:other" , "what" , "former" , "royal" , "palace" , "what former" , "former royal" , "what royal" , "what palace" , "former palace" , "royal palace" 
"LOC:other" , "where" , "was" , "i" , "have" , "where was" , "was i" , "where i" , "where have" , "was have" , "i have" 
"HUM:ind" , "what" , "president" , "ghost" , "is" , "what president" , "president ghost" , "what ghost" , "what is" , "president is" , "ghost is" 
"HUM:ind" , "what" , "are" , "the" , "names" , "what are" , "are the" , "what the" , "what names" , "are names" , "the names" 
"NUM:count" , "how" , "many" , "url" , "extensions" , "how many" , "many url" , "how url" , "how extensions" , "many extensions" , "url extensions" 
"LOC:other" , "where" , "did" , "the" , "wright" , "where did" , "did the" , "where the" , "where wright" , "did wright" , "the wright" 
"HUM:ind" , "who" , "won" , "the" , "battle" , "who won" , "won the" , "who the" , "who battle" , "won battle" , "the battle" 
"HUM:ind" , "name" , "the" , "two" , "youngsters" , "name the" , "the two" , "name two" , "name youngsters" , "the youngsters" , "two youngsters" 
"HUM:ind" , "who" , "was" , "the" , "captain" , "who was" , "was the" , "who the" , "who captain" , "was captain" , "the captain" 
"LOC:city" , "what" , "is" , "the" , "snowiest" , "what is" , "is the" , "what the" , "what snowiest" , "is snowiest" , "the snowiest" 
"NUM:other" , "what" , "is" , "the" , "chemical" , "what is" , "is the" , "what the" , "what chemical" , "is chemical" , "the chemical" 
"HUM:ind" , "the" , "name" , "of" , "the" , "the name" , "name of" , "the of" , "the the" , "name the" , "of the" 
"HUM:ind" , "what" , "actor" , "came" , "to" , "what actor" , "actor came" , "what came" , "what to" , "actor to" , "came to" 
"HUM:ind" , "what" , "engineer" , "invented" , "the" , "what engineer" , "engineer invented" , "what invented" , "what the" , "engineer the" , "invented the" 
"LOC:city" , "what" , "south" , "american" , "capital" , "what south" , "south american" , "what american" , "what capital" , "south capital" , "american capital" 
"LOC:other" , "name" , "a" , "civil" , "war" , "name a" , "a civil" , "name civil" , "name war" , "a war" , "civil war" 
"NUM:date" , "when" , "do" , "you" , "plant" , "when do" , "do you" , "when you" , "when plant" , "do plant" , "you plant" 
"NUM:count" , "how" , "many" , "counties" , "are" , "how many" , "many counties" , "how counties" , "how are" , "many are" , "counties are" 
"HUM:ind" , "who" , "was" , "the" , "first" , "who was" , "was the" , "who the" , "who first" , "was first" , "the first" 
"HUM:ind" , "who" , "was" , "the" , "first" , "who was" , "was the" , "who the" , "who first" , "was first" , "the first" 
"LOC:other" , "what" , "famed" , "strip" , "of" , "what famed" , "famed strip" , "what strip" , "what of" , "famed of" , "strip of" 
"NUM:money" , "what" , "is" , "the" , "exchange" , "what is" , "is the" , "what the" , "what exchange" , "is exchange" , "the exchange" 
"NUM:other" , "what" , "is" , "the" , "protection" , "what is" , "is the" , "what the" , "what protection" , "is protection" , "the protection" 
"LOC:other" , "which" , "continent" , "has" , "the" , "which continent" , "continent has" , "which has" , "which the" , "continent the" , "has the" 
"NUM:count" , "how" , "many" , "corners" , "does" , "how many" , "many corners" , "how corners" , "how does" , "many does" , "corners does" 
"HUM:ind" , "what" , "tv" , "character" , "was" , "what tv" , "tv character" , "what character" , "what was" , "tv was" , "character was" 
"LOC:mount" , "what" , "are" , "the" , "four" , "what are" , "are the" , "what the" , "what four" , "are four" , "the four" 
"NUM:dist" , "how" , "far" , "can" , "you" , "how far" , "far can" , "how can" , "how you" , "far you" , "can you" 
"LOC:other" , "where" , "in" , "the" , "bible" , "where in" , "in the" , "where the" , "where bible" , "in bible" , "the bible" 
"LOC:country" , "what" , "country" , "boasts" , "the" , "what country" , "country boasts" , "what boasts" , "what the" , "country the" , "boasts the" 
"NUM:date" , "when" , "did" , "nostradamus" , "believe" , "when did" , "did nostradamus" , "when nostradamus" , "when believe" , "did believe" , "nostradamus believe" 
"LOC:country" , "what" , "country" , "was" , "brian" , "what country" , "country was" , "what was" , "what brian" , "country brian" , "was brian" 
"HUM:ind" , "who" , "asked" , "the" , "musical" , "who asked" , "asked the" , "who the" , "who musical" , "asked musical" , "the musical" 
"HUM:ind" , "who" , "wrote" , "poems" , "are" , "who wrote" , "wrote poems" , "who poems" , "who are" , "wrote are" , "poems are" 
"LOC:other" , "where" , "did" , "the" , "annual" , "where did" , "did the" , "where the" , "where annual" , "did annual" , "the annual" 
"HUM:ind" , "who" , "played" , "the" , "part" , "who played" , "played the" , "who the" , "who part" , "played part" , "the part" 
"NUM:date" , "when" , "was" , "london" , "docklands" , "when was" , "was london" , "when london" , "when docklands" , "was docklands" , "london docklands" 
"HUM:ind" , "who" , "invented" , "the" , "wonderbra" , "who invented" , "invented the" , "who the" , "who wonderbra" , "invented wonderbra" , "the wonderbra" 
"LOC:city" , "what" , "state" , "capital" , "comes" , "what state" , "state capital" , "what capital" , "what comes" , "state comes" , "capital comes" 
"NUM:period" , "how" , "long" , "did" , "the" , "how long" , "long did" , "how did" , "how the" , "long the" , "did the" 
"NUM:period" , "how" , "long" , "does" , "it" , "how long" , "long does" , "how does" , "how it" , "long it" , "does it" 
"HUM:ind" , "who" , "owns" , "the" , "louis" , "who owns" , "owns the" , "who the" , "who louis" , "owns louis" , "the louis" 
"LOC:other" , "where" , "is" , "former" , "pro" , "where is" , "is former" , "where former" , "where pro" , "is pro" , "former pro" 
"LOC:other" , "what" , "is" , "the" , "geographical" , "what is" , "is the" , "what the" , "what geographical" , "is geographical" , "the geographical" 
"NUM:date" , "when" , "do" , "mormons" , "believe" , "when do" , "do mormons" , "when mormons" , "when believe" , "do believe" , "mormons believe" 
"NUM:date" , "in" , "what" , "year" , "was" , "in what" , "what year" , "in year" , "in was" , "what was" , "year was" 
"NUM:money" , "what" , "is" , "average" , "salary" , "what is" , "is average" , "what average" , "what salary" , "is salary" , "average salary" 
"NUM:period" , "on" , "average" , "how" , "long" , "on average" , "average how" , "on how" , "on long" , "average long" , "how long" 
"NUM:period" , "how" , "long" , "do" , "cardinal" , "how long" , "long do" , "how do" , "how cardinal" , "long cardinal" , "do cardinal" 
"HUM:ind" , "what" , "texas" , "surgeon" , "performed" , "what texas" , "texas surgeon" , "what surgeon" , "what performed" , "texas performed" , "surgeon performed" 
"LOC:country" , "what" , "country" , "has" , "the" , "what country" , "country has" , "what has" , "what the" , "country the" , "has the" 
"LOC:other" , "what" , "is" , "the" , "address" , "what is" , "is the" , "what the" , "what address" , "is address" , "the address" 
"HUM:ind" , "who" , "made" , "the" , "most" , "who made" , "made the" , "who the" , "who most" , "made most" , "the most" 
"NUM:count" , "how" , "many" , "of" , "every" , "how many" , "many of" , "how of" , "how every" , "many every" , "of every" 
"HUM:ind" , "what" , "marvelous" , "baseball" , "player" , "what marvelous" , "marvelous baseball" , "what baseball" , "what player" , "marvelous player" , "baseball player" 
"HUM:ind" , "who" , "said" , "the" , "only" , "who said" , "said the" , "who the" , "who only" , "said only" , "the only" 
"LOC:other" , "where" , "is" , "romania" , "located" , "where is" , "is romania" , "where romania" , "where located" , "is located" , "romania located" 
"NUM:count" , "how" , "many" , "films" , "are" , "how many" , "many films" , "how films" , "how are" , "many are" , "films are" 
"NUM:count" , "how" , "many" , "small" , "businesses" , "how many" , "many small" , "how small" , "how businesses" , "many businesses" , "small businesses" 
"NUM:period" , "what" , "age" , "is" , "benny" , "what age" , "age is" , "what is" , "what benny" , "age benny" , "is benny" 
"LOC:city" , "what" , "city" , "did" , "the" , "what city" , "city did" , "what did" , "what the" , "city the" , "did the" 
"LOC:country" , "what" , "two" , "countries" , "are" , "what two" , "two countries" , "what countries" , "what are" , "two are" , "countries are" 
"LOC:state" , "mississippi" , "has" , "what" , "name" , "mississippi has" , "has what" , "mississippi what" , "mississippi name" , "has name" , "what name" 
"LOC:city" , "what" , "city" , "was" , "named" , "what city" , "city was" , "what was" , "what named" , "city named" , "was named" 
"NUM:count" , "how" , "many" , "megawatts" , "will" , "how many" , "many megawatts" , "how megawatts" , "how will" , "many will" , "megawatts will" 
"HUM:ind" , "who" , "is" , "the" , "sexiest" , "who is" , "is the" , "who the" , "who sexiest" , "is sexiest" , "the sexiest" 
"NUM:date" , "what" , "day" , "is" , "known" , "what day" , "day is" , "what is" , "what known" , "day known" , "is known" 
"LOC:other" , "where" , "can" , "i" , "get" , "where can" , "can i" , "where i" , "where get" , "can get" , "i get" 
"HUM:ind" , "who" , "was" , "the" , "supreme" , "who was" , "was the" , "who the" , "who supreme" , "was supreme" , "the supreme" 
"HUM:ind" , "who" , "played" , "the" , "most" , "who played" , "played the" , "who the" , "who most" , "played most" , "the most" 
"HUM:ind" , "what" , "tv" , "character" , "said" , "what tv" , "tv character" , "what character" , "what said" , "tv said" , "character said" 
"HUM:ind" , "what" , "is" , "the" , "name" , "what is" , "is the" , "what the" , "what name" , "is name" , "the name" 
"HUM:ind" , "what" , "chilean" , "president" , "was" , "what chilean" , "chilean president" , "what president" , "what was" , "chilean was" , "president was" 
"NUM:other" , "what" , "was" , "einstein" , "iq" , "what was" , "was einstein" , "what einstein" , "what iq" , "was iq" , "einstein iq" 
"HUM:ind" , "name" , "the" , "first" , "russian" , "name the" , "the first" , "name first" , "name russian" , "the russian" , "first russian" 
"HUM:ind" , "what" , "are" , "the" , "first" , "what are" , "are the" , "what the" , "what first" , "are first" , "the first" 
"NUM:count" , "how" , "many" , "real" , "fruit" , "how many" , "many real" , "how real" , "how fruit" , "many fruit" , "real fruit" 
"LOC:other" , "what" , "is" , "the" , "principal" , "what is" , "is the" , "what the" , "what principal" , "is principal" , "the principal" 
"LOC:other" , "what" , "lake" , "is" , "the" , "what lake" , "lake is" , "what is" , "what the" , "lake the" , "is the" 
"NUM:weight" , "how" , "much" , "does" , "a" , "how much" , "much does" , "how does" , "how a" , "much a" , "does a" 
"NUM:count" , "how" , "many" , "points" , "are" , "how many" , "many points" , "how points" , "how are" , "many are" , "points are" 
"NUM:count" , "how" , "many" , "frames" , "does" , "how many" , "many frames" , "how frames" , "how does" , "many does" , "frames does" 
"NUM:date" , "when" , "did" , "theo" , "rousseau" , "when did" , "did theo" , "when theo" , "when rousseau" , "did rousseau" , "theo rousseau" 
"NUM:count" , "how" , "many" , "people" , "have" , "how many" , "many people" , "how people" , "how have" , "many have" , "people have" 
"HUM:ind" , "what" , "president" , "was" , "meant" , "what president" , "president was" , "what was" , "what meant" , "president meant" , "was meant" 
"LOC:other" , "what" , "are" , "all" , "the" , "what are" , "are all" , "what all" , "what the" , "are the" , "all the" 
"HUM:ind" , "who" , "won" , "the" , "superbowl" , "who won" , "won the" , "who the" , "who superbowl" , "won superbowl" , "the superbowl" 
"NUM:date" , "in" , "what" , "year" , "was" , "in what" , "what year" , "in year" , "in was" , "what was" , "year was" 
"NUM:period" , "what" , "is" , "the" , "time" , "what is" , "is the" , "what the" , "what time" , "is time" , "the time" 
"HUM:ind" , "what" , "hungarian" , "cardinal" , "was" , "what hungarian" , "hungarian cardinal" , "what cardinal" , "what was" , "hungarian was" , "cardinal was" 
"NUM:count" , "how" , "many" , "pairs" , "of" , "how many" , "many pairs" , "how pairs" , "how of" , "many of" , "pairs of" 
"LOC:country" , "what" , "the" , "country" , "in" , "what the" , "the country" , "what country" , "what in" , "the in" , "country in" 
"NUM:date" , "the" , "film" , "jaws" , "was" , "the film" , "film jaws" , "the jaws" , "the was" , "film was" , "jaws was" 
"HUM:ind" , "who" , "directed" , "citizen" , "kane" , "who directed" , "directed citizen" , "who citizen" , "who kane" , "directed kane" , "citizen kane" 
"HUM:ind" , "what" , "is" , "the" , "nickname" , "what is" , "is the" , "what the" , "what nickname" , "is nickname" , "the nickname" 
"HUM:ind" , "whose" , "special" , "bear" , "creator" , "whose special" , "special bear" , "whose bear" , "whose creator" , "special creator" , "bear creator" 
"LOC:country" , "in" , "what" , "country" , "is" , "in what" , "what country" , "in country" , "in is" , "what is" , "country is" 
"LOC:city" , "what" , "is" , "the" , "capital" , "what is" , "is the" , "what the" , "what capital" , "is capital" , "the capital" 
"HUM:ind" , "what" , "italian" , "leader" , "had" , "what italian" , "italian leader" , "what leader" , "what had" , "italian had" , "leader had" 
"LOC:city" , "what" , "city" , "in" , "florida" , "what city" , "city in" , "what in" , "what florida" , "city florida" , "in florida" 
"HUM:ind" , "who" , "said" , "what" , "contemptible" , "who said" , "said what" , "who what" , "who contemptible" , "said contemptible" , "what contemptible" 
"HUM:ind" , "what" , "president" , "kissed" , "the" , "what president" , "president kissed" , "what kissed" , "what the" , "president the" , "kissed the" 
"LOC:other" , "where" , "does" , "the" , "tennis" , "where does" , "does the" , "where the" , "where tennis" , "does tennis" , "the tennis" 
"LOC:other" , "what" , "continent" , "pushes" , "up" , "what continent" , "continent pushes" , "what pushes" , "what up" , "continent up" , "pushes up" 
"HUM:ind" , "what" , "was" , "al" , "capone" , "what was" , "was al" , "what al" , "what capone" , "was capone" , "al capone" 
"HUM:ind" , "who" , "was" , "the" , "author" , "who was" , "was the" , "who the" , "who author" , "was author" , "the author" 
"LOC:city" , "what" , "is" , "the" , "largest" , "what is" , "is the" , "what the" , "what largest" , "is largest" , "the largest" 
"LOC:other" , "what" , "park" , "contains" , "firehole" , "what park" , "park contains" , "what contains" , "what firehole" , "park firehole" , "contains firehole" 
"LOC:other" , "what" , "the" , "largest" , "island" , "what the" , "the largest" , "what largest" , "what island" , "the island" , "largest island" 
"LOC:state" , "what" , "new" , "england" , "state" , "what new" , "new england" , "what england" , "what state" , "new state" , "england state" 
"LOC:other" , "in" , "what" , "county" , "is" , "in what" , "what county" , "in county" , "in is" , "what is" , "county is" 
"NUM:money" , "how" , "much" , "does" , "it" , "how much" , "much does" , "how does" , "how it" , "much it" , "does it" 
"NUM:period" , "how" , "long" , "do" , "hermit" , "how long" , "long do" , "how do" , "how hermit" , "long hermit" , "do hermit" 
"LOC:city" , "what" , "city" , "hosted" , "the" , "what city" , "city hosted" , "what hosted" , "what the" , "city the" , "hosted the" 
"NUM:date" , "what" , "month" , "were" , "you" , "what month" , "month were" , "what were" , "what you" , "month you" , "were you" 
"HUM:ind" , "who" , "is" , "behind" , "the" , "who is" , "is behind" , "who behind" , "who the" , "is the" , "behind the" 
"NUM:money" , "how" , "much" , "money" , "can" , "how much" , "much money" , "how money" , "how can" , "much can" , "money can" 
"LOC:country" , "what" , "desert" , "country" , "borders" , "what desert" , "desert country" , "what country" , "what borders" , "desert borders" , "country borders" 
"HUM:ind" , "what" , "american" , "actress" , "was" , "what american" , "american actress" , "what actress" , "what was" , "american was" , "actress was" 
"NUM:date" , "what" , "date" , "did" , "man" , "what date" , "date did" , "what did" , "what man" , "date man" , "did man" 
"LOC:other" , "where" , "are" , "the" , "headquarters" , "where are" , "are the" , "where the" , "where headquarters" , "are headquarters" , "the headquarters" 
"NUM:count" , "how" , "many" , "web" , "servers" , "how many" , "many web" , "how web" , "how servers" , "many servers" , "web servers" 
"NUM:count" , "how" , "many" , "trees" , "go" , "how many" , "many trees" , "how trees" , "how go" , "many go" , "trees go" 
"LOC:other" , "where" , "can" , "i" , "find" , "where can" , "can i" , "where i" , "where find" , "can find" , "i find" 
"NUM:dist" , "how" , "far" , "out" , "is" , "how far" , "far out" , "how out" , "how is" , "far is" , "out is" 
"LOC:other" , "where" , "did" , "the" , "mayan" , "where did" , "did the" , "where the" , "where mayan" , "did mayan" , "the mayan" 
"LOC:other" , "where" , "was" , "poe" , "born" , "where was" , "was poe" , "where poe" , "where born" , "was born" , "poe born" 
"NUM:count" , "how" , "many" , "warmup" , "pitches" , "how many" , "many warmup" , "how warmup" , "how pitches" , "many pitches" , "warmup pitches" 
"LOC:other" , "where" , "did" , "dylan" , "thomas" , "where did" , "did dylan" , "where dylan" , "where thomas" , "did thomas" , "dylan thomas" 
"NUM:count" , "how" , "many" , "fig" , "newtons" , "how many" , "many fig" , "how fig" , "how newtons" , "many newtons" , "fig newtons" 
"HUM:ind" , "who" , "is" , "the" , "premier" , "who is" , "is the" , "who the" , "who premier" , "is premier" , "the premier" 
"HUM:ind" , "what" , "comedian" , "observed" , "you" , "what comedian" , "comedian observed" , "what observed" , "what you" , "comedian you" , "observed you" 
"NUM:count" , "how" , "many" , "bones" , "are" , "how many" , "many bones" , "how bones" , "how are" , "many are" , "bones are" 
"HUM:ind" , "who" , "was" , "the" , "president" , "who was" , "was the" , "who the" , "who president" , "was president" , "the president" 
"HUM:ind" , "whose" , "kidnaping" , "was" , "termed" , "whose kidnaping" , "kidnaping was" , "whose was" , "whose termed" , "kidnaping termed" , "was termed" 
"LOC:other" , "what" , "was" , "the" , "tallest" , "what was" , "was the" , "what the" , "what tallest" , "was tallest" , "the tallest" 
"HUM:ind" , "what" , "buxom" , "blonde" , "appeared" , "what buxom" , "buxom blonde" , "what blonde" , "what appeared" , "buxom appeared" , "blonde appeared" 
"NUM:dist" , "how" , "far" , "is" , "it" , "how far" , "far is" , "how is" , "how it" , "far it" , "is it" 
"LOC:city" , "what" , "new" , "hampshire" , "hamlet" , "what new" , "new hampshire" , "what hampshire" , "what hamlet" , "new hamlet" , "hampshire hamlet" 
"NUM:count" , "how" , "many" , "people" , "watch" , "how many" , "many people" , "how people" , "how watch" , "many watch" , "people watch" 
"HUM:ind" , "who" , "first" , "broke" , "the" , "who first" , "first broke" , "who broke" , "who the" , "first the" , "broke the" 
"NUM:count" , "how" , "many" , "horses" , "are" , "how many" , "many horses" , "how horses" , "how are" , "many are" , "horses are" 
"LOC:other" , "where" , "do" , "the" , "grimace" , "where do" , "do the" , "where the" , "where grimace" , "do grimace" , "the grimace" 
"NUM:period" , "how" , "long" , "does" , "it" , "how long" , "long does" , "how does" , "how it" , "long it" , "does it" 
"HUM:ind" , "what" , "role" , "do" , "fruits" , "what role" , "role do" , "what do" , "what fruits" , "role fruits" , "do fruits" 
"LOC:other" , "where" , "is" , "the" , "world" , "where is" , "is the" , "where the" , "where world" , "is world" , "the world" 
"HUM:ind" , "what" , "pulitzer" , "novelist" , "ran" , "what pulitzer" , "pulitzer novelist" , "what novelist" , "what ran" , "pulitzer ran" , "novelist ran" 
"NUM:count" , "how" , "many" , "times" , "can" , "how many" , "many times" , "how times" , "how can" , "many can" , "times can" 
"NUM:count" , "how" , "many" , "seats" , "does" , "how many" , "many seats" , "how seats" , "how does" , "many does" , "seats does" 
"NUM:count" , "how" , "many" , "cards" , "are" , "how many" , "many cards" , "how cards" , "how are" , "many are" , "cards are" 
"NUM:date" , "what" , "time" , "of" , "year" , "what time" , "time of" , "what of" , "what year" , "time year" , "of year" 
"HUM:ind" , "who" , "was" , "scrooge" , "dead" , "who was" , "was scrooge" , "who scrooge" , "who dead" , "was dead" , "scrooge dead" 
"NUM:date" , "when" , "is" , "the" , "thai" , "when is" , "is the" , "when the" , "when thai" , "is thai" , "the thai" 
"HUM:ind" , "who" , "recorded" , "the" , "hit" , "who recorded" , "recorded the" , "who the" , "who hit" , "recorded hit" , "the hit" 
"HUM:ind" , "who" , "is" , "mia" , "farrow" , "who is" , "is mia" , "who mia" , "who farrow" , "is farrow" , "mia farrow" 
"NUM:dist" , "how" , "far" , "can" , "a" , "how far" , "far can" , "how can" , "how a" , "far a" , "can a" 
"NUM:date" , "what" , "time" , "of" , "year" , "what time" , "time of" , "what of" , "what year" , "time year" , "of year" 
"NUM:date" , "when" , "was" , "the" , "group" , "when was" , "was the" , "when the" , "when group" , "was group" , "the group" 
"HUM:ind" , "what" , "baseball" , "player" , "was" , "what baseball" , "baseball player" , "what player" , "what was" , "baseball was" , "player was" 
"HUM:ind" , "what" , "famous" , "male" , "vocalist" , "what famous" , "famous male" , "what male" , "what vocalist" , "famous vocalist" , "male vocalist" 
"NUM:date" , "when" , "did" , "they" , "canonize" , "when did" , "did they" , "when they" , "when canonize" , "did canonize" , "they canonize" 
"HUM:ind" , "who" , "was" , "the" , "only" , "who was" , "was the" , "who the" , "who only" , "was only" , "the only" 
"NUM:perc" , "what" , "percentage" , "of" , "all" , "what percentage" , "percentage of" , "what of" , "what all" , "percentage all" , "of all" 
"HUM:ind" , "what" , "labor" , "leader" , "was" , "what labor" , "labor leader" , "what leader" , "what was" , "labor was" , "leader was" 
"NUM:date" , "when" , "did" , "the" , "carolingian" , "when did" , "did the" , "when the" , "when carolingian" , "did carolingian" , "the carolingian" 
"HUM:ind" , "who" , "reports" , "the" , "weather" , "who reports" , "reports the" , "who the" , "who weather" , "reports weather" , "the weather" 
"NUM:count" , "how" , "many" , "emperors" , "were" , "how many" , "many emperors" , "how emperors" , "how were" , "many were" , "emperors were" 
"HUM:ind" , "what" , "was" , "the" , "name" , "what was" , "was the" , "what the" , "what name" , "was name" , "the name" 
"HUM:ind" , "who" , "sent" , "the" , "brief" , "who sent" , "sent the" , "who the" , "who brief" , "sent brief" , "the brief" 
"HUM:ind" , "what" , "air" , "force" , "general" , "what air" , "air force" , "what force" , "what general" , "air general" , "force general" 
"HUM:ind" , "what" , "said" , "some" , "newspapers" , "what said" , "said some" , "what some" , "what newspapers" , "said newspapers" , "some newspapers" 
"HUM:ind" , "what" , "was" , "the" , "name" , "what was" , "was the" , "what the" , "what name" , "was name" , "the name" 
"NUM:date" , "on" , "what" , "day" , "were" , "on what" , "what day" , "on day" , "on were" , "what were" , "day were" 
"HUM:ind" , "who" , "won" , "a" , "pulitzer" , "who won" , "won a" , "who a" , "who pulitzer" , "won pulitzer" , "a pulitzer" 
"LOC:other" , "where" , "is" , "your" , "corpus" , "where is" , "is your" , "where your" , "where corpus" , "is corpus" , "your corpus" 
"HUM:ind" , "who" , "portrayed" , "sherlock" , "holmes" , "who portrayed" , "portrayed sherlock" , "who sherlock" , "who holmes" , "portrayed holmes" , "sherlock holmes" 
