@relation answerExp3
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@data
"LOC:country" , "what" , "country" , "has" 
"LOC:other" , "what" , "is" , "the" 
"HUM:ind" , "who" , "made" , "the" 
"NUM:count" , "how" , "many" , "of" 
"HUM:ind" , "what" , "marvelous" , "baseball" 
"HUM:ind" , "who" , "said" , "the" 
"LOC:other" , "where" , "is" , "romania" 
"NUM:count" , "how" , "many" , "films" 
"NUM:count" , "how" , "many" , "small" 
"NUM:period" , "what" , "age" , "is" 
"LOC:city" , "what" , "city" , "did" 
"LOC:country" , "what" , "two" , "countries" 
"LOC:state" , "mississippi" , "has" , "what" 
"LOC:city" , "what" , "city" , "was" 
"NUM:count" , "how" , "many" , "megawatts" 
"HUM:ind" , "who" , "is" , "the" 
"NUM:date" , "what" , "day" , "is" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "who" , "was" , "the" 
"HUM:ind" , "who" , "played" , "the" 
"HUM:ind" , "what" , "tv" , "character" 
"HUM:ind" , "what" , "is" , "the" 
"HUM:ind" , "what" , "chilean" , "president" 
"NUM:other" , "what" , "was" , "einstein" 
"HUM:ind" , "name" , "the" , "first" 
"HUM:ind" , "what" , "are" , "the" 
"NUM:count" , "how" , "many" , "real" 
"LOC:other" , "what" , "is" , "the" 
"LOC:other" , "what" , "lake" , "is" 
"NUM:weight" , "how" , "much" , "does" 
"NUM:count" , "how" , "many" , "points" 
"NUM:count" , "how" , "many" , "frames" 
"NUM:date" , "when" , "did" , "theo" 
"NUM:count" , "how" , "many" , "people" 
"HUM:ind" , "what" , "president" , "was" 
"LOC:other" , "what" , "are" , "all" 
"HUM:ind" , "who" , "won" , "the" 
"NUM:date" , "in" , "what" , "year" 
"NUM:period" , "what" , "is" , "the" 
"HUM:ind" , "what" , "hungarian" , "cardinal" 
"NUM:count" , "how" , "many" , "pairs" 
"LOC:country" , "what" , "the" , "country" 
"NUM:date" , "the" , "film" , "jaws" 
"HUM:ind" , "who" , "directed" , "citizen" 
"HUM:ind" , "what" , "is" , "the" 
"HUM:ind" , "whose" , "special" , "bear" 
"LOC:country" , "in" , "what" , "country" 
"LOC:city" , "what" , "is" , "the" 
"HUM:ind" , "what" , "italian" , "leader" 
"LOC:city" , "what" , "city" , "in" 
"HUM:ind" , "who" , "said" , "what" 
"HUM:ind" , "what" , "president" , "kissed" 
"LOC:other" , "where" , "does" , "the" 
"LOC:other" , "what" , "continent" , "pushes" 
"HUM:ind" , "what" , "was" , "al" 
"HUM:ind" , "who" , "was" , "the" 
"LOC:city" , "what" , "is" , "the" 
"LOC:other" , "what" , "park" , "contains" 
"LOC:other" , "what" , "the" , "largest" 
"LOC:state" , "what" , "new" , "england" 
"LOC:other" , "in" , "what" , "county" 
"NUM:money" , "how" , "much" , "does" 
"NUM:period" , "how" , "long" , "do" 
"LOC:city" , "what" , "city" , "hosted" 
"NUM:date" , "what" , "month" , "were" 
"HUM:ind" , "who" , "is" , "behind" 
"NUM:money" , "how" , "much" , "money" 
"LOC:country" , "what" , "desert" , "country" 
"HUM:ind" , "what" , "american" , "actress" 
"NUM:date" , "what" , "date" , "did" 
"LOC:other" , "where" , "are" , "the" 
"NUM:count" , "how" , "many" , "web" 
"NUM:count" , "how" , "many" , "trees" 
"LOC:other" , "where" , "can" , "i" 
"NUM:dist" , "how" , "far" , "out" 
"LOC:other" , "where" , "did" , "the" 
"LOC:other" , "where" , "was" , "poe" 
"NUM:count" , "how" , "many" , "warmup" 
"LOC:other" , "where" , "did" , "dylan" 
"NUM:count" , "how" , "many" , "fig" 
"HUM:ind" , "who" , "is" , "the" 
"HUM:ind" , "what" , "comedian" , "observed" 
"NUM:count" , "how" , "many" , "bones" 
"HUM:ind" , "who" , "was" , "the" 
"HUM:ind" , "whose" , "kidnaping" , "was" 
"LOC:other" , "what" , "was" , "the" 
"HUM:ind" , "what" , "buxom" , "blonde" 
"NUM:dist" , "how" , "far" , "is" 
"LOC:city" , "what" , "new" , "hampshire" 
"NUM:count" , "how" , "many" , "people" 
"HUM:ind" , "who" , "first" , "broke" 
"NUM:count" , "how" , "many" , "horses" 
"LOC:other" , "where" , "do" , "the" 
"NUM:period" , "how" , "long" , "does" 
"HUM:ind" , "what" , "role" , "do" 
"LOC:other" , "where" , "is" , "the" 
"HUM:ind" , "what" , "pulitzer" , "novelist" 
"NUM:count" , "how" , "many" , "times" 
"NUM:count" , "how" , "many" , "seats" 
"NUM:count" , "how" , "many" , "cards" 
"NUM:date" , "what" , "time" , "of" 
"HUM:ind" , "who" , "was" , "scrooge" 
"NUM:date" , "when" , "is" , "the" 
"HUM:ind" , "who" , "recorded" , "the" 
"HUM:ind" , "who" , "is" , "mia" 
"NUM:dist" , "how" , "far" , "can" 
"NUM:date" , "what" , "time" , "of" 
"NUM:date" , "when" , "was" , "the" 
"HUM:ind" , "what" , "baseball" , "player" 
"HUM:ind" , "what" , "famous" , "male" 
"NUM:date" , "when" , "did" , "they" 
"HUM:ind" , "who" , "was" , "the" 
"NUM:perc" , "what" , "percentage" , "of" 
"HUM:ind" , "what" , "labor" , "leader" 
"NUM:date" , "when" , "did" , "the" 
"HUM:ind" , "who" , "reports" , "the" 
"NUM:count" , "how" , "many" , "emperors" 
"HUM:ind" , "what" , "was" , "the" 
"HUM:ind" , "who" , "sent" , "the" 
"HUM:ind" , "what" , "air" , "force" 
"HUM:ind" , "what" , "said" , "some" 
"HUM:ind" , "what" , "was" , "the" 
"NUM:date" , "on" , "what" , "day" 
"HUM:ind" , "who" , "won" , "a" 
"LOC:other" , "where" , "is" , "your" 
"HUM:ind" , "who" , "portrayed" , "sherlock" 
"LOC:other" , "when" , "superman" , "needs" 
"NUM:period" , "how" , "old" , "is" 
"HUM:ind" , "what" , "is" , "the" 
"HUM:ind" , "who" , "claimed" , "to" 
"LOC:other" , "where" , "can" , "i" 
"NUM:date" , "when" , "did" , "spain" 
"NUM:count" , "how" , "many" , "grooves" 
"LOC:other" , "what" , "canal" , "does" 
"HUM:ind" , "what" , "american" , "won" 
"NUM:perc" , "what" , "are" , "the" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "name" , "a" , "female" 
"NUM:period" , "how" , "long" , "would" 
"NUM:money" , "what" , "is" , "the" 
"NUM:count" , "how" , "many" , "spears" 
"LOC:other" , "where" , "did" , "george" 
"NUM:other" , "what" , "men" , "par" 
"NUM:perc" , "what" , "percentage" , "of" 
"NUM:money" , "dialing" , "to" , "have" 
"NUM:count" , "in" , "south" , "korea" 
"HUM:ind" , "who" , "portrayed" , "carl" 
"NUM:other" , "what" , "are" , "the" 
"HUM:ind" , "who" , "was" , "tiny" 
"HUM:ind" , "who" , "was" , "bonnie" 
"NUM:count" , "how" , "many" , "americans" 
"LOC:other" , "where" , "do" , "i" 
"HUM:ind" , "who" , "is" , "the" 
"LOC:country" , "which" , "latin" , "american" 
"LOC:other" , "what" , "was" , "the" 
"NUM:count" , "how" , "many" , "teats" 
"NUM:dist" , "how" , "tall" , "is" 
"HUM:ind" , "who" , "was" , "the" 
"LOC:country" , "what" , "country" , "buys" 
"LOC:country" , "what" , "country" , "is" 
"HUM:ind" , "which" , "of" , "the" 
"NUM:other" , "what" , "is" , "the" 
"LOC:other" , "where" , "is" , "the" 
"NUM:count" , "what" , "is" , "the" 
"HUM:ind" , "who" , "wrote" , "the" 
"NUM:other" , "what" , "number" , "is" 
"HUM:ind" , "cnn" , "is" , "owned" 
"LOC:country" , "what" , "country" , "offered" 
"HUM:ind" , "who" , "was" , "the" 
"HUM:ind" , "what" , "french" , "leader" 
"LOC:other" , "what" , "bay" , "sparkles" 
"NUM:count" , "how" , "many" , "miles" 
"LOC:other" , "what" , "famed" , "river" 
"HUM:ind" , "who" , "is" , "the" 
"HUM:ind" , "what" , "player" , "squats" 
"HUM:ind" , "what" , "the" , "most" 
"NUM:count" , "how" , "many" , "no" 
"NUM:money" , "what" , "is" , "the" 
"HUM:ind" , "who" , "wrote" , "the" 
"LOC:other" , "where" , "can" , "one" 
"HUM:ind" , "name" , "the" , "ranger" 
"HUM:ind" , "who" , "is" , "the" 
"HUM:ind" , "who" , "holds" , "the" 
"HUM:ind" , "which" , "of" , "the" 
"HUM:ind" , "who" , "invented" , "the" 
"NUM:count" , "how" , "many" , "four" 
"NUM:date" , "when" , "did" , "nixon" 
"HUM:ind" , "what" , "comedian" , "hit" 
"NUM:count" , "how" , "many" , "members" 
"LOC:other" , "what" , "erupts" , "every" 
"LOC:country" , "what" , "country" , "contains" 
"HUM:ind" , "what" , "are" , "arnold" 
"HUM:ind" , "who" , "retired" , "with" 
"LOC:other" , "what" , "constellation" , "represents" 
"HUM:ind" , "who" , "developed" , "potlatch" 
"NUM:period" , "how" , "long" , "did" 
"NUM:other" , "what" , "a" , "perfect" 
"NUM:period" , "at" , "what" , "age" 
"LOC:city" , "what" , "russian" , "seaport" 
"HUM:ind" , "name" , "the" , "two" 
"NUM:period" , "how" , "old" , "was" 
"LOC:mount" , "what" , "rocky" , "mountain" 
"HUM:ind" , "who" , "is" , "the" 
"HUM:ind" , "who" , "portrayed" , "the" 
"LOC:other" , "what" , "gate" , "opened" 
"HUM:ind" , "who" , "was" , "the" 
"NUM:count" , "how" , "many" , "calories" 
"HUM:ind" , "who" , "killed" , "kurt" 
"HUM:ind" , "who" , "created" , "the" 
"LOC:other" , "what" , "the" , "farthest" 
"NUM:volsize" , "how" , "big" , "is" 
"NUM:date" , "when" , "is" , "a" 
"HUM:ind" , "what" , "son" , "of" 
"HUM:ind" , "who" , "was" , "the" 
"HUM:ind" , "who" , "gave" , "abbie" 
"HUM:ind" , "what" , "actress" , "in" 
"HUM:ind" , "who" , "shot" , "billy" 
"HUM:ind" , "what" , "mormon" , "leader" 
"LOC:other" , "what" , "the" , "name" 
"NUM:count" , "how" , "many" , "people" 
"LOC:other" , "where" , "is" , "melbourne" 
"HUM:ind" , "with" , "whom" , "did" 
"LOC:country" , "what" , "country" , "was" 
"NUM:weight" , "what" , "is" , "the" 
"HUM:ind" , "what" , "pillar" , "of" 
"LOC:other" , "what" , "is" , "the" 
"HUM:ind" , "what" , "is" , "the" 
"HUM:ind" , "who" , "played" , "sally" 
"HUM:ind" , "what" , "mythical" , "figure" 
"NUM:money" , "how" , "much" , "is" 
"LOC:other" , "what" , "natural" , "attractions" 
"NUM:count" , "how" , "many" , "years" 
"NUM:period" , "how" , "long" , "does" 
"LOC:other" , "what" , "river" , "runs" 
"HUM:ind" , "what" , "famous" , "british" 
"LOC:country" , "what" , "country" , "was" 
"LOC:country" , "what" , "country" , "was" 
"HUM:ind" , "what" , "is" , "rona" 
"NUM:count" , "how" , "many" , "years" 
"HUM:ind" , "who" , "is" , "the" 
"HUM:ind" , "which" , "glamorous" , "actress" 
"NUM:period" , "how" , "old" , "is" 
"HUM:ind" , "what" , "president" , "hit" 
"LOC:city" , "what" , "north" , "american" 
"NUM:date" , "when" , "was" , "the" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "what" , "made" , "his" 
"LOC:state" , "what" , "state" , "has" 
"HUM:ind" , "what" , "baseball" , "great" 
"HUM:ind" , "who" , "baby" , "was" 
"LOC:other" , "where" , "is" , "mile" 
"LOC:city" , "what" , "city" , "contains" 
"HUM:ind" , "what" , "english" , "physician" 
"HUM:ind" , "who" , "did" , "arthur" 
"NUM:speed" , "how" , "fast" , "must" 
"HUM:ind" , "what" , "apostle" , "is" 
"NUM:count" , "how" , "many" , "rings" 
"LOC:other" , "which" , "one" , "of" 
"LOC:state" , "what" , "state" , "has" 
"HUM:ind" , "what" , "comic" , "strip" 
"LOC:country" , "what" , "nationality" , "is" 
"LOC:other" , "where" , "are" , "some" 
"NUM:count" , "how" , "many" , "israeli" 
"NUM:date" , "when" , "was" , "richard" 
"LOC:other" , "what" , "new" , "york" 
"LOC:other" , "where" , "is" , "the" 
"NUM:period" , "what" , "is" , "the" 
"HUM:ind" , "which" , "rockefeller" , "was" 
"NUM:date" , "when" , "is" , "the" 
"NUM:count" , "what" , "is" , "the" 
"HUM:ind" , "whom" , "did" , "friz" 
"HUM:ind" , "who" , "was" , "shakespeare" 
"LOC:mount" , "what" , "the" , "mountain" 
"LOC:country" , "what" , "country" , "was" 
"LOC:city" , "what" , "two" , "japanese" 
"HUM:ind" , "who" , "taught" , "matt" 
"LOC:other" , "where" , "did" , "wile" 
"NUM:dist" , "how" , "far" , "away" 
"HUM:ind" , "what" , "famous" , "film" 
"HUM:ind" , "who" , "famously" , "rode" 
"HUM:ind" , "who" , "commanded" , "the" 
"LOC:other" , "where" , "can" , "an" 
"LOC:country" , "what" , "countries" , "does" 
"NUM:date" , "when" , "did" , "amtrak" 
"NUM:count" , "how" , "many" , "bones" 
"NUM:count" , "how" , "many" , "chemical" 
"LOC:state" , "what" , "eastern" , "state" 
"LOC:country" , "what" , "are" , "the" 
"HUM:ind" , "who" , "led" , "the" 
"NUM:count" , "what" , "is" , "the" 
"NUM:period" , "what" , "is" , "the" 
"LOC:other" , "what" , "is" , "the" 
"HUM:ind" , "who" , "turned" , "all" 
"HUM:ind" , "who" , "plays" , "shortstop" 
"LOC:country" , "what" , "country" , "did" 
"HUM:ind" , "who" , "was" , "the" 
"NUM:count" , "how" , "many" , "dogs" 
"NUM:period" , "how" , "long" , "does" 
"LOC:country" , "what" , "two" , "countries" 
"HUM:ind" , "who" , "was" , "the" 
"NUM:date" , "on" , "which" , "dates" 
"HUM:ind" , "what" , "was" , "the" 
"HUM:ind" , "what" , "actress" , "autobiography" 
"NUM:count" , "how" , "many" , "colors" 
"HUM:ind" , "who" , "lived" , "on" 
"LOC:country" , "what" , "country" , "will" 
"HUM:ind" , "who" , "is" , "section" 
"HUM:ind" , "what" , "is" , "goldfinger" 
"LOC:other" , "what" , "square" , "is" 
"HUM:ind" , "which" , "of" , "the" 
"LOC:city" , "what" , "is" , "the" 
"NUM:count" , "how" , "many" , "pitchers" 
"NUM:money" , "what" , "is" , "the" 
"LOC:other" , "where" , "did" , "victor" 
"HUM:ind" , "who" , "should" , "i" 
"NUM:count" , "how" , "many" , "airline" 
"HUM:ind" , "what" , "general" , "died" 
"NUM:count" , "how" , "many" , "major" 
"LOC:state" , "what" , "state" , "did" 
"HUM:ind" , "what" , "was" , "the" 
"NUM:date" , "what" , "year" , "is" 
"LOC:country" , "what" , "country" , "royal" 
"HUM:ind" , "who" , "portrayed" , "fields" 
"NUM:money" , "how" , "much" , "money" 
"LOC:country" , "what" , "country" , "would" 
"NUM:date" , "what" , "month" , "third" 
"HUM:ind" , "who" , "built" , "the" 
"HUM:ind" , "who" , "was" , "hitler" 
"HUM:ind" , "who" , "was" , "the" 
"LOC:city" , "what" , "african" , "capital" 
"LOC:other" , "what" , "mediterranean" , "island" 
"LOC:other" , "where" , "can" , "you" 
"NUM:date" , "when" , "was" , "john" 
"LOC:other" , "what" , "building" , "built" 
"HUM:ind" , "who" , "was" , "the" 
"HUM:ind" , "who" , "is" , "reputed" 
"HUM:ind" , "what" , "future" , "soviet" 
"NUM:period" , "how" , "long" , "does" 
"LOC:city" , "what" , "city" , "skyline" 
"LOC:other" , "where" , "is" , "belize" 
"HUM:ind" , "who" , "sued" , "the" 
"HUM:ind" , "who" , "was" , "the" 
"HUM:ind" , "who" , "wrote" , "brave" 
"LOC:state" , "what" , "state" , "does" 
"NUM:count" , "how" , "many" , "people" 
"HUM:ind" , "who" , "wrote" , "unsafe" 
"NUM:count" , "how" , "many" , "islands" 
"LOC:state" , "what" , "state" , "boasts" 
"HUM:ind" , "what" , "british" , "commander" 
"HUM:ind" , "who" , "created" , "the" 
"HUM:ind" , "what" , "is" , "the" 
"HUM:ind" , "who" , "were" , "leaders" 
"HUM:ind" , "who" , "was" , "the" 
"LOC:country" , "what" , "southeast" , "asian" 
"LOC:city" , "what" , "italian" , "city" 
"NUM:count" , "how" , "many" , "states" 
"LOC:city" , "what" , "is" , "the" 
"NUM:perc" , "what" , "ratio" , "of" 
"NUM:count" , "how" , "many" , "cities" 
"NUM:count" , "how" , "many" , "visitors" 
"NUM:other" , "what" , "is" , "the" 
"LOC:other" , "what" , "is" , "the" 
"NUM:date" , "what" , "century" , "did" 
"NUM:count" , "how" , "many" , "spaces" 
"NUM:date" , "in" , "what" , "year" 
"NUM:weight" , "what" , "is" , "the" 
"NUM:weight" , "what" , "is" , "the" 
"LOC:other" , "on" , "what" , "avenue" 
"LOC:other" , "where" , "does" , "the" 
"LOC:other" , "where" , "was" , "the" 
"NUM:dist" , "how" , "far" , "is" 
"HUM:ind" , "what" , "is" , "the" 
"HUM:ind" , "who" , "is" , "the" 
"NUM:count" , "how" , "many" , "bytes" 
"HUM:ind" , "who" , "sang" , "the" 
"NUM:weight" , "approximately" , "how" , "much" 
"LOC:country" , "what" , "country" , "flag" 
"HUM:ind" , "who" , "was" , "the" 
"HUM:ind" , "name" , "dondi" , "adoptive" 
"NUM:date" , "when" , "was" , "the" 
"NUM:count" , "how" , "much" , "folic" 
"NUM:date" , "what" , "year" , "was" 
"NUM:count" , "how" , "many" , "colonies" 
"NUM:count" , "how" , "many" , "states" 
"HUM:ind" , "whose" , "biography" , "by" 
"HUM:ind" , "in" , "the" , "movie" 
"NUM:period" , "how" , "old" , "is" 
"LOC:other" , "where" , "can" , "i" 
"LOC:country" , "what" , "country" , "borders" 
"LOC:other" , "what" , "river" , "runs" 
"HUM:ind" , "who" , "was" , "the" 
"HUM:ind" , "what" , "doctor" , "is" 
"NUM:other" , "what" , "are" , "the" 
"HUM:ind" , "who" , "founded" , "the" 
"NUM:count" , "how" , "many" , "zeros" 
"NUM:other" , "what" , "are" , "the" 
"HUM:ind" , "what" , "american" , "general" 
"NUM:other" , "what" , "the" , "score" 
"LOC:other" , "where" , "does" , "tuberculosis" 
"HUM:ind" , "who" , "invented" , "the" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "what" , "senator" , "once" 
"HUM:ind" , "what" , "is" , "li" 
"NUM:count" , "how" , "many" , "liberty" 
"LOC:country" , "what" , "two" , "countries" 
"LOC:country" , "jackson" , "pollock" , "is" 
"HUM:ind" , "what" , "architect" , "originated" 
"NUM:count" , "how" , "many" , "russians" 
"NUM:date" , "when" , "was" , "franklin" 
"LOC:other" , "where" , "on" , "the" 
"LOC:country" , "what" , "was" , "the" 
"HUM:ind" , "who" , "shared" , "a" 
"LOC:other" , "what" , "prison" , "is" 
"LOC:country" , "what" , "country" , "has" 
"HUM:ind" , "who" , "is" , "the" 
"HUM:ind" , "what" , "hall" , "of" 
"LOC:other" , "what" , "is" , "the" 
"LOC:other" , "what" , "river" , "is" 
"LOC:other" , "where" , "is" , "natchitoches" 
"HUM:ind" , "what" , "is" , "the" 
"LOC:city" , "what" , "the" , "capital" 
"NUM:money" , "what" , "is" , "the" 
"HUM:ind" , "what" , "was" , "the" 
"NUM:money" , "what" , "will" , "the" 
"LOC:city" , "what" , "city" , "is" 
"HUM:ind" , "who" , "directed" , "the" 
"HUM:ind" , "what" , "two" , "historical" 
"LOC:other" , "where" , "in" , "the" 
"LOC:country" , "what" , "country" , "in" 
"NUM:money" , "what" , "is" , "the" 
"NUM:money" , "what" , "was" , "the" 
"NUM:count" , "how" , "many" , "people" 
"NUM:date" , "what" , "year" , "was" 
"HUM:ind" , "name" , "of" , "heroine" 
"NUM:count" , "how" , "many" , "movies" 
"HUM:ind" , "what" , "tv" , "character" 
"LOC:other" , "what" , "is" , "the" 
"HUM:ind" , "what" , "baseball" , "player" 
"HUM:ind" , "who" , "killed" , "lee" 
"HUM:ind" , "who" , "invented" , "the" 
"NUM:dist" , "how" , "wide" , "is" 
"HUM:ind" , "who" , "wrote" , "the" 
"HUM:ind" , "what" , "singer" , "theme" 
"NUM:count" , "how" , "many" , "meters" 
"NUM:count" , "about" , "how" , "many" 
"HUM:ind" , "who" , "is" , "rocky" 
"HUM:ind" , "who" , "thought" , "he" 
"HUM:ind" , "who" , "created" , "the" 
"LOC:other" , "what" , "celestial" , "body" 
"HUM:ind" , "name" , "one" , "of" 
"LOC:country" , "what" , "country" , "borders" 
"HUM:ind" , "what" , "two" , "us" 
"LOC:other" , "where" , "do" , "you" 
"NUM:count" , "how" , "many" , "neurons" 
"LOC:city" , "what" , "city" , "is" 
"LOC:city" , "what" , "city" , "was" 
"LOC:other" , "what" , "london" , "museum" 
"LOC:city" , "what" , "city" , "is" 
"NUM:count" , "how" , "many" , "lakes" 
"HUM:ind" , "who" , "else" , "was" 
"NUM:period" , "how" , "long" , "does" 
"NUM:weight" , "how" , "many" , "pounds" 
"NUM:other" , "what" , "amount" , "of" 
"HUM:ind" , "who" , "was" , "the" 
"NUM:count" , "how" , "many" , "miles" 
"NUM:count" , "how" , "many" , "chairs" 
"LOC:state" , "what" , "state" , "on" 
"LOC:other" , "where" , "can" , "i" 
"HUM:ind" , "who" , "is" , "the" 
"HUM:ind" , "who" , "is" , "the" 
"NUM:perc" , "what" , "are" , "the" 
"LOC:other" , "where" , "is" , "the" 
"LOC:other" , "where" , "are" , "the" 
"HUM:ind" , "who" , "wrote" , "the" 
"LOC:country" , "what" , "country" , "did" 
"LOC:other" , "what" , "are" , "some" 
"HUM:ind" , "who" , "is" , "the" 
"NUM:date" , "what" , "month" , "did" 
"HUM:ind" , "who" , "are" , "the" 
"HUM:ind" , "who" , "played" , "al" 
"LOC:other" , "where" , "were" , "the" 
"LOC:other" , "where" , "is" , "los" 
"LOC:country" , "name" , "the" , "country" 
"LOC:state" , "what" , "state" , "are" 
"LOC:city" , "what" , "are" , "the" 
"HUM:ind" , "what" , "tv" , "detective" 
"LOC:other" , "where" , "can" , "i" 
"LOC:state" , "what" , "state" , "does" 
"HUM:ind" , "in" , "the" , "past" 
"HUM:ind" , "who" , "played" , "emperor" 
"LOC:other" , "what" , "the" , "name" 
"LOC:other" , "where" , "is" , "the" 
"NUM:date" , "when" , "was" , "the" 
"HUM:ind" , "whose" , "husbands" , "have" 
"HUM:ind" , "who" , "is" , "king" 
"NUM:count" , "how" , "much" , "of" 
"NUM:perc" , "what" , "percentage" , "of" 
"NUM:date" , "what" , "date" , "is" 
"NUM:count" , "how" , "many" , "inches" 
"NUM:count" , "how" , "many" , "stradivarius" 
"HUM:ind" , "who" , "invented" , "the" 
"LOC:other" , "what" , "was" , "einstein" 
"NUM:date" , "what" , "century" , "the" 
"HUM:ind" , "who" , "wrote" , "the" 
"NUM:money" , "what" , "debts" , "did" 
"HUM:ind" , "which" , "president" , "is" 
"LOC:other" , "where" , "are" , "the" 
"LOC:other" , "where" , "did" , "ty" 
"NUM:money" , "what" , "is" , "the" 
"NUM:count" , "how" , "many" , "types" 
"NUM:count" , "how" , "many" , "eyes" 
"NUM:count" , "how" , "many" , "websites" 
"NUM:count" , "how" , "many" , "points" 
"LOC:other" , "what" , "general" , "direction" 
"HUM:ind" , "the" , "lawyer" , "who" 
"LOC:mount" , "what" , "is" , "new" 
"HUM:ind" , "who" , "was" , "the" 
"NUM:date" , "what" , "year" , "did" 
"NUM:count" , "how" , "many" , "verses" 
"HUM:ind" , "what" , "robust" , "president" 
"LOC:country" , "in" , "what" , "nation" 
"LOC:country" , "name" , "a" , "country" 
"NUM:code" , "what" , "seven" , "digits" 
"HUM:ind" , "what" , "was" , "the" 
"LOC:other" , "where" , "is" , "the" 
"HUM:ind" , "who" , "held" , "the" 
"NUM:perc" , "independent" , "silversmith" , "account" 
"LOC:other" , "in" , "what" , "part" 
"HUM:ind" , "who" , "are" , "woody" 
"HUM:ind" , "who" , "created" , "maudie" 
"HUM:ind" , "who" , "was" , "the" 
"NUM:money" , "what" , "is" , "the" 
"LOC:other" , "what" , "waterways" , "is" 
"HUM:ind" , "who" , "liberated" , "century" 
"LOC:other" , "on" , "what" , "river" 
"NUM:count" , "what" , "the" , "maximum" 
"LOC:country" , "what" , "country" , "is" 
"LOC:other" , "where" , "are" , "the" 
"NUM:count" , "what" , "is" , "the" 
"LOC:city" , "what" , "city" , "does" 
"NUM:count" , "what" , "is" , "the" 
"HUM:ind" , "what" , "actor" , "has" 
"NUM:count" , "how" , "many" , "dollars" 
"HUM:ind" , "who" , "appointed" , "the" 
"LOC:other" , "where" , "can" , "i" 
"LOC:city" , "what" , "are" , "the" 
"HUM:ind" , "what" , "english" , "queen" 
"LOC:other" , "what" , "river" , "runs" 
"NUM:date" , "when" , "did" , "mount" 
"NUM:date" , "when" , "was" , "child" 
"NUM:count" , "how" , "many" , "permutations" 
"NUM:date" , "what" , "time" , "of" 
"LOC:other" , "what" , "the" , "longest" 
"HUM:ind" , "what" , "tennis" , "player" 
"HUM:ind" , "what" , "abstract" , "painter" 
"NUM:count" , "how" , "many" , "furlongs" 
"NUM:count" , "how" , "many" , "millimeters" 
"NUM:volsize" , "how" , "big" , "is" 
"NUM:count" , "what" , "was" , "the" 
"LOC:mount" , "what" , "mountain" , "range" 
"HUM:ind" , "who" , "founded" , "the" 
"NUM:count" , "how" , "many" , "people" 
"HUM:ind" , "who" , "the" , "king" 
"HUM:ind" , "what" , "bestselling" , "modern" 
"HUM:ind" , "what" , "south" , "vietnamese" 
"NUM:period" , "how" , "old" , "is" 
"NUM:date" , "when" , "was" , "the" 
"NUM:count" , "how" , "many" , "tenths" 
"NUM:perc" , "what" , "is" , "the" 
"HUM:ind" , "who" , "won" , "the" 
"HUM:ind" , "who" , "spoke" , "the" 
"HUM:ind" , "what" , "was" , "thatcher" 
"HUM:ind" , "who" , "was" , "the" 
"HUM:ind" , "who" , "wrote" , "dubliners" 
"NUM:period" , "what" , "is" , "the" 
"HUM:ind" , "who" , "is" , "malaysia" 
"HUM:ind" , "who" , "founded" , "the" 
"NUM:money" , "what" , "is" , "the" 
"HUM:ind" , "who" , "said" , "give" 
"LOC:other" , "what" , "is" , "the" 
"NUM:money" , "by" , "how" , "much" 
"HUM:ind" , "name" , "of" , "the" 
"NUM:dist" , "how" , "long" , "is" 
"LOC:other" , "what" , "is" , "the" 
"NUM:money" , "what" , "was" , "joe" 
"LOC:other" , "where" , "is" , "rider" 
"LOC:other" , "where" , "was" , "chop" 
"LOC:other" , "where" , "does" , "dew" 
"NUM:period" , "how" , "old" , "was" 
"LOC:other" , "what" , "landmark" , "italian" 
"NUM:count" , "how" , "many" , "points" 
"LOC:other" , "what" , "are" , "some" 
"LOC:country" , "what" , "nationality" , "is" 
"NUM:other" , "what" , "is" , "the" 
"HUM:ind" , "who" , "invented" , "the" 
"HUM:ind" , "what" , "is" , "the" 
"HUM:ind" , "whose" , "acceptance" , "speech" 
"NUM:count" , "how" , "much" , "coca" 
"LOC:other" , "where" , "did" , "the" 
"LOC:other" , "what" , "island" , "group" 
"HUM:ind" , "who" , "declared" , "i" 
"NUM:count" , "how" , "many" , "companies" 
"LOC:country" , "what" , "the" , "only" 
"NUM:date" , "what" , "is" , "judy" 
"HUM:ind" , "which" , "former" , "ku" 
"NUM:dist" , "what" , "is" , "the" 
"LOC:country" , "what" , "country" , "has" 
"HUM:ind" , "who" , "was" , "the" 
"LOC:city" , "what" , "city" , "does" 
"LOC:other" , "where" , "did" , "woodstock" 
"NUM:period" , "what" , "is" , "the" 
"LOC:country" , "what" , "are" , "the" 
"HUM:ind" , "what" , "new" , "orleans" 
"LOC:other" , "where" , "can" , "one" 
"NUM:count" , "how" , "much" , "caffeine" 
"HUM:ind" , "what" , "was" , "the" 
"NUM:volsize" , "how" , "big" , "is" 
"LOC:country" , "what" , "countries" , "have" 
"HUM:ind" , "who" , "makes" , "chicken" 
"HUM:ind" , "what" , "director" , "portrayed" 
"HUM:ind" , "what" , "are" , "the" 
"HUM:ind" , "who" , "accompanied" , "space" 
"HUM:ind" , "what" , "world" , "war" 
"HUM:ind" , "who" , "was" , "israel" 
