@relation answerExp5
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FourthWord STRING
@data
"LOC:other" , "what" , "the" , "nearest" , "star" 
"LOC:other" , "where" , "is" , "inoco" , "based" 
"NUM:count" , "what" , "was" , "the" , "number" 
"NUM:count" , "how" , "many" , "stations" , "do" 
"HUM:ind" , "who" , "was" , "the" , "russian" 
"HUM:ind" , "who" , "holds" , "the" , "nfl" 
"NUM:period" , "what" , "is" , "the" , "average" 
"LOC:other" , "what" , "planet" , "would" , "you" 
"HUM:ind" , "who" , "wrote" , "the" , "pines" 
"LOC:other" , "where" , "is" , "the" , "valley" 
"LOC:other" , "where" , "did" , "the" , "sport" 
"HUM:ind" , "who" , "played" , "for" , "the" 
"LOC:other" , "where" , "are" , "the" , "union" 
"LOC:other" , "where" , "does" , "the" , "weird" 
"NUM:count" , "how" , "many" , "children" , "does" 
"NUM:count" , "how" , "many" , "years" , "did" 
"NUM:count" , "how" , "much" , "salt" , "is" 
"HUM:ind" , "who" , "leads" , "the" , "star" 
"HUM:ind" , "who" , "won" , "world" , "war" 
"LOC:other" , "where" , "does" , "the" , "get" 
"LOC:country" , "what" , "country" , "after" , "canada" 
"HUM:ind" , "who" , "was" , "garrett" , "morgan" 
"HUM:ind" , "what" , "was" , "the" , "name" 
"NUM:count" , "how" , "many" , "stars" , "are" 
"NUM:count" , "how" , "many" , "wings" , "does" 
"LOC:country" , "what" , "country" , "has" , "been" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:other" , "what" , "is" , "the" , "population" 
"LOC:state" , "what" , "state" , "has" , "the" 
"NUM:dist" , "how" , "long" , "is" , "camptown" 
"HUM:ind" , "name" , "the" , "two" , "blob" 
"LOC:other" , "where" , "did" , "luther" , "display" 
"LOC:other" , "what" , "river" , "is" , "pocahontas" 
"NUM:count" , "how" , "many" , "miles" , "is" 
"LOC:other" , "where" , "is" , "dartmouth" , "college" 
"HUM:ind" , "what" , "tv" , "talk" , "show" 
"HUM:ind" , "what" , "one" , "of" , "the" 
"NUM:count" , "how" , "many" , "people" , "was" 
"LOC:other" , "what" , "river" , "flows" , "through" 
"HUM:ind" , "what" , "civil" , "war" , "general" 
"HUM:ind" , "who" , "was" , "the" , "conservationist" 
"LOC:other" , "which" , "area" , "produces" , "the" 
"HUM:ind" , "what" , "suburban" , "housewife" , "and" 
"NUM:date" , "on" , "which" , "date" , "is" 
"LOC:city" , "what" , "is" , "the" , "largest" 
"NUM:weight" , "what" , "is" , "the" , "average" 
"LOC:other" , "what" , "are" , "britain" , "two" 
"LOC:country" , "what" , "country" , "covers" , "square" 
"HUM:ind" , "name" , "a" , "canine" , "cartoon" 
"LOC:state" , "in" , "which" , "state" , "are" 
"LOC:other" , "what" , "is" , "the" , "oldest" 
"LOC:other" , "where" , "have" , "the" , "most" 
"LOC:other" , "what" , "island" , "has" , "a" 
"NUM:money" , "how" , "much" , "is" , "clara" 
"NUM:date" , "what" , "was" , "the" , "date" 
"NUM:other" , "what" , "is" , "the" , "stock" 
"NUM:date" , "when" , "was" , "calypso" , "music" 
"LOC:other" , "what" , "caribbean" , "island" , "is" 
"NUM:period" , "how" , "old" , "is" , "bernadette" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:date" , "what" , "is" , "dick" , "clark" 
"NUM:date" , "when" , "did" , "hitler" , "come" 
"NUM:date" , "when" , "did" , "gothic" , "art" 
"HUM:ind" , "which" , "two" , "inventors" , "invented" 
"NUM:date" , "what" , "day" , "of" , "the" 
"HUM:ind" , "whose" , "image" , "is" , "alleged" 
"HUM:ind" , "what" , "general" , "was" , "for" 
"HUM:ind" , "who" , "said" , "the" , "victor" 
"NUM:count" , "approximately" , "how" , "many" , "students" 
"LOC:state" , "what" , "is" , "the" , "fastest" 
"NUM:count" , "how" , "many" , "american" , "soldiers" 
"LOC:other" , "where" , "does" , "the" , "opera" 
"HUM:ind" , "saddam" , "hussein" , "was" , "compared" 
"NUM:date" , "what" , "year" , "was" , "the" 
"NUM:date" , "in" , "what" , "year" , "did" 
"HUM:ind" , "who" , "wrote" , "the" , "book" 
"LOC:other" , "where" , "can" , "i" , "learn" 
"HUM:ind" , "what" , "jockey" , "won" , "triple" 
"LOC:state" , "what" , "state" , "biggest" , "lake" 
"HUM:ind" , "who" , "seized" , "power" , "from" 
"LOC:state" , "what" , "state" , "is" , "niagara" 
"NUM:temp" , "how" , "hot" , "does" , "the" 
"LOC:other" , "where" , "is" , "the" , "orange" 
"LOC:city" , "what" , "scandinavian" , "capital" , "is" 
"HUM:ind" , "what" , "actor" , "is" , "the" 
"LOC:other" , "where" , "is" , "the" , "smithsonian" 
"NUM:volsize" , "what" , "is" , "the" , "size" 
"NUM:date" , "what" , "date" , "is" , "richard" 
"HUM:ind" , "what" , "little" , "boy" , "and" 
"NUM:perc" , "what" , "percent" , "of" , "world" 
"NUM:date" , "cnn" , "first" , "broadcast" , "occurred" 
"NUM:count" , "how" , "many" , "grooves" , "are" 
"HUM:ind" , "what" , "was" , "marilyn" , "monroe" 
"NUM:other" , "what" , "number" , "of" , "american" 
"HUM:ind" , "what" , "father" , "and" , "son" 
"NUM:count" , "how" , "many" , "consecutive" , "baseball" 
"NUM:count" , "how" , "many" , "different" , "types" 
"HUM:ind" , "who" , "is" , "the" , "prophet" 
"NUM:date" , "what" , "year" , "did" , "spielberg" 
"HUM:ind" , "what" , "is" , "the" , "name" 
"LOC:other" , "what" , "do" , "most" , "tourists" 
"LOC:city" , "what" , "united" , "states" , "city" 
"NUM:perc" , "what" , "the" , "percentage" , "of" 
"LOC:country" , "what" , "was" , "the" , "only" 
"LOC:other" , "in" , "what" , "part" , "of" 
"HUM:ind" , "whose" , "funeral" , "train" , "traveled" 
"HUM:ind" , "what" , "the" , "identity" , "of" 
"HUM:ind" , "what" , "is" , "her" , "husband" 
"HUM:ind" , "which" , "of" , "the" , "following" 
"HUM:ind" , "what" , "dynasty" , "star" , "made" 
"LOC:other" , "where" , "is" , "poe" , "birthplace" 
"HUM:ind" , "what" , "actress" , "holds" , "the" 
"HUM:ind" , "what" , "president" , "had" , "in" 
"HUM:ind" , "who" , "is" , "the" , "queen" 
"LOC:other" , "where" , "can" , "i" , "find" 
"HUM:ind" , "what" , "actor" , "learned" , "to" 
"HUM:ind" , "who" , "says" , "if" , "you" 
"HUM:ind" , "who" , "was" , "secretary" , "of" 
"NUM:money" , "how" , "much" , "money" , "does" 
"LOC:other" , "where" , "the" , "gum" , "department" 
"LOC:state" , "what" , "state" , "was" , "named" 
"NUM:date" , "what" , "year" , "was" , "the" 
"LOC:state" , "what" , "are" , "all" , "the" 
"HUM:ind" , "what" , "attorneys" , "work" , "for" 
"NUM:date" , "what" , "is" , "dick" , "clark" 
"NUM:count" , "how" , "many" , "equal" , "sides" 
"LOC:other" , "where" , "did" , "bill" , "gates" 
"LOC:other" , "what" , "constellation" , "is" , "known" 
"NUM:date" , "in" , "which" , "year" , "was" 
"LOC:other" , "where" , "can" , "i" , "find" 
"LOC:state" , "what" , "state" , "is" , "mount" 
"HUM:ind" , "which" , "classical" , "spanish" , "writer" 
"NUM:other" , "how" , "large" , "is" , "missouri" 
"NUM:date" , "when" , "was" , "the" , "internal" 
"HUM:ind" , "who" , "painted" , "soft" , "with" 
"LOC:other" , "where" , "is" , "kings" , "canyon" 
"NUM:date" , "what" , "time" , "does" , "wee" 
"NUM:ord" , "what" , "chapter" , "of" , "gone" 
"NUM:money" , "what" , "amount" , "of" , "money" 
"LOC:country" , "what" , "asian" , "country" , "once" 
"NUM:count" , "how" , "many" , "varieties" , "of" 
"HUM:ind" , "who" , "won" , "the" , "most" 
"NUM:period" , "what" , "is" , "the" , "average" 
"LOC:city" , "what" , "city" , "is" , "near" 
"HUM:ind" , "what" , "once" , "declared" , "if" 
"HUM:ind" , "who" , "wrote" , "the" , "red" 
"LOC:other" , "where" , "did" , "the" , "inuits" 
"HUM:ind" , "what" , "british" , "monarch" , "lap" 
"HUM:ind" , "who" , "invented" , "the" , "road" 
"HUM:ind" , "which" , "of" , "the" , "following" 
"LOC:other" , "what" , "former" , "royal" , "palace" 
"LOC:other" , "where" , "was" , "i" , "have" 
"HUM:ind" , "what" , "president" , "ghost" , "is" 
"HUM:ind" , "what" , "are" , "the" , "names" 
"NUM:count" , "how" , "many" , "url" , "extensions" 
"LOC:other" , "where" , "did" , "the" , "wright" 
"HUM:ind" , "who" , "won" , "the" , "battle" 
"HUM:ind" , "name" , "the" , "two" , "youngsters" 
"HUM:ind" , "who" , "was" , "the" , "captain" 
"LOC:city" , "what" , "is" , "the" , "snowiest" 
"NUM:other" , "what" , "is" , "the" , "chemical" 
"HUM:ind" , "the" , "name" , "of" , "the" 
"HUM:ind" , "what" , "actor" , "came" , "to" 
"HUM:ind" , "what" , "engineer" , "invented" , "the" 
"LOC:city" , "what" , "south" , "american" , "capital" 
"LOC:other" , "name" , "a" , "civil" , "war" 
"NUM:date" , "when" , "do" , "you" , "plant" 
"NUM:count" , "how" , "many" , "counties" , "are" 
"HUM:ind" , "who" , "was" , "the" , "first" 
"HUM:ind" , "who" , "was" , "the" , "first" 
"LOC:other" , "what" , "famed" , "strip" , "of" 
"NUM:money" , "what" , "is" , "the" , "exchange" 
"NUM:other" , "what" , "is" , "the" , "protection" 
"LOC:other" , "which" , "continent" , "has" , "the" 
"NUM:count" , "how" , "many" , "corners" , "does" 
"HUM:ind" , "what" , "tv" , "character" , "was" 
"LOC:mount" , "what" , "are" , "the" , "four" 
"NUM:dist" , "how" , "far" , "can" , "you" 
"LOC:other" , "where" , "in" , "the" , "bible" 
"LOC:country" , "what" , "country" , "boasts" , "the" 
"NUM:date" , "when" , "did" , "nostradamus" , "believe" 
"LOC:country" , "what" , "country" , "was" , "brian" 
"HUM:ind" , "who" , "asked" , "the" , "musical" 
"HUM:ind" , "who" , "wrote" , "poems" , "are" 
"LOC:other" , "where" , "did" , "the" , "annual" 
"HUM:ind" , "who" , "played" , "the" , "part" 
"NUM:date" , "when" , "was" , "london" , "docklands" 
"HUM:ind" , "who" , "invented" , "the" , "wonderbra" 
"LOC:city" , "what" , "state" , "capital" , "comes" 
"NUM:period" , "how" , "long" , "did" , "the" 
"NUM:period" , "how" , "long" , "does" , "it" 
"HUM:ind" , "who" , "owns" , "the" , "louis" 
"LOC:other" , "where" , "is" , "former" , "pro" 
"LOC:other" , "what" , "is" , "the" , "geographical" 
"NUM:date" , "when" , "do" , "mormons" , "believe" 
"NUM:date" , "in" , "what" , "year" , "was" 
"NUM:money" , "what" , "is" , "average" , "salary" 
"NUM:period" , "on" , "average" , "how" , "long" 
"NUM:period" , "how" , "long" , "do" , "cardinal" 
"HUM:ind" , "what" , "texas" , "surgeon" , "performed" 
"LOC:country" , "what" , "country" , "has" , "the" 
"LOC:other" , "what" , "is" , "the" , "address" 
"HUM:ind" , "who" , "made" , "the" , "most" 
"NUM:count" , "how" , "many" , "of" , "every" 
"HUM:ind" , "what" , "marvelous" , "baseball" , "player" 
"HUM:ind" , "who" , "said" , "the" , "only" 
"LOC:other" , "where" , "is" , "romania" , "located" 
"NUM:count" , "how" , "many" , "films" , "are" 
"NUM:count" , "how" , "many" , "small" , "businesses" 
"NUM:period" , "what" , "age" , "is" , "benny" 
"LOC:city" , "what" , "city" , "did" , "the" 
"LOC:country" , "what" , "two" , "countries" , "are" 
"LOC:state" , "mississippi" , "has" , "what" , "name" 
"LOC:city" , "what" , "city" , "was" , "named" 
"NUM:count" , "how" , "many" , "megawatts" , "will" 
"HUM:ind" , "who" , "is" , "the" , "sexiest" 
"NUM:date" , "what" , "day" , "is" , "known" 
"LOC:other" , "where" , "can" , "i" , "get" 
"HUM:ind" , "who" , "was" , "the" , "supreme" 
"HUM:ind" , "who" , "played" , "the" , "most" 
"HUM:ind" , "what" , "tv" , "character" , "said" 
"HUM:ind" , "what" , "is" , "the" , "name" 
"HUM:ind" , "what" , "chilean" , "president" , "was" 
"NUM:other" , "what" , "was" , "einstein" , "iq" 
"HUM:ind" , "name" , "the" , "first" , "russian" 
"HUM:ind" , "what" , "are" , "the" , "first" 
"NUM:count" , "how" , "many" , "real" , "fruit" 
"LOC:other" , "what" , "is" , "the" , "principal" 
"LOC:other" , "what" , "lake" , "is" , "the" 
"NUM:weight" , "how" , "much" , "does" , "a" 
"NUM:count" , "how" , "many" , "points" , "are" 
"NUM:count" , "how" , "many" , "frames" , "does" 
"NUM:date" , "when" , "did" , "theo" , "rousseau" 
"NUM:count" , "how" , "many" , "people" , "have" 
"HUM:ind" , "what" , "president" , "was" , "meant" 
"LOC:other" , "what" , "are" , "all" , "the" 
"HUM:ind" , "who" , "won" , "the" , "superbowl" 
"NUM:date" , "in" , "what" , "year" , "was" 
"NUM:period" , "what" , "is" , "the" , "time" 
"HUM:ind" , "what" , "hungarian" , "cardinal" , "was" 
"NUM:count" , "how" , "many" , "pairs" , "of" 
"LOC:country" , "what" , "the" , "country" , "in" 
"NUM:date" , "the" , "film" , "jaws" , "was" 
"HUM:ind" , "who" , "directed" , "citizen" , "kane" 
"HUM:ind" , "what" , "is" , "the" , "nickname" 
"HUM:ind" , "whose" , "special" , "bear" , "creator" 
"LOC:country" , "in" , "what" , "country" , "is" 
"LOC:city" , "what" , "is" , "the" , "capital" 
"HUM:ind" , "what" , "italian" , "leader" , "had" 
"LOC:city" , "what" , "city" , "in" , "florida" 
"HUM:ind" , "who" , "said" , "what" , "contemptible" 
"HUM:ind" , "what" , "president" , "kissed" , "the" 
"LOC:other" , "where" , "does" , "the" , "tennis" 
"LOC:other" , "what" , "continent" , "pushes" , "up" 
"HUM:ind" , "what" , "was" , "al" , "capone" 
"HUM:ind" , "who" , "was" , "the" , "author" 
"LOC:city" , "what" , "is" , "the" , "largest" 
"LOC:other" , "what" , "park" , "contains" , "firehole" 
"LOC:other" , "what" , "the" , "largest" , "island" 
"LOC:state" , "what" , "new" , "england" , "state" 
"LOC:other" , "in" , "what" , "county" , "is" 
"NUM:money" , "how" , "much" , "does" , "it" 
"NUM:period" , "how" , "long" , "do" , "hermit" 
"LOC:city" , "what" , "city" , "hosted" , "the" 
"NUM:date" , "what" , "month" , "were" , "you" 
"HUM:ind" , "who" , "is" , "behind" , "the" 
"NUM:money" , "how" , "much" , "money" , "can" 
"LOC:country" , "what" , "desert" , "country" , "borders" 
"HUM:ind" , "what" , "american" , "actress" , "was" 
"NUM:date" , "what" , "date" , "did" , "man" 
"LOC:other" , "where" , "are" , "the" , "headquarters" 
"NUM:count" , "how" , "many" , "web" , "servers" 
"NUM:count" , "how" , "many" , "trees" , "go" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:dist" , "how" , "far" , "out" , "is" 
"LOC:other" , "where" , "did" , "the" , "mayan" 
"LOC:other" , "where" , "was" , "poe" , "born" 
"NUM:count" , "how" , "many" , "warmup" , "pitches" 
"LOC:other" , "where" , "did" , "dylan" , "thomas" 
"NUM:count" , "how" , "many" , "fig" , "newtons" 
"HUM:ind" , "who" , "is" , "the" , "premier" 
"HUM:ind" , "what" , "comedian" , "observed" , "you" 
"NUM:count" , "how" , "many" , "bones" , "are" 
"HUM:ind" , "who" , "was" , "the" , "president" 
"HUM:ind" , "whose" , "kidnaping" , "was" , "termed" 
"LOC:other" , "what" , "was" , "the" , "tallest" 
"HUM:ind" , "what" , "buxom" , "blonde" , "appeared" 
"NUM:dist" , "how" , "far" , "is" , "it" 
"LOC:city" , "what" , "new" , "hampshire" , "hamlet" 
"NUM:count" , "how" , "many" , "people" , "watch" 
"HUM:ind" , "who" , "first" , "broke" , "the" 
"NUM:count" , "how" , "many" , "horses" , "are" 
"LOC:other" , "where" , "do" , "the" , "grimace" 
"NUM:period" , "how" , "long" , "does" , "it" 
"HUM:ind" , "what" , "role" , "do" , "fruits" 
"LOC:other" , "where" , "is" , "the" , "world" 
"HUM:ind" , "what" , "pulitzer" , "novelist" , "ran" 
"NUM:count" , "how" , "many" , "times" , "can" 
"NUM:count" , "how" , "many" , "seats" , "does" 
"NUM:count" , "how" , "many" , "cards" , "are" 
"NUM:date" , "what" , "time" , "of" , "year" 
"HUM:ind" , "who" , "was" , "scrooge" , "dead" 
"NUM:date" , "when" , "is" , "the" , "thai" 
"HUM:ind" , "who" , "recorded" , "the" , "hit" 
"HUM:ind" , "who" , "is" , "mia" , "farrow" 
"NUM:dist" , "how" , "far" , "can" , "a" 
"NUM:date" , "what" , "time" , "of" , "year" 
"NUM:date" , "when" , "was" , "the" , "group" 
"HUM:ind" , "what" , "baseball" , "player" , "was" 
"HUM:ind" , "what" , "famous" , "male" , "vocalist" 
"NUM:date" , "when" , "did" , "they" , "canonize" 
"HUM:ind" , "who" , "was" , "the" , "only" 
"NUM:perc" , "what" , "percentage" , "of" , "all" 
"HUM:ind" , "what" , "labor" , "leader" , "was" 
"NUM:date" , "when" , "did" , "the" , "carolingian" 
"HUM:ind" , "who" , "reports" , "the" , "weather" 
"NUM:count" , "how" , "many" , "emperors" , "were" 
"HUM:ind" , "what" , "was" , "the" , "name" 
"HUM:ind" , "who" , "sent" , "the" , "brief" 
"HUM:ind" , "what" , "air" , "force" , "general" 
"HUM:ind" , "what" , "said" , "some" , "newspapers" 
"HUM:ind" , "what" , "was" , "the" , "name" 
"NUM:date" , "on" , "what" , "day" , "were" 
"HUM:ind" , "who" , "won" , "a" , "pulitzer" 
"LOC:other" , "where" , "is" , "your" , "corpus" 
"HUM:ind" , "who" , "portrayed" , "sherlock" , "holmes" 
"LOC:other" , "when" , "superman" , "needs" , "to" 
"NUM:period" , "how" , "old" , "is" , "singer" 
"HUM:ind" , "what" , "is" , "the" , "name" 
"HUM:ind" , "who" , "claimed" , "to" , "be" 
"LOC:other" , "where" , "can" , "i" , "get" 
"NUM:date" , "when" , "did" , "spain" , "and" 
"NUM:count" , "how" , "many" , "grooves" , "are" 
"LOC:other" , "what" , "canal" , "does" , "the" 
"HUM:ind" , "what" , "american" , "won" , "the" 
"NUM:perc" , "what" , "are" , "the" , "chances" 
"LOC:other" , "where" , "can" , "i" , "find" 
"HUM:ind" , "name" , "a" , "female" , "figure" 
"NUM:period" , "how" , "long" , "would" , "it" 
"NUM:money" , "what" , "is" , "the" , "average" 
"NUM:count" , "how" , "many" , "spears" , "are" 
"LOC:other" , "where" , "did" , "george" , "of" 
"NUM:other" , "what" , "men" , "par" , "on" 
"NUM:perc" , "what" , "percentage" , "of" , "american" 
"NUM:money" , "dialing" , "to" , "have" , "a" 
"NUM:count" , "in" , "south" , "korea" , "how" 
"HUM:ind" , "who" , "portrayed" , "carl" , "bernstein" 
"NUM:other" , "what" , "are" , "the" , "numbers" 
"HUM:ind" , "who" , "was" , "tiny" , "tim" 
"HUM:ind" , "who" , "was" , "bonnie" , "blue" 
"NUM:count" , "how" , "many" , "americans" , "have" 
"LOC:other" , "where" , "do" , "i" , "find" 
"HUM:ind" , "who" , "is" , "the" , "antichrist" 
"LOC:country" , "which" , "latin" , "american" , "country" 
"LOC:other" , "what" , "was" , "the" , "former" 
"NUM:count" , "how" , "many" , "teats" , "does" 
"NUM:dist" , "how" , "tall" , "is" , "kilamanjaro" 
"HUM:ind" , "who" , "was" , "the" , "lawyer" 
"LOC:country" , "what" , "country" , "buys" , "percent" 
"LOC:country" , "what" , "country" , "is" , "the" 
"HUM:ind" , "which" , "of" , "the" , "following" 
"NUM:other" , "what" , "is" , "the" , "number" 
"LOC:other" , "where" , "is" , "the" , "biggest" 
"NUM:count" , "what" , "is" , "the" , "estimated" 
"HUM:ind" , "who" , "wrote" , "the" , "farmer" 
"NUM:other" , "what" , "number" , "is" , "at" 
"HUM:ind" , "cnn" , "is" , "owned" , "by" 
"LOC:country" , "what" , "country" , "offered" , "albert" 
"HUM:ind" , "who" , "was" , "the" , "century" 
"HUM:ind" , "what" , "french" , "leader" , "sold" 
"LOC:other" , "what" , "bay" , "sparkles" , "next" 
"NUM:count" , "how" , "many" , "miles" , "of" 
"LOC:other" , "what" , "famed" , "river" , "flows" 
"HUM:ind" , "who" , "is" , "the" , "prime" 
"HUM:ind" , "what" , "player" , "squats" , "an" 
"HUM:ind" , "what" , "the" , "most" , "common" 
"NUM:count" , "how" , "many" , "no" , "answers" 
"NUM:money" , "what" , "is" , "the" , "fine" 
"HUM:ind" , "who" , "wrote" , "the" , "book" 
"LOC:other" , "where" , "can" , "one" , "find" 
"HUM:ind" , "name" , "the" , "ranger" , "who" 
"HUM:ind" , "who" , "is" , "the" , "president" 
"HUM:ind" , "who" , "holds" , "the" , "career" 
"HUM:ind" , "which" , "of" , "the" , "following" 
"HUM:ind" , "who" , "invented" , "the" , "stethoscope" 
"NUM:count" , "how" , "many" , "four" , "star" 
"NUM:date" , "when" , "did" , "nixon" , "die" 
"HUM:ind" , "what" , "comedian" , "hit" , "the" 
"NUM:count" , "how" , "many" , "members" , "are" 
"LOC:other" , "what" , "erupts" , "every" , "hour" 
"LOC:country" , "what" , "country" , "contains" , "the" 
"HUM:ind" , "what" , "are" , "arnold" , "palmer" 
"HUM:ind" , "who" , "retired" , "with" , "home" 
"LOC:other" , "what" , "constellation" , "represents" , "a" 
"NUM:period" , "how" , "long" , "did" , "shea" 
"NUM:other" , "what" , "a" , "perfect" , "score" 
"NUM:period" , "at" , "what" , "age" , "did" 
"LOC:city" , "what" , "russian" , "seaport" , "has" 
"HUM:ind" , "name" , "the" , "two" , "actress" 
"NUM:period" , "how" , "old" , "was" , "gene" 
"LOC:mount" , "what" , "rocky" , "mountain" , "ridge" 
"HUM:ind" , "who" , "is" , "the" , "actress" 
"HUM:ind" , "who" , "portrayed" , "the" , "cowardly" 
"LOC:other" , "what" , "gate" , "opened" , "on" 
"HUM:ind" , "who" , "was" , "the" , "first" 
"NUM:count" , "how" , "many" , "calories" , "are" 
"HUM:ind" , "who" , "killed" , "kurt" , "cobain" 
"HUM:ind" , "who" , "created" , "the" , "monster" 
"LOC:other" , "what" , "the" , "farthest" , "planet" 
"NUM:volsize" , "how" , "big" , "is" , "our" 
"NUM:date" , "when" , "is" , "a" , "woman" 
"HUM:ind" , "what" , "son" , "of" , "a" 
"HUM:ind" , "who" , "was" , "the" , "first" 
"HUM:ind" , "who" , "gave" , "abbie" , "hoffman" 
"HUM:ind" , "what" , "actress" , "in" , "became" 
"HUM:ind" , "who" , "shot" , "billy" , "the" 
"HUM:ind" , "what" , "mormon" , "leader" , "was" 
"LOC:other" , "what" , "the" , "name" , "of" 
"NUM:count" , "how" , "many" , "people" , "in" 
"HUM:ind" , "with" , "whom" , "did" , "bush" 
"LOC:country" , "what" , "country" , "was" , "mikhail" 
"NUM:weight" , "what" , "is" , "the" , "recommended" 
"HUM:ind" , "what" , "pillar" , "of" , "the" 
"LOC:other" , "what" , "is" , "the" , "largest" 
"HUM:ind" , "what" , "is" , "the" , "name" 
"HUM:ind" , "who" , "played" , "sally" , "rogers" 
"HUM:ind" , "what" , "mythical" , "figure" , "carries" 
"NUM:money" , "how" , "much" , "is" , "a" 
"LOC:other" , "what" , "natural" , "attractions" , "draw" 
"NUM:count" , "how" , "many" , "years" , "did" 
"NUM:period" , "how" , "long" , "does" , "it" 
"LOC:other" , "what" , "river" , "runs" , "through" 
"HUM:ind" , "what" , "famous" , "british" , "actor" 
"LOC:country" , "what" , "country" , "was" , "kim" 
"LOC:country" , "what" , "country" , "was" , "hitler" 
"HUM:ind" , "what" , "is" , "rona" , "barrett" 
"NUM:count" , "how" , "many" , "years" , "make" 
"HUM:ind" , "who" , "is" , "the" , "mathematician" 
"HUM:ind" , "which" , "glamorous" , "actress" , "is" 
"NUM:period" , "how" , "old" , "is" , "the" 
"HUM:ind" , "what" , "president" , "hit" , "the" 
"LOC:city" , "what" , "north" , "american" , "city" 
"NUM:date" , "when" , "was" , "the" , "nfl" 
"LOC:other" , "where" , "can" , "i" , "find" 
"HUM:ind" , "what" , "made" , "his" , "mark" 
"LOC:state" , "what" , "state" , "has" , "the" 
"HUM:ind" , "what" , "baseball" , "great" , "plugged" 
"HUM:ind" , "who" , "baby" , "was" , "sweet" 
"LOC:other" , "where" , "is" , "mile" , "high" 
"LOC:city" , "what" , "city" , "contains" , "the" 
"HUM:ind" , "what" , "english" , "physician" , "was" 
"HUM:ind" , "who" , "did" , "arthur" , "bremer" 
"NUM:speed" , "how" , "fast" , "must" , "a" 
"HUM:ind" , "what" , "apostle" , "is" , "taylor" 
"NUM:count" , "how" , "many" , "rings" , "are" 
"LOC:other" , "which" , "one" , "of" , "the" 
"LOC:state" , "what" , "state" , "has" , "sagebrush" 
"HUM:ind" , "what" , "comic" , "strip" , "photographer" 
"LOC:country" , "what" , "nationality" , "is" , "pope" 
"LOC:other" , "where" , "are" , "some" , "great" 
"NUM:count" , "how" , "many" , "israeli" , "athletes" 
"NUM:date" , "when" , "was" , "richard" , "nixon" 
"LOC:other" , "what" , "new" , "york" , "city" 
"LOC:other" , "where" , "is" , "the" , "bulls" 
"NUM:period" , "what" , "is" , "the" , "recomended" 
"HUM:ind" , "which" , "rockefeller" , "was" , "sometimes" 
"NUM:date" , "when" , "is" , "the" , "sun" 
"NUM:count" , "what" , "is" , "the" , "average" 
"HUM:ind" , "whom" , "did" , "friz" , "freleng" 
"HUM:ind" , "who" , "was" , "shakespeare" , "moorish" 
"LOC:mount" , "what" , "the" , "mountain" , "in" 
"LOC:country" , "what" , "country" , "was" , "erich" 
"LOC:city" , "what" , "two" , "japanese" , "cities" 
"HUM:ind" , "who" , "taught" , "matt" , "murdock" 
"LOC:other" , "where" , "did" , "wile" , "coyote" 
"NUM:dist" , "how" , "far" , "away" , "is" 
"HUM:ind" , "what" , "famous" , "film" , "and" 
"HUM:ind" , "who" , "famously" , "rode" , "to" 
"HUM:ind" , "who" , "commanded" , "the" , "french" 
"LOC:other" , "where" , "can" , "an" , "individual" 
"LOC:country" , "what" , "countries" , "does" , "the" 
"NUM:date" , "when" , "did" , "amtrak" , "begin" 
"NUM:count" , "how" , "many" , "bones" , "are" 
"NUM:count" , "how" , "many" , "chemical" , "elements" 
"LOC:state" , "what" , "eastern" , "state" , "sprouted" 
"LOC:country" , "what" , "are" , "the" , "three" 
"HUM:ind" , "who" , "led" , "the" , "opposition" 
"NUM:count" , "what" , "is" , "the" , "current" 
"NUM:period" , "what" , "is" , "the" , "youngest" 
"LOC:other" , "what" , "is" , "the" , "largest" 
"HUM:ind" , "who" , "turned" , "all" , "he" 
"HUM:ind" , "who" , "plays" , "shortstop" , "for" 
"LOC:country" , "what" , "country" , "did" , "the" 
"HUM:ind" , "who" , "was" , "the" , "most" 
"NUM:count" , "how" , "many" , "dogs" , "pull" 
"NUM:period" , "how" , "long" , "does" , "cocaine" 
"LOC:country" , "what" , "two" , "countries" , "fought" 
"HUM:ind" , "who" , "was" , "the" , "last" 
"NUM:date" , "on" , "which" , "dates" , "does" 
"HUM:ind" , "what" , "was" , "the" , "name" 
"HUM:ind" , "what" , "actress" , "autobiography" , "is" 
"NUM:count" , "how" , "many" , "colors" , "was" 
"HUM:ind" , "who" , "lived" , "on" , "the" 
"LOC:country" , "what" , "country" , "will" , "hit" 
"HUM:ind" , "who" , "is" , "section" , "manager" 
"HUM:ind" , "what" , "is" , "goldfinger" , "first" 
"LOC:other" , "what" , "square" , "is" , "the" 
"HUM:ind" , "which" , "of" , "the" , "following" 
"LOC:city" , "what" , "is" , "the" , "most" 
"NUM:count" , "how" , "many" , "pitchers" , "occupy" 
"NUM:money" , "what" , "is" , "the" , "cost" 
"LOC:other" , "where" , "did" , "victor" , "hugo" 
"HUM:ind" , "who" , "should" , "i" , "call" 
"NUM:count" , "how" , "many" , "airline" , "schools" 
"HUM:ind" , "what" , "general" , "died" , "december" 
