@relation answerExp7
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@data
"LOC:other" , "when" , "superman" , "needs" , "when superman" , "superman needs" , "when needs" 
"NUM:period" , "how" , "old" , "is" , "how old" , "old is" , "how is" 
"HUM:ind" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "claimed" , "to" , "who claimed" , "claimed to" , "who to" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"NUM:date" , "when" , "did" , "spain" , "when did" , "did spain" , "when spain" 
"NUM:count" , "how" , "many" , "grooves" , "how many" , "many grooves" , "how grooves" 
"LOC:other" , "what" , "canal" , "does" , "what canal" , "canal does" , "what does" 
"HUM:ind" , "what" , "american" , "won" , "what american" , "american won" , "what won" 
"NUM:perc" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"HUM:ind" , "name" , "a" , "female" , "name a" , "a female" , "name female" 
"NUM:period" , "how" , "long" , "would" , "how long" , "long would" , "how would" 
"NUM:money" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:count" , "how" , "many" , "spears" , "how many" , "many spears" , "how spears" 
"LOC:other" , "where" , "did" , "george" , "where did" , "did george" , "where george" 
"NUM:other" , "what" , "men" , "par" , "what men" , "men par" , "what par" 
"NUM:perc" , "what" , "percentage" , "of" , "what percentage" , "percentage of" , "what of" 
"NUM:money" , "dialing" , "to" , "have" , "dialing to" , "to have" , "dialing have" 
"NUM:count" , "in" , "south" , "korea" , "in south" , "south korea" , "in korea" 
"HUM:ind" , "who" , "portrayed" , "carl" , "who portrayed" , "portrayed carl" , "who carl" 
"NUM:other" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"HUM:ind" , "who" , "was" , "tiny" , "who was" , "was tiny" , "who tiny" 
"HUM:ind" , "who" , "was" , "bonnie" , "who was" , "was bonnie" , "who bonnie" 
"NUM:count" , "how" , "many" , "americans" , "how many" , "many americans" , "how americans" 
"LOC:other" , "where" , "do" , "i" , "where do" , "do i" , "where i" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"LOC:country" , "which" , "latin" , "american" , "which latin" , "latin american" , "which american" 
"LOC:other" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"NUM:count" , "how" , "many" , "teats" , "how many" , "many teats" , "how teats" 
"NUM:dist" , "how" , "tall" , "is" , "how tall" , "tall is" , "how is" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"LOC:country" , "what" , "country" , "buys" , "what country" , "country buys" , "what buys" 
"LOC:country" , "what" , "country" , "is" , "what country" , "country is" , "what is" 
"HUM:ind" , "which" , "of" , "the" , "which of" , "of the" , "which the" 
"NUM:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "where" , "is" , "the" , "where is" , "is the" , "where the" 
"NUM:count" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "wrote" , "the" , "who wrote" , "wrote the" , "who the" 
"NUM:other" , "what" , "number" , "is" , "what number" , "number is" , "what is" 
"HUM:ind" , "cnn" , "is" , "owned" , "cnn is" , "is owned" , "cnn owned" 
"LOC:country" , "what" , "country" , "offered" , "what country" , "country offered" , "what offered" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"HUM:ind" , "what" , "french" , "leader" , "what french" , "french leader" , "what leader" 
"LOC:other" , "what" , "bay" , "sparkles" , "what bay" , "bay sparkles" , "what sparkles" 
"NUM:count" , "how" , "many" , "miles" , "how many" , "many miles" , "how miles" 
"LOC:other" , "what" , "famed" , "river" , "what famed" , "famed river" , "what river" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"HUM:ind" , "what" , "player" , "squats" , "what player" , "player squats" , "what squats" 
"HUM:ind" , "what" , "the" , "most" , "what the" , "the most" , "what most" 
"NUM:count" , "how" , "many" , "no" , "how many" , "many no" , "how no" 
"NUM:money" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "wrote" , "the" , "who wrote" , "wrote the" , "who the" 
"LOC:other" , "where" , "can" , "one" , "where can" , "can one" , "where one" 
"HUM:ind" , "name" , "the" , "ranger" , "name the" , "the ranger" , "name ranger" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"HUM:ind" , "who" , "holds" , "the" , "who holds" , "holds the" , "who the" 
"HUM:ind" , "which" , "of" , "the" , "which of" , "of the" , "which the" 
"HUM:ind" , "who" , "invented" , "the" , "who invented" , "invented the" , "who the" 
"NUM:count" , "how" , "many" , "four" , "how many" , "many four" , "how four" 
"NUM:date" , "when" , "did" , "nixon" , "when did" , "did nixon" , "when nixon" 
"HUM:ind" , "what" , "comedian" , "hit" , "what comedian" , "comedian hit" , "what hit" 
"NUM:count" , "how" , "many" , "members" , "how many" , "many members" , "how members" 
"LOC:other" , "what" , "erupts" , "every" , "what erupts" , "erupts every" , "what every" 
"LOC:country" , "what" , "country" , "contains" , "what country" , "country contains" , "what contains" 
"HUM:ind" , "what" , "are" , "arnold" , "what are" , "are arnold" , "what arnold" 
"HUM:ind" , "who" , "retired" , "with" , "who retired" , "retired with" , "who with" 
"LOC:other" , "what" , "constellation" , "represents" , "what constellation" , "constellation represents" , "what represents" 
"HUM:ind" , "who" , "developed" , "potlatch" , "who developed" , "developed potlatch" , "who potlatch" 
"NUM:period" , "how" , "long" , "did" , "how long" , "long did" , "how did" 
"NUM:other" , "what" , "a" , "perfect" , "what a" , "a perfect" , "what perfect" 
"NUM:period" , "at" , "what" , "age" , "at what" , "what age" , "at age" 
"LOC:city" , "what" , "russian" , "seaport" , "what russian" , "russian seaport" , "what seaport" 
"HUM:ind" , "name" , "the" , "two" , "name the" , "the two" , "name two" 
"NUM:period" , "how" , "old" , "was" , "how old" , "old was" , "how was" 
"LOC:mount" , "what" , "rocky" , "mountain" , "what rocky" , "rocky mountain" , "what mountain" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"HUM:ind" , "who" , "portrayed" , "the" , "who portrayed" , "portrayed the" , "who the" 
"LOC:other" , "what" , "gate" , "opened" , "what gate" , "gate opened" , "what opened" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"NUM:count" , "how" , "many" , "calories" , "how many" , "many calories" , "how calories" 
"HUM:ind" , "who" , "killed" , "kurt" , "who killed" , "killed kurt" , "who kurt" 
"HUM:ind" , "who" , "created" , "the" , "who created" , "created the" , "who the" 
"LOC:other" , "what" , "the" , "farthest" , "what the" , "the farthest" , "what farthest" 
"NUM:volsize" , "how" , "big" , "is" , "how big" , "big is" , "how is" 
"NUM:date" , "when" , "is" , "a" , "when is" , "is a" , "when a" 
"HUM:ind" , "what" , "son" , "of" , "what son" , "son of" , "what of" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"HUM:ind" , "who" , "gave" , "abbie" , "who gave" , "gave abbie" , "who abbie" 
"HUM:ind" , "what" , "actress" , "in" , "what actress" , "actress in" , "what in" 
"HUM:ind" , "who" , "shot" , "billy" , "who shot" , "shot billy" , "who billy" 
"HUM:ind" , "what" , "mormon" , "leader" , "what mormon" , "mormon leader" , "what leader" 
"LOC:other" , "what" , "the" , "name" , "what the" , "the name" , "what name" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"LOC:other" , "where" , "is" , "melbourne" , "where is" , "is melbourne" , "where melbourne" 
"HUM:ind" , "with" , "whom" , "did" , "with whom" , "whom did" , "with did" 
"LOC:country" , "what" , "country" , "was" , "what country" , "country was" , "what was" 
"NUM:weight" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "what" , "pillar" , "of" , "what pillar" , "pillar of" , "what of" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "played" , "sally" , "who played" , "played sally" , "who sally" 
"HUM:ind" , "what" , "mythical" , "figure" , "what mythical" , "mythical figure" , "what figure" 
"NUM:money" , "how" , "much" , "is" , "how much" , "much is" , "how is" 
"LOC:other" , "what" , "natural" , "attractions" , "what natural" , "natural attractions" , "what attractions" 
"NUM:count" , "how" , "many" , "years" , "how many" , "many years" , "how years" 
"NUM:period" , "how" , "long" , "does" , "how long" , "long does" , "how does" 
"LOC:other" , "what" , "river" , "runs" , "what river" , "river runs" , "what runs" 
"HUM:ind" , "what" , "famous" , "british" , "what famous" , "famous british" , "what british" 
"LOC:country" , "what" , "country" , "was" , "what country" , "country was" , "what was" 
"LOC:country" , "what" , "country" , "was" , "what country" , "country was" , "what was" 
"HUM:ind" , "what" , "is" , "rona" , "what is" , "is rona" , "what rona" 
"NUM:count" , "how" , "many" , "years" , "how many" , "many years" , "how years" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"HUM:ind" , "which" , "glamorous" , "actress" , "which glamorous" , "glamorous actress" , "which actress" 
"NUM:period" , "how" , "old" , "is" , "how old" , "old is" , "how is" 
"HUM:ind" , "what" , "president" , "hit" , "what president" , "president hit" , "what hit" 
"LOC:city" , "what" , "north" , "american" , "what north" , "north american" , "what american" 
"NUM:date" , "when" , "was" , "the" , "when was" , "was the" , "when the" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"HUM:ind" , "what" , "made" , "his" , "what made" , "made his" , "what his" 
"LOC:state" , "what" , "state" , "has" , "what state" , "state has" , "what has" 
"HUM:ind" , "what" , "baseball" , "great" , "what baseball" , "baseball great" , "what great" 
"HUM:ind" , "who" , "baby" , "was" , "who baby" , "baby was" , "who was" 
"LOC:other" , "where" , "is" , "mile" , "where is" , "is mile" , "where mile" 
"LOC:city" , "what" , "city" , "contains" , "what city" , "city contains" , "what contains" 
"HUM:ind" , "what" , "english" , "physician" , "what english" , "english physician" , "what physician" 
"HUM:ind" , "who" , "did" , "arthur" , "who did" , "did arthur" , "who arthur" 
"NUM:speed" , "how" , "fast" , "must" , "how fast" , "fast must" , "how must" 
"HUM:ind" , "what" , "apostle" , "is" , "what apostle" , "apostle is" , "what is" 
"NUM:count" , "how" , "many" , "rings" , "how many" , "many rings" , "how rings" 
"LOC:other" , "which" , "one" , "of" , "which one" , "one of" , "which of" 
"LOC:state" , "what" , "state" , "has" , "what state" , "state has" , "what has" 
"HUM:ind" , "what" , "comic" , "strip" , "what comic" , "comic strip" , "what strip" 
"LOC:country" , "what" , "nationality" , "is" , "what nationality" , "nationality is" , "what is" 
"LOC:other" , "where" , "are" , "some" , "where are" , "are some" , "where some" 
"NUM:count" , "how" , "many" , "israeli" , "how many" , "many israeli" , "how israeli" 
"NUM:date" , "when" , "was" , "richard" , "when was" , "was richard" , "when richard" 
"LOC:other" , "what" , "new" , "york" , "what new" , "new york" , "what york" 
"LOC:other" , "where" , "is" , "the" , "where is" , "is the" , "where the" 
"NUM:period" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "which" , "rockefeller" , "was" , "which rockefeller" , "rockefeller was" , "which was" 
"NUM:date" , "when" , "is" , "the" , "when is" , "is the" , "when the" 
"NUM:count" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "whom" , "did" , "friz" , "whom did" , "did friz" , "whom friz" 
"HUM:ind" , "who" , "was" , "shakespeare" , "who was" , "was shakespeare" , "who shakespeare" 
"LOC:mount" , "what" , "the" , "mountain" , "what the" , "the mountain" , "what mountain" 
"LOC:country" , "what" , "country" , "was" , "what country" , "country was" , "what was" 
"LOC:city" , "what" , "two" , "japanese" , "what two" , "two japanese" , "what japanese" 
"HUM:ind" , "who" , "taught" , "matt" , "who taught" , "taught matt" , "who matt" 
"LOC:other" , "where" , "did" , "wile" , "where did" , "did wile" , "where wile" 
"NUM:dist" , "how" , "far" , "away" , "how far" , "far away" , "how away" 
"HUM:ind" , "what" , "famous" , "film" , "what famous" , "famous film" , "what film" 
"HUM:ind" , "who" , "famously" , "rode" , "who famously" , "famously rode" , "who rode" 
"HUM:ind" , "who" , "commanded" , "the" , "who commanded" , "commanded the" , "who the" 
"LOC:other" , "where" , "can" , "an" , "where can" , "can an" , "where an" 
"LOC:country" , "what" , "countries" , "does" , "what countries" , "countries does" , "what does" 
"NUM:date" , "when" , "did" , "amtrak" , "when did" , "did amtrak" , "when amtrak" 
"NUM:count" , "how" , "many" , "bones" , "how many" , "many bones" , "how bones" 
"NUM:count" , "how" , "many" , "chemical" , "how many" , "many chemical" , "how chemical" 
"LOC:state" , "what" , "eastern" , "state" , "what eastern" , "eastern state" , "what state" 
"LOC:country" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"HUM:ind" , "who" , "led" , "the" , "who led" , "led the" , "who the" 
"NUM:count" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:period" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "turned" , "all" , "who turned" , "turned all" , "who all" 
"HUM:ind" , "who" , "plays" , "shortstop" , "who plays" , "plays shortstop" , "who shortstop" 
"LOC:country" , "what" , "country" , "did" , "what country" , "country did" , "what did" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"NUM:count" , "how" , "many" , "dogs" , "how many" , "many dogs" , "how dogs" 
"NUM:period" , "how" , "long" , "does" , "how long" , "long does" , "how does" 
"LOC:country" , "what" , "two" , "countries" , "what two" , "two countries" , "what countries" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"NUM:date" , "on" , "which" , "dates" , "on which" , "which dates" , "on dates" 
"HUM:ind" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"HUM:ind" , "what" , "actress" , "autobiography" , "what actress" , "actress autobiography" , "what autobiography" 
"NUM:count" , "how" , "many" , "colors" , "how many" , "many colors" , "how colors" 
"HUM:ind" , "who" , "lived" , "on" , "who lived" , "lived on" , "who on" 
"LOC:country" , "what" , "country" , "will" , "what country" , "country will" , "what will" 
"HUM:ind" , "who" , "is" , "section" , "who is" , "is section" , "who section" 
"HUM:ind" , "what" , "is" , "goldfinger" , "what is" , "is goldfinger" , "what goldfinger" 
"LOC:other" , "what" , "square" , "is" , "what square" , "square is" , "what is" 
"HUM:ind" , "which" , "of" , "the" , "which of" , "of the" , "which the" 
"LOC:city" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:count" , "how" , "many" , "pitchers" , "how many" , "many pitchers" , "how pitchers" 
"NUM:money" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "where" , "did" , "victor" , "where did" , "did victor" , "where victor" 
"HUM:ind" , "who" , "should" , "i" , "who should" , "should i" , "who i" 
"NUM:count" , "how" , "many" , "airline" , "how many" , "many airline" , "how airline" 
"HUM:ind" , "what" , "general" , "died" , "what general" , "general died" , "what died" 
"NUM:count" , "how" , "many" , "major" , "how many" , "many major" , "how major" 
"LOC:state" , "what" , "state" , "did" , "what state" , "state did" , "what did" 
"HUM:ind" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"NUM:date" , "what" , "year" , "is" , "what year" , "year is" , "what is" 
"LOC:country" , "what" , "country" , "royal" , "what country" , "country royal" , "what royal" 
"HUM:ind" , "who" , "portrayed" , "fields" , "who portrayed" , "portrayed fields" , "who fields" 
"NUM:money" , "how" , "much" , "money" , "how much" , "much money" , "how money" 
"LOC:country" , "what" , "country" , "would" , "what country" , "country would" , "what would" 
"NUM:date" , "what" , "month" , "third" , "what month" , "month third" , "what third" 
"HUM:ind" , "who" , "built" , "the" , "who built" , "built the" , "who the" 
"HUM:ind" , "who" , "was" , "hitler" , "who was" , "was hitler" , "who hitler" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"LOC:city" , "what" , "african" , "capital" , "what african" , "african capital" , "what capital" 
"LOC:other" , "what" , "mediterranean" , "island" , "what mediterranean" , "mediterranean island" , "what island" 
"LOC:other" , "where" , "can" , "you" , "where can" , "can you" , "where you" 
"NUM:date" , "when" , "was" , "john" , "when was" , "was john" , "when john" 
"LOC:other" , "what" , "building" , "built" , "what building" , "building built" , "what built" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"HUM:ind" , "who" , "is" , "reputed" , "who is" , "is reputed" , "who reputed" 
"HUM:ind" , "what" , "future" , "soviet" , "what future" , "future soviet" , "what soviet" 
"NUM:period" , "how" , "long" , "does" , "how long" , "long does" , "how does" 
"LOC:city" , "what" , "city" , "skyline" , "what city" , "city skyline" , "what skyline" 
"LOC:other" , "where" , "is" , "belize" , "where is" , "is belize" , "where belize" 
"HUM:ind" , "who" , "sued" , "the" , "who sued" , "sued the" , "who the" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"HUM:ind" , "who" , "wrote" , "brave" , "who wrote" , "wrote brave" , "who brave" 
"LOC:state" , "what" , "state" , "does" , "what state" , "state does" , "what does" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"HUM:ind" , "who" , "wrote" , "unsafe" , "who wrote" , "wrote unsafe" , "who unsafe" 
"NUM:count" , "how" , "many" , "islands" , "how many" , "many islands" , "how islands" 
"LOC:state" , "what" , "state" , "boasts" , "what state" , "state boasts" , "what boasts" 
"HUM:ind" , "what" , "british" , "commander" , "what british" , "british commander" , "what commander" 
"HUM:ind" , "who" , "created" , "the" , "who created" , "created the" , "who the" 
"HUM:ind" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "were" , "leaders" , "who were" , "were leaders" , "who leaders" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"LOC:country" , "what" , "southeast" , "asian" , "what southeast" , "southeast asian" , "what asian" 
"LOC:city" , "what" , "italian" , "city" , "what italian" , "italian city" , "what city" 
"NUM:count" , "how" , "many" , "states" , "how many" , "many states" , "how states" 
"LOC:city" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:perc" , "what" , "ratio" , "of" , "what ratio" , "ratio of" , "what of" 
"NUM:count" , "how" , "many" , "cities" , "how many" , "many cities" , "how cities" 
"NUM:count" , "how" , "many" , "visitors" , "how many" , "many visitors" , "how visitors" 
"NUM:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:date" , "what" , "century" , "did" , "what century" , "century did" , "what did" 
"NUM:count" , "how" , "many" , "spaces" , "how many" , "many spaces" , "how spaces" 
"NUM:date" , "in" , "what" , "year" , "in what" , "what year" , "in year" 
"NUM:weight" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:weight" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "on" , "what" , "avenue" , "on what" , "what avenue" , "on avenue" 
"LOC:other" , "where" , "does" , "the" , "where does" , "does the" , "where the" 
"LOC:other" , "where" , "was" , "the" , "where was" , "was the" , "where the" 
"NUM:dist" , "how" , "far" , "is" , "how far" , "far is" , "how is" 
"HUM:ind" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"NUM:count" , "how" , "many" , "bytes" , "how many" , "many bytes" , "how bytes" 
"HUM:ind" , "who" , "sang" , "the" , "who sang" , "sang the" , "who the" 
"NUM:weight" , "approximately" , "how" , "much" , "approximately how" , "how much" , "approximately much" 
"LOC:country" , "what" , "country" , "flag" , "what country" , "country flag" , "what flag" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"HUM:ind" , "name" , "dondi" , "adoptive" , "name dondi" , "dondi adoptive" , "name adoptive" 
"NUM:date" , "when" , "was" , "the" , "when was" , "was the" , "when the" 
"NUM:count" , "how" , "much" , "folic" , "how much" , "much folic" , "how folic" 
"NUM:date" , "what" , "year" , "was" , "what year" , "year was" , "what was" 
"NUM:count" , "how" , "many" , "colonies" , "how many" , "many colonies" , "how colonies" 
"NUM:count" , "how" , "many" , "states" , "how many" , "many states" , "how states" 
"HUM:ind" , "whose" , "biography" , "by" , "whose biography" , "biography by" , "whose by" 
"HUM:ind" , "in" , "the" , "movie" , "in the" , "the movie" , "in movie" 
"NUM:period" , "how" , "old" , "is" , "how old" , "old is" , "how is" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"LOC:country" , "what" , "country" , "borders" , "what country" , "country borders" , "what borders" 
"LOC:other" , "what" , "river" , "runs" , "what river" , "river runs" , "what runs" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"HUM:ind" , "what" , "doctor" , "is" , "what doctor" , "doctor is" , "what is" 
"NUM:other" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"HUM:ind" , "who" , "founded" , "the" , "who founded" , "founded the" , "who the" 
"NUM:count" , "how" , "many" , "zeros" , "how many" , "many zeros" , "how zeros" 
"NUM:other" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"HUM:ind" , "what" , "american" , "general" , "what american" , "american general" , "what general" 
"NUM:other" , "what" , "the" , "score" , "what the" , "the score" , "what score" 
"LOC:other" , "where" , "does" , "tuberculosis" , "where does" , "does tuberculosis" , "where tuberculosis" 
"HUM:ind" , "who" , "invented" , "the" , "who invented" , "invented the" , "who the" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"HUM:ind" , "what" , "senator" , "once" , "what senator" , "senator once" , "what once" 
"HUM:ind" , "what" , "is" , "li" , "what is" , "is li" , "what li" 
"NUM:count" , "how" , "many" , "liberty" , "how many" , "many liberty" , "how liberty" 
"LOC:country" , "what" , "two" , "countries" , "what two" , "two countries" , "what countries" 
"LOC:country" , "jackson" , "pollock" , "is" , "jackson pollock" , "pollock is" , "jackson is" 
"HUM:ind" , "what" , "architect" , "originated" , "what architect" , "architect originated" , "what originated" 
"NUM:count" , "how" , "many" , "russians" , "how many" , "many russians" , "how russians" 
"NUM:date" , "when" , "was" , "franklin" , "when was" , "was franklin" , "when franklin" 
"LOC:other" , "where" , "on" , "the" , "where on" , "on the" , "where the" 
"LOC:country" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"HUM:ind" , "who" , "shared" , "a" , "who shared" , "shared a" , "who a" 
"LOC:other" , "what" , "prison" , "is" , "what prison" , "prison is" , "what is" 
"LOC:country" , "what" , "country" , "has" , "what country" , "country has" , "what has" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"HUM:ind" , "what" , "hall" , "of" , "what hall" , "hall of" , "what of" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "what" , "river" , "is" , "what river" , "river is" , "what is" 
"LOC:other" , "where" , "is" , "natchitoches" , "where is" , "is natchitoches" , "where natchitoches" 
"HUM:ind" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:city" , "what" , "the" , "capital" , "what the" , "the capital" , "what capital" 
"NUM:money" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"NUM:money" , "what" , "will" , "the" , "what will" , "will the" , "what the" 
"LOC:city" , "what" , "city" , "is" , "what city" , "city is" , "what is" 
"HUM:ind" , "who" , "directed" , "the" , "who directed" , "directed the" , "who the" 
"HUM:ind" , "what" , "two" , "historical" , "what two" , "two historical" , "what historical" 
"LOC:other" , "where" , "in" , "the" , "where in" , "in the" , "where the" 
"LOC:country" , "what" , "country" , "in" , "what country" , "country in" , "what in" 
"NUM:money" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:money" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"NUM:date" , "what" , "year" , "was" , "what year" , "year was" , "what was" 
"HUM:ind" , "name" , "of" , "heroine" , "name of" , "of heroine" , "name heroine" 
"NUM:count" , "how" , "many" , "movies" , "how many" , "many movies" , "how movies" 
"HUM:ind" , "what" , "tv" , "character" , "what tv" , "tv character" , "what character" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "what" , "baseball" , "player" , "what baseball" , "baseball player" , "what player" 
"HUM:ind" , "who" , "killed" , "lee" , "who killed" , "killed lee" , "who lee" 
"HUM:ind" , "who" , "invented" , "the" , "who invented" , "invented the" , "who the" 
"NUM:dist" , "how" , "wide" , "is" , "how wide" , "wide is" , "how is" 
"HUM:ind" , "who" , "wrote" , "the" , "who wrote" , "wrote the" , "who the" 
"HUM:ind" , "what" , "singer" , "theme" , "what singer" , "singer theme" , "what theme" 
"NUM:count" , "how" , "many" , "meters" , "how many" , "many meters" , "how meters" 
"NUM:count" , "about" , "how" , "many" , "about how" , "how many" , "about many" 
"HUM:ind" , "who" , "is" , "rocky" , "who is" , "is rocky" , "who rocky" 
"HUM:ind" , "who" , "thought" , "he" , "who thought" , "thought he" , "who he" 
"HUM:ind" , "who" , "created" , "the" , "who created" , "created the" , "who the" 
"LOC:other" , "what" , "celestial" , "body" , "what celestial" , "celestial body" , "what body" 
"HUM:ind" , "name" , "one" , "of" , "name one" , "one of" , "name of" 
"LOC:country" , "what" , "country" , "borders" , "what country" , "country borders" , "what borders" 
"HUM:ind" , "what" , "two" , "us" , "what two" , "two us" , "what us" 
"LOC:other" , "where" , "do" , "you" , "where do" , "do you" , "where you" 
"NUM:count" , "how" , "many" , "neurons" , "how many" , "many neurons" , "how neurons" 
"LOC:city" , "what" , "city" , "is" , "what city" , "city is" , "what is" 
"LOC:city" , "what" , "city" , "was" , "what city" , "city was" , "what was" 
"LOC:other" , "what" , "london" , "museum" , "what london" , "london museum" , "what museum" 
"LOC:city" , "what" , "city" , "is" , "what city" , "city is" , "what is" 
"NUM:count" , "how" , "many" , "lakes" , "how many" , "many lakes" , "how lakes" 
"HUM:ind" , "who" , "else" , "was" , "who else" , "else was" , "who was" 
"NUM:period" , "how" , "long" , "does" , "how long" , "long does" , "how does" 
"NUM:weight" , "how" , "many" , "pounds" , "how many" , "many pounds" , "how pounds" 
"NUM:other" , "what" , "amount" , "of" , "what amount" , "amount of" , "what of" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"NUM:count" , "how" , "many" , "miles" , "how many" , "many miles" , "how miles" 
"NUM:count" , "how" , "many" , "chairs" , "how many" , "many chairs" , "how chairs" 
"LOC:state" , "what" , "state" , "on" , "what state" , "state on" , "what on" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"NUM:perc" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"LOC:other" , "where" , "is" , "the" , "where is" , "is the" , "where the" 
"LOC:other" , "where" , "are" , "the" , "where are" , "are the" , "where the" 
"HUM:ind" , "who" , "wrote" , "the" , "who wrote" , "wrote the" , "who the" 
"LOC:country" , "what" , "country" , "did" , "what country" , "country did" , "what did" 
"LOC:other" , "what" , "are" , "some" , "what are" , "are some" , "what some" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"NUM:date" , "what" , "month" , "did" , "what month" , "month did" , "what did" 
"HUM:ind" , "who" , "are" , "the" , "who are" , "are the" , "who the" 
"HUM:ind" , "who" , "played" , "al" , "who played" , "played al" , "who al" 
