@relation answerExp6
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FourthWord STRING
@data
"NUM:period" , "what" , "be" , "the" , "average" 
"LOC:other" , "what" , "planet" , "would" , "you" 
"HUM:ind" , "who" , "write" , "the" , "pine" 
"LOC:other" , "where" , "be" , "the" , "valley" 
"LOC:other" , "where" , "do" , "the" , "sport" 
"HUM:ind" , "who" , "play" , "for" , "the" 
"LOC:other" , "where" , "be" , "the" , "union" 
"LOC:other" , "where" , "do" , "the" , "weird" 
"NUM:count" , "how" , "many" , "child" , "do" 
"NUM:count" , "how" , "many" , "year" , "do" 
"NUM:count" , "how" , "much" , "salt" , "be" 
"HUM:ind" , "who" , "lead" , "the" , "star" 
"HUM:ind" , "who" , "win" , "world" , "war" 
"LOC:other" , "where" , "do" , "the" , "get" 
"LOC:country" , "what" , "country" , "after" , "canada" 
"HUM:ind" , "who" , "be" , "garrett" , "morgan" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"NUM:count" , "how" , "many" , "star" , "be" 
"NUM:count" , "how" , "many" , "wing" , "do" 
"LOC:country" , "what" , "country" , "have" , "be" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:other" , "what" , "be" , "the" , "population" 
"LOC:state" , "what" , "state" , "have" , "the" 
"NUM:dist" , "how" , "long" , "be" , "camptown" 
"HUM:ind" , "name" , "the" , "two" , "blob" 
"LOC:other" , "where" , "do" , "luther" , "display" 
"LOC:other" , "what" , "river" , "be" , "pocahontas" 
"NUM:count" , "how" , "many" , "mile" , "be" 
"LOC:other" , "where" , "be" , "dartmouth" , "college" 
"HUM:ind" , "what" , "tv" , "talk" , "show" 
"HUM:ind" , "what" , "one" , "of" , "the" 
"NUM:count" , "how" , "many" , "people" , "be" 
"LOC:other" , "what" , "river" , "flow" , "through" 
"HUM:ind" , "what" , "civil" , "war" , "general" 
"HUM:ind" , "who" , "be" , "the" , "conservationist" 
"LOC:other" , "which" , "area" , "produce" , "the" 
"HUM:ind" , "what" , "suburban" , "housewife" , "and" 
"NUM:date" , "on" , "which" , "date" , "be" 
"LOC:city" , "what" , "be" , "the" , "large" 
"NUM:weight" , "what" , "be" , "the" , "average" 
"LOC:other" , "what" , "be" , "britain" , "two" 
"LOC:country" , "what" , "country" , "cover" , "square" 
"HUM:ind" , "name" , "a" , "canine" , "cartoon" 
"LOC:state" , "in" , "which" , "state" , "be" 
"LOC:other" , "what" , "be" , "the" , "old" 
"LOC:other" , "where" , "have" , "the" , "most" 
"LOC:other" , "what" , "island" , "have" , "a" 
"NUM:money" , "how" , "much" , "be" , "clara" 
"NUM:date" , "what" , "be" , "the" , "date" 
"NUM:other" , "what" , "be" , "the" , "stock" 
"NUM:date" , "when" , "be" , "calypso" , "music" 
"LOC:other" , "what" , "caribbean" , "island" , "be" 
"NUM:period" , "how" , "old" , "be" , "bernadette" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:date" , "what" , "be" , "dick" , "clark" 
"NUM:date" , "when" , "do" , "hitler" , "come" 
"NUM:date" , "when" , "do" , "gothic" , "art" 
"HUM:ind" , "which" , "two" , "inventor" , "invent" 
"NUM:date" , "what" , "day" , "of" , "the" 
"HUM:ind" , "whose" , "image" , "be" , "allege" 
"HUM:ind" , "what" , "general" , "be" , "for" 
"HUM:ind" , "who" , "say" , "the" , "victor" 
"NUM:count" , "approximately" , "how" , "many" , "student" 
"LOC:state" , "what" , "be" , "the" , "fast" 
"NUM:count" , "how" , "many" , "american" , "soldier" 
"LOC:other" , "where" , "do" , "the" , "opera" 
"HUM:ind" , "saddam" , "hussein" , "be" , "compare" 
"NUM:date" , "what" , "year" , "be" , "the" 
"NUM:date" , "in" , "what" , "year" , "do" 
"HUM:ind" , "who" , "write" , "the" , "book" 
"LOC:other" , "where" , "can" , "i" , "learn" 
"HUM:ind" , "what" , "jockey" , "win" , "triple" 
"LOC:state" , "what" , "state" , "big" , "lake" 
"HUM:ind" , "who" , "seize" , "power" , "from" 
"LOC:state" , "what" , "state" , "be" , "niagara" 
"NUM:temp" , "how" , "hot" , "do" , "the" 
"LOC:other" , "where" , "be" , "the" , "orange" 
"LOC:city" , "what" , "scandinavian" , "capital" , "be" 
"HUM:ind" , "what" , "actor" , "be" , "the" 
"LOC:other" , "where" , "be" , "the" , "smithsonian" 
"NUM:volsize" , "what" , "be" , "the" , "size" 
"NUM:date" , "what" , "date" , "be" , "richard" 
"HUM:ind" , "what" , "little" , "boy" , "and" 
"NUM:perc" , "what" , "percent" , "of" , "world" 
"NUM:date" , "cnn" , "first" , "broadcast" , "occur" 
"NUM:count" , "how" , "many" , "groove" , "be" 
"HUM:ind" , "what" , "be" , "marilyn" , "monroe" 
"NUM:other" , "what" , "number" , "of" , "american" 
"HUM:ind" , "what" , "father" , "and" , "son" 
"NUM:count" , "how" , "many" , "consecutive" , "baseball" 
"NUM:count" , "how" , "many" , "different" , "type" 
"HUM:ind" , "who" , "be" , "the" , "prophet" 
"NUM:date" , "what" , "year" , "do" , "spielberg" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"LOC:other" , "what" , "do" , "most" , "tourist" 
"LOC:city" , "what" , "unite" , "state" , "city" 
"NUM:perc" , "what" , "the" , "percentage" , "of" 
"LOC:country" , "what" , "be" , "the" , "only" 
"LOC:other" , "in" , "what" , "part" , "of" 
"HUM:ind" , "whose" , "funeral" , "train" , "travel" 
"HUM:ind" , "what" , "the" , "identity" , "of" 
"HUM:ind" , "what" , "be" , "her" , "husband" 
"HUM:ind" , "which" , "of" , "the" , "follow" 
"HUM:ind" , "what" , "dynasty" , "star" , "make" 
"LOC:other" , "where" , "be" , "poe" , "birthplace" 
"HUM:ind" , "what" , "actress" , "hold" , "the" 
"HUM:ind" , "what" , "president" , "have" , "in" 
"HUM:ind" , "who" , "be" , "the" , "queen" 
"LOC:other" , "where" , "can" , "i" , "find" 
"HUM:ind" , "what" , "actor" , "learn" , "to" 
"HUM:ind" , "who" , "say" , "if" , "you" 
"HUM:ind" , "who" , "be" , "secretary" , "of" 
"NUM:money" , "how" , "much" , "money" , "do" 
"LOC:other" , "where" , "the" , "gum" , "department" 
"LOC:state" , "what" , "state" , "be" , "name" 
"NUM:date" , "what" , "year" , "be" , "the" 
"LOC:state" , "what" , "be" , "all" , "the" 
"HUM:ind" , "what" , "attorney" , "work" , "for" 
"NUM:date" , "what" , "be" , "dick" , "clark" 
"NUM:count" , "how" , "many" , "equal" , "side" 
"LOC:other" , "where" , "do" , "bill" , "gate" 
"LOC:other" , "what" , "constellation" , "be" , "know" 
"NUM:date" , "in" , "which" , "year" , "be" 
"LOC:other" , "where" , "can" , "i" , "find" 
"LOC:state" , "what" , "state" , "be" , "mount" 
"HUM:ind" , "which" , "classical" , "spanish" , "writer" 
"NUM:other" , "how" , "large" , "be" , "missouri" 
"NUM:date" , "when" , "be" , "the" , "internal" 
"HUM:ind" , "who" , "paint" , "soft" , "with" 
"LOC:other" , "where" , "be" , "king" , "canyon" 
"NUM:date" , "what" , "time" , "do" , "wee" 
"NUM:ord" , "what" , "chapter" , "of" , "go" 
"NUM:money" , "what" , "amount" , "of" , "money" 
"LOC:country" , "what" , "asian" , "country" , "once" 
"NUM:count" , "how" , "many" , "variety" , "of" 
"HUM:ind" , "who" , "win" , "the" , "most" 
"NUM:period" , "what" , "be" , "the" , "average" 
"LOC:city" , "what" , "city" , "be" , "near" 
"HUM:ind" , "what" , "once" , "declare" , "if" 
"HUM:ind" , "who" , "write" , "the" , "red" 
"LOC:other" , "where" , "do" , "the" , "inuit" 
"HUM:ind" , "what" , "british" , "monarch" , "lap" 
"HUM:ind" , "who" , "invent" , "the" , "road" 
"HUM:ind" , "which" , "of" , "the" , "following" 
"LOC:other" , "what" , "former" , "royal" , "palace" 
"LOC:other" , "where" , "be" , "i" , "have" 
"HUM:ind" , "what" , "president" , "ghost" , "be" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"NUM:count" , "how" , "many" , "url" , "extension" 
"LOC:other" , "where" , "do" , "the" , "wright" 
"HUM:ind" , "who" , "win" , "the" , "battle" 
"HUM:ind" , "name" , "the" , "two" , "youngster" 
"HUM:ind" , "who" , "be" , "the" , "captain" 
"LOC:city" , "what" , "be" , "the" , "snowy" 
"NUM:other" , "what" , "be" , "the" , "chemical" 
"HUM:ind" , "the" , "name" , "of" , "the" 
"HUM:ind" , "what" , "actor" , "come" , "to" 
"HUM:ind" , "what" , "engineer" , "invent" , "the" 
"LOC:city" , "what" , "south" , "american" , "capital" 
"LOC:other" , "name" , "a" , "civil" , "war" 
"NUM:date" , "when" , "do" , "you" , "plant" 
"NUM:count" , "how" , "many" , "county" , "be" 
"HUM:ind" , "who" , "be" , "the" , "first" 
"HUM:ind" , "who" , "be" , "the" , "first" 
"LOC:other" , "what" , "famed" , "strip" , "of" 
"NUM:money" , "what" , "be" , "the" , "exchange" 
"NUM:other" , "what" , "be" , "the" , "protection" 
"LOC:other" , "which" , "continent" , "have" , "the" 
"NUM:count" , "how" , "many" , "corner" , "do" 
"HUM:ind" , "what" , "tv" , "character" , "be" 
"LOC:mount" , "what" , "be" , "the" , "four" 
"NUM:dist" , "how" , "far" , "can" , "you" 
"LOC:other" , "where" , "in" , "the" , "bible" 
"LOC:country" , "what" , "country" , "boast" , "the" 
"NUM:date" , "when" , "do" , "nostradamus" , "believe" 
"LOC:country" , "what" , "country" , "be" , "brian" 
"HUM:ind" , "who" , "ask" , "the" , "musical" 
"HUM:ind" , "who" , "write" , "poem" , "be" 
"LOC:other" , "where" , "do" , "the" , "annual" 
"HUM:ind" , "who" , "play" , "the" , "part" 
"NUM:date" , "when" , "be" , "london" , "docklands" 
"HUM:ind" , "who" , "invent" , "the" , "wonderbra" 
"LOC:city" , "what" , "state" , "capital" , "come" 
"NUM:period" , "how" , "long" , "do" , "the" 
"NUM:period" , "how" , "long" , "do" , "it" 
"HUM:ind" , "who" , "own" , "the" , "louis" 
"LOC:other" , "where" , "be" , "former" , "pro" 
"LOC:other" , "what" , "be" , "the" , "geographical" 
"NUM:date" , "when" , "do" , "mormon" , "believe" 
"NUM:date" , "in" , "what" , "year" , "be" 
"NUM:money" , "what" , "be" , "average" , "salary" 
"NUM:period" , "on" , "average" , "how" , "long" 
"NUM:period" , "how" , "long" , "do" , "cardinal" 
"HUM:ind" , "what" , "texas" , "surgeon" , "perform" 
"LOC:country" , "what" , "country" , "have" , "the" 
"LOC:other" , "what" , "be" , "the" , "address" 
"HUM:ind" , "who" , "make" , "the" , "most" 
"NUM:count" , "how" , "many" , "of" , "every" 
"HUM:ind" , "what" , "marvelous" , "baseball" , "player" 
"HUM:ind" , "who" , "say" , "the" , "only" 
"LOC:other" , "where" , "be" , "romania" , "locate" 
"NUM:count" , "how" , "many" , "film" , "be" 
"NUM:count" , "how" , "many" , "small" , "business" 
"NUM:period" , "what" , "age" , "be" , "benny" 
"LOC:city" , "what" , "city" , "do" , "the" 
"LOC:country" , "what" , "two" , "country" , "be" 
"LOC:state" , "mississippi" , "have" , "what" , "name" 
"LOC:city" , "what" , "city" , "be" , "name" 
"NUM:count" , "how" , "many" , "megawatt" , "will" 
"HUM:ind" , "who" , "be" , "the" , "sexy" 
"NUM:date" , "what" , "day" , "be" , "know" 
"LOC:other" , "where" , "can" , "i" , "get" 
"HUM:ind" , "who" , "be" , "the" , "supreme" 
"HUM:ind" , "who" , "play" , "the" , "most" 
"HUM:ind" , "what" , "tv" , "character" , "say" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"HUM:ind" , "what" , "chilean" , "president" , "be" 
"NUM:other" , "what" , "be" , "einstein" , "iq" 
"HUM:ind" , "name" , "the" , "first" , "russian" 
"HUM:ind" , "what" , "be" , "the" , "first" 
"NUM:count" , "how" , "many" , "real" , "fruit" 
"LOC:other" , "what" , "be" , "the" , "principal" 
"LOC:other" , "what" , "lake" , "be" , "the" 
"NUM:weight" , "how" , "much" , "do" , "a" 
"NUM:count" , "how" , "many" , "point" , "be" 
"NUM:count" , "how" , "many" , "frames" , "do" 
"NUM:date" , "when" , "do" , "theo" , "rousseau" 
"NUM:count" , "how" , "many" , "people" , "have" 
"HUM:ind" , "what" , "president" , "be" , "mean" 
"LOC:other" , "what" , "be" , "all" , "the" 
"HUM:ind" , "who" , "win" , "the" , "superbowl" 
"NUM:date" , "in" , "what" , "year" , "be" 
"NUM:period" , "what" , "be" , "the" , "time" 
"HUM:ind" , "what" , "hungarian" , "cardinal" , "be" 
"NUM:count" , "how" , "many" , "pair" , "of" 
"LOC:country" , "what" , "the" , "country" , "in" 
"NUM:date" , "the" , "film" , "jaw" , "be" 
"HUM:ind" , "who" , "direct" , "citizen" , "kane" 
"HUM:ind" , "what" , "be" , "the" , "nickname" 
"HUM:ind" , "whose" , "special" , "bear" , "creator" 
"LOC:country" , "in" , "what" , "country" , "be" 
"LOC:city" , "what" , "be" , "the" , "capital" 
"HUM:ind" , "what" , "italian" , "leader" , "have" 
"LOC:city" , "what" , "city" , "in" , "florida" 
"HUM:ind" , "who" , "say" , "what" , "contemptible" 
"HUM:ind" , "what" , "president" , "kiss" , "the" 
"LOC:other" , "where" , "do" , "the" , "tennis" 
"LOC:other" , "what" , "continent" , "push" , "up" 
"HUM:ind" , "what" , "be" , "al" , "capone" 
"HUM:ind" , "who" , "be" , "the" , "author" 
"LOC:city" , "what" , "be" , "the" , "large" 
"LOC:other" , "what" , "park" , "contain" , "firehole" 
"LOC:other" , "what" , "the" , "large" , "island" 
"LOC:state" , "what" , "new" , "england" , "state" 
"LOC:other" , "in" , "what" , "county" , "be" 
"NUM:money" , "how" , "much" , "do" , "it" 
"NUM:period" , "how" , "long" , "do" , "hermit" 
"LOC:city" , "what" , "city" , "host" , "the" 
"NUM:date" , "what" , "month" , "be" , "you" 
"HUM:ind" , "who" , "be" , "behind" , "the" 
"NUM:money" , "how" , "much" , "money" , "can" 
"LOC:country" , "what" , "desert" , "country" , "border" 
"HUM:ind" , "what" , "american" , "actress" , "be" 
"NUM:date" , "what" , "date" , "do" , "man" 
"LOC:other" , "where" , "be" , "the" , "headquarters" 
"NUM:count" , "how" , "many" , "web" , "server" 
"NUM:count" , "how" , "many" , "tree" , "go" 
"LOC:other" , "where" , "can" , "i" , "find" 
"NUM:dist" , "how" , "far" , "out" , "be" 
"LOC:other" , "where" , "do" , "the" , "mayan" 
"LOC:other" , "where" , "be" , "poe" , "bear" 
"NUM:count" , "how" , "many" , "warmup" , "pitch" 
"LOC:other" , "where" , "do" , "dylan" , "thomas" 
"NUM:count" , "how" , "many" , "fig" , "newton" 
"HUM:ind" , "who" , "be" , "the" , "premier" 
"HUM:ind" , "what" , "comedian" , "observe" , "you" 
"NUM:count" , "how" , "many" , "bone" , "be" 
"HUM:ind" , "who" , "be" , "the" , "president" 
"HUM:ind" , "whose" , "kidnaping" , "be" , "term" 
"LOC:other" , "what" , "be" , "the" , "tall" 
"HUM:ind" , "what" , "buxom" , "blonde" , "appear" 
"NUM:dist" , "how" , "far" , "be" , "it" 
"LOC:city" , "what" , "new" , "hampshire" , "hamlet" 
"NUM:count" , "how" , "many" , "people" , "watch" 
"HUM:ind" , "who" , "first" , "break" , "the" 
"NUM:count" , "how" , "many" , "horse" , "be" 
"LOC:other" , "where" , "do" , "the" , "grimace" 
"NUM:period" , "how" , "long" , "do" , "it" 
"HUM:ind" , "what" , "role" , "do" , "fruit" 
"LOC:other" , "where" , "be" , "the" , "world" 
"HUM:ind" , "what" , "pulitzer" , "novelist" , "ran" 
"NUM:count" , "how" , "many" , "time" , "can" 
"NUM:count" , "how" , "many" , "seat" , "do" 
"NUM:count" , "how" , "many" , "card" , "be" 
"NUM:date" , "what" , "time" , "of" , "year" 
"HUM:ind" , "who" , "be" , "scrooge" , "dead" 
"NUM:date" , "when" , "be" , "the" , "thai" 
"HUM:ind" , "who" , "record" , "the" , "hit" 
"HUM:ind" , "who" , "be" , "mia" , "farrow" 
"NUM:dist" , "how" , "far" , "can" , "a" 
"NUM:date" , "what" , "time" , "of" , "year" 
"NUM:date" , "when" , "be" , "the" , "group" 
"HUM:ind" , "what" , "baseball" , "player" , "be" 
"HUM:ind" , "what" , "famous" , "male" , "vocalist" 
"NUM:date" , "when" , "do" , "they" , "canonize" 
"HUM:ind" , "who" , "be" , "the" , "only" 
"NUM:perc" , "what" , "percentage" , "of" , "all" 
"HUM:ind" , "what" , "labor" , "leader" , "be" 
"NUM:date" , "when" , "do" , "the" , "carolingian" 
"HUM:ind" , "who" , "report" , "the" , "weather" 
"NUM:count" , "how" , "many" , "emperor" , "be" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"HUM:ind" , "who" , "send" , "the" , "brief" 
"HUM:ind" , "what" , "air" , "force" , "general" 
"HUM:ind" , "what" , "say" , "some" , "newspaper" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"NUM:date" , "on" , "what" , "day" , "be" 
"HUM:ind" , "who" , "win" , "a" , "pulitzer" 
"LOC:other" , "where" , "be" , "your" , "corpus" 
"HUM:ind" , "who" , "portray" , "sherlock" , "holmes" 
"LOC:other" , "when" , "superman" , "need" , "to" 
"NUM:period" , "how" , "old" , "be" , "singer" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"HUM:ind" , "who" , "claim" , "to" , "be" 
"LOC:other" , "where" , "can" , "i" , "get" 
"NUM:date" , "when" , "do" , "spain" , "and" 
"NUM:count" , "how" , "many" , "groove" , "be" 
"LOC:other" , "what" , "canal" , "do" , "the" 
"HUM:ind" , "what" , "american" , "win" , "the" 
"NUM:perc" , "what" , "be" , "the" , "chance" 
"LOC:other" , "where" , "can" , "i" , "find" 
"HUM:ind" , "name" , "a" , "female" , "figure" 
"NUM:period" , "how" , "long" , "would" , "it" 
"NUM:money" , "what" , "be" , "the" , "average" 
"NUM:count" , "how" , "many" , "spear" , "be" 
"LOC:other" , "where" , "do" , "george" , "of" 
"NUM:other" , "what" , "men" , "par" , "on" 
"NUM:perc" , "what" , "percentage" , "of" , "american" 
"NUM:money" , "dialing" , "to" , "have" , "a" 
"NUM:count" , "in" , "south" , "korea" , "how" 
"HUM:ind" , "who" , "portray" , "carl" , "bernstein" 
"NUM:other" , "what" , "be" , "the" , "number" 
"HUM:ind" , "who" , "be" , "tiny" , "tim" 
"HUM:ind" , "who" , "be" , "bonnie" , "blue" 
"NUM:count" , "how" , "many" , "american" , "have" 
"LOC:other" , "where" , "do" , "i" , "find" 
"HUM:ind" , "who" , "be" , "the" , "antichrist" 
"LOC:country" , "which" , "latin" , "american" , "country" 
"LOC:other" , "what" , "be" , "the" , "former" 
"NUM:count" , "how" , "many" , "teat" , "do" 
"NUM:dist" , "how" , "tall" , "be" , "kilamanjaro" 
"HUM:ind" , "who" , "be" , "the" , "lawyer" 
"LOC:country" , "what" , "country" , "buy" , "percent" 
"LOC:country" , "what" , "country" , "be" , "the" 
"HUM:ind" , "which" , "of" , "the" , "following" 
"NUM:other" , "what" , "be" , "the" , "number" 
"LOC:other" , "where" , "be" , "the" , "big" 
"NUM:count" , "what" , "be" , "the" , "estimated" 
"HUM:ind" , "who" , "write" , "the" , "farmer" 
"NUM:other" , "what" , "number" , "be" , "at" 
"HUM:ind" , "cnn" , "be" , "own" , "by" 
"LOC:country" , "what" , "country" , "offer" , "albert" 
"HUM:ind" , "who" , "be" , "the" , "century" 
"HUM:ind" , "what" , "french" , "leader" , "sell" 
"LOC:other" , "what" , "bay" , "sparkle" , "next" 
"NUM:count" , "how" , "many" , "mile" , "of" 
"LOC:other" , "what" , "famed" , "river" , "flow" 
"HUM:ind" , "who" , "be" , "the" , "prime" 
"HUM:ind" , "what" , "player" , "squat" , "an" 
"HUM:ind" , "what" , "the" , "most" , "common" 
"NUM:count" , "how" , "many" , "no" , "answer" 
"NUM:money" , "what" , "be" , "the" , "fine" 
"HUM:ind" , "who" , "write" , "the" , "book" 
"LOC:other" , "where" , "can" , "one" , "find" 
"HUM:ind" , "name" , "the" , "ranger" , "who" 
"HUM:ind" , "who" , "be" , "the" , "president" 
"HUM:ind" , "who" , "hold" , "the" , "career" 
"HUM:ind" , "which" , "of" , "the" , "following" 
"HUM:ind" , "who" , "invent" , "the" , "stethoscope" 
"NUM:count" , "how" , "many" , "four" , "star" 
"NUM:date" , "when" , "do" , "nixon" , "die" 
"HUM:ind" , "what" , "comedian" , "hit" , "the" 
"NUM:count" , "how" , "many" , "member" , "be" 
"LOC:other" , "what" , "erupt" , "every" , "hour" 
"LOC:country" , "what" , "country" , "contain" , "the" 
"HUM:ind" , "what" , "be" , "arnold" , "palmer" 
"HUM:ind" , "who" , "retire" , "with" , "home" 
"LOC:other" , "what" , "constellation" , "represent" , "a" 
"NUM:period" , "how" , "long" , "do" , "shea" 
"NUM:other" , "what" , "a" , "perfect" , "score" 
"NUM:period" , "at" , "what" , "age" , "do" 
"LOC:city" , "what" , "russian" , "seaport" , "have" 
"HUM:ind" , "name" , "the" , "two" , "actress" 
"NUM:period" , "how" , "old" , "be" , "gene" 
"LOC:mount" , "what" , "rocky" , "mountain" , "ridge" 
"HUM:ind" , "who" , "be" , "the" , "actress" 
"HUM:ind" , "who" , "portray" , "the" , "cowardly" 
"LOC:other" , "what" , "gate" , "open" , "on" 
"HUM:ind" , "who" , "be" , "the" , "first" 
"NUM:count" , "how" , "many" , "calorie" , "be" 
"HUM:ind" , "who" , "kill" , "kurt" , "cobain" 
"HUM:ind" , "who" , "create" , "the" , "monster" 
"LOC:other" , "what" , "the" , "farthest" , "planet" 
"NUM:volsize" , "how" , "big" , "be" , "our" 
"NUM:date" , "when" , "be" , "a" , "woman" 
"HUM:ind" , "what" , "son" , "of" , "a" 
"HUM:ind" , "who" , "be" , "the" , "first" 
"HUM:ind" , "who" , "give" , "abbie" , "hoffman" 
"HUM:ind" , "what" , "actress" , "in" , "become" 
"HUM:ind" , "who" , "shoot" , "billy" , "the" 
"HUM:ind" , "what" , "mormon" , "leader" , "be" 
"LOC:other" , "what" , "the" , "name" , "of" 
"NUM:count" , "how" , "many" , "people" , "in" 
"HUM:ind" , "with" , "whom" , "do" , "bush" 
"LOC:country" , "what" , "country" , "be" , "mikhail" 
"NUM:weight" , "what" , "be" , "the" , "recommended" 
"HUM:ind" , "what" , "pillar" , "of" , "the" 
"LOC:other" , "what" , "be" , "the" , "large" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"HUM:ind" , "who" , "play" , "sally" , "rogers" 
"HUM:ind" , "what" , "mythical" , "figure" , "carry" 
"NUM:money" , "how" , "much" , "be" , "a" 
"LOC:other" , "what" , "natural" , "attraction" , "draw" 
"NUM:count" , "how" , "many" , "year" , "do" 
"NUM:period" , "how" , "long" , "do" , "it" 
"LOC:other" , "what" , "river" , "run" , "through" 
"HUM:ind" , "what" , "famous" , "british" , "actor" 
"LOC:country" , "what" , "country" , "be" , "kim" 
"LOC:country" , "what" , "country" , "be" , "hitler" 
"HUM:ind" , "what" , "be" , "rona" , "barrett" 
"NUM:count" , "how" , "many" , "year" , "make" 
"HUM:ind" , "who" , "be" , "the" , "mathematician" 
"HUM:ind" , "which" , "glamorous" , "actress" , "be" 
"NUM:period" , "how" , "old" , "be" , "the" 
"HUM:ind" , "what" , "president" , "hit" , "the" 
"LOC:city" , "what" , "north" , "american" , "city" 
"NUM:date" , "when" , "be" , "the" , "nfl" 
"LOC:other" , "where" , "can" , "i" , "find" 
"HUM:ind" , "what" , "make" , "his" , "mark" 
"LOC:state" , "what" , "state" , "have" , "the" 
"HUM:ind" , "what" , "baseball" , "great" , "plug" 
"HUM:ind" , "who" , "baby" , "be" , "sweet" 
"LOC:other" , "where" , "be" , "mile" , "high" 
"LOC:city" , "what" , "city" , "contain" , "the" 
"HUM:ind" , "what" , "english" , "physician" , "be" 
"HUM:ind" , "who" , "do" , "arthur" , "bremer" 
"NUM:speed" , "how" , "fast" , "must" , "a" 
"HUM:ind" , "what" , "apostle" , "be" , "taylor" 
"NUM:count" , "how" , "many" , "ring" , "be" 
"LOC:other" , "which" , "one" , "of" , "the" 
"LOC:state" , "what" , "state" , "have" , "sagebrush" 
"HUM:ind" , "what" , "comic" , "strip" , "photographer" 
"LOC:country" , "what" , "nationality" , "be" , "pope" 
"LOC:other" , "where" , "be" , "some" , "great" 
"NUM:count" , "how" , "many" , "israeli" , "athlete" 
"NUM:date" , "when" , "be" , "richard" , "nixon" 
"LOC:other" , "what" , "new" , "york" , "city" 
"LOC:other" , "where" , "be" , "the" , "bull" 
"NUM:period" , "what" , "be" , "the" , "recomended" 
"HUM:ind" , "which" , "rockefeller" , "be" , "sometimes" 
"NUM:date" , "when" , "be" , "the" , "sun" 
"NUM:count" , "what" , "be" , "the" , "average" 
"HUM:ind" , "whom" , "do" , "friz" , "freleng" 
"HUM:ind" , "who" , "be" , "shakespeare" , "moorish" 
"LOC:mount" , "what" , "the" , "mountain" , "in" 
"LOC:country" , "what" , "country" , "be" , "erich" 
"LOC:city" , "what" , "two" , "japanese" , "city" 
"HUM:ind" , "who" , "teach" , "matt" , "murdock" 
"LOC:other" , "where" , "do" , "wile" , "coyote" 
"NUM:dist" , "how" , "far" , "away" , "be" 
"HUM:ind" , "what" , "famous" , "film" , "and" 
"HUM:ind" , "who" , "famously" , "ride" , "to" 
"HUM:ind" , "who" , "command" , "the" , "french" 
"LOC:other" , "where" , "can" , "an" , "individual" 
"LOC:country" , "what" , "country" , "do" , "the" 
"NUM:date" , "when" , "do" , "amtrak" , "begin" 
"NUM:count" , "how" , "many" , "bone" , "be" 
"NUM:count" , "how" , "many" , "chemical" , "element" 
"LOC:state" , "what" , "eastern" , "state" , "sprout" 
"LOC:country" , "what" , "be" , "the" , "three" 
"HUM:ind" , "who" , "lead" , "the" , "opposition" 
"NUM:count" , "what" , "be" , "the" , "current" 
"NUM:period" , "what" , "be" , "the" , "young" 
"LOC:other" , "what" , "be" , "the" , "large" 
"HUM:ind" , "who" , "turn" , "all" , "he" 
"HUM:ind" , "who" , "play" , "shortstop" , "for" 
"LOC:country" , "what" , "country" , "do" , "the" 
"HUM:ind" , "who" , "be" , "the" , "most" 
"NUM:count" , "how" , "many" , "dog" , "pull" 
"NUM:period" , "how" , "long" , "do" , "cocaine" 
"LOC:country" , "what" , "two" , "country" , "fight" 
"HUM:ind" , "who" , "be" , "the" , "last" 
"NUM:date" , "on" , "which" , "date" , "do" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"HUM:ind" , "what" , "actress" , "autobiography" , "be" 
"NUM:count" , "how" , "many" , "color" , "be" 
"HUM:ind" , "who" , "live" , "on" , "the" 
"LOC:country" , "what" , "country" , "will" , "hit" 
"HUM:ind" , "who" , "be" , "section" , "manager" 
"HUM:ind" , "what" , "be" , "goldfinger" , "first" 
"LOC:other" , "what" , "square" , "be" , "the" 
"HUM:ind" , "which" , "of" , "the" , "following" 
"LOC:city" , "what" , "be" , "the" , "most" 
"NUM:count" , "how" , "many" , "pitcher" , "occupy" 
"NUM:money" , "what" , "be" , "the" , "cost" 
"LOC:other" , "where" , "do" , "victor" , "hugo" 
"HUM:ind" , "who" , "should" , "i" , "call" 
"NUM:count" , "how" , "many" , "airline" , "school" 
"HUM:ind" , "what" , "general" , "die" , "december" 
"NUM:count" , "how" , "many" , "major" , "nazi" 
"LOC:state" , "what" , "state" , "do" , "helen" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"NUM:date" , "what" , "year" , "be" , "etch" 
"LOC:country" , "what" , "country" , "royal" , "house" 
"HUM:ind" , "who" , "portray" , "field" , "in" 
"NUM:money" , "how" , "much" , "money" , "do" 
"LOC:country" , "what" , "country" , "would" , "you" 
"NUM:date" , "what" , "month" , "third" , "weekend" 
"HUM:ind" , "who" , "build" , "the" , "first" 
