@relation answerExp10
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FourthWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@attribute FirstAndFourth STRING
@attribute SecondAndFourth STRING
@attribute ThirdAndFourth STRING
@data
"HUM:ind" , "who" , "portray" , "sherlock" , "holmes" , "who portray" , "portray sherlock" , "who sherlock" , "who holmes" , "portray holmes" , "sherlock holmes" 
"LOC:other" , "when" , "superman" , "need" , "to" , "when superman" , "superman need" , "when need" , "when to" , "superman to" , "need to" 
"NUM:period" , "how" , "old" , "be" , "singer" , "how old" , "old be" , "how be" , "how singer" , "old singer" , "be singer" 
"HUM:ind" , "what" , "be" , "the" , "name" , "what be" , "be the" , "what the" , "what name" , "be name" , "the name" 
"HUM:ind" , "who" , "claim" , "to" , "be" , "who claim" , "claim to" , "who to" , "who be" , "claim be" , "to be" 
"LOC:other" , "where" , "can" , "i" , "get" , "where can" , "can i" , "where i" , "where get" , "can get" , "i get" 
"NUM:date" , "when" , "do" , "spain" , "and" , "when do" , "do spain" , "when spain" , "when and" , "do and" , "spain and" 
"NUM:count" , "how" , "many" , "groove" , "be" , "how many" , "many groove" , "how groove" , "how be" , "many be" , "groove be" 
"LOC:other" , "what" , "canal" , "do" , "the" , "what canal" , "canal do" , "what do" , "what the" , "canal the" , "do the" 
"HUM:ind" , "what" , "american" , "win" , "the" , "what american" , "american win" , "what win" , "what the" , "american the" , "win the" 
"NUM:perc" , "what" , "be" , "the" , "chance" , "what be" , "be the" , "what the" , "what chance" , "be chance" , "the chance" 
"LOC:other" , "where" , "can" , "i" , "find" , "where can" , "can i" , "where i" , "where find" , "can find" , "i find" 
"HUM:ind" , "name" , "a" , "female" , "figure" , "name a" , "a female" , "name female" , "name figure" , "a figure" , "female figure" 
"NUM:period" , "how" , "long" , "would" , "it" , "how long" , "long would" , "how would" , "how it" , "long it" , "would it" 
"NUM:money" , "what" , "be" , "the" , "average" , "what be" , "be the" , "what the" , "what average" , "be average" , "the average" 
"NUM:count" , "how" , "many" , "spear" , "be" , "how many" , "many spear" , "how spear" , "how be" , "many be" , "spear be" 
"LOC:other" , "where" , "do" , "george" , "of" , "where do" , "do george" , "where george" , "where of" , "do of" , "george of" 
"NUM:other" , "what" , "men" , "par" , "on" , "what men" , "men par" , "what par" , "what on" , "men on" , "par on" 
"NUM:perc" , "what" , "percentage" , "of" , "american" , "what percentage" , "percentage of" , "what of" , "what american" , "percentage american" , "of american" 
"NUM:money" , "dialing" , "to" , "have" , "a" , "dialing to" , "to have" , "dialing have" , "dialing a" , "to a" , "have a" 
"NUM:count" , "in" , "south" , "korea" , "how" , "in south" , "south korea" , "in korea" , "in how" , "south how" , "korea how" 
"HUM:ind" , "who" , "portray" , "carl" , "bernstein" , "who portray" , "portray carl" , "who carl" , "who bernstein" , "portray bernstein" , "carl bernstein" 
"NUM:other" , "what" , "be" , "the" , "number" , "what be" , "be the" , "what the" , "what number" , "be number" , "the number" 
"HUM:ind" , "who" , "be" , "tiny" , "tim" , "who be" , "be tiny" , "who tiny" , "who tim" , "be tim" , "tiny tim" 
"HUM:ind" , "who" , "be" , "bonnie" , "blue" , "who be" , "be bonnie" , "who bonnie" , "who blue" , "be blue" , "bonnie blue" 
"NUM:count" , "how" , "many" , "american" , "have" , "how many" , "many american" , "how american" , "how have" , "many have" , "american have" 
"LOC:other" , "where" , "do" , "i" , "find" , "where do" , "do i" , "where i" , "where find" , "do find" , "i find" 
"HUM:ind" , "who" , "be" , "the" , "antichrist" , "who be" , "be the" , "who the" , "who antichrist" , "be antichrist" , "the antichrist" 
"LOC:country" , "which" , "latin" , "american" , "country" , "which latin" , "latin american" , "which american" , "which country" , "latin country" , "american country" 
"LOC:other" , "what" , "be" , "the" , "former" , "what be" , "be the" , "what the" , "what former" , "be former" , "the former" 
"NUM:count" , "how" , "many" , "teat" , "do" , "how many" , "many teat" , "how teat" , "how do" , "many do" , "teat do" 
"NUM:dist" , "how" , "tall" , "be" , "kilamanjaro" , "how tall" , "tall be" , "how be" , "how kilamanjaro" , "tall kilamanjaro" , "be kilamanjaro" 
"HUM:ind" , "who" , "be" , "the" , "lawyer" , "who be" , "be the" , "who the" , "who lawyer" , "be lawyer" , "the lawyer" 
"LOC:country" , "what" , "country" , "buy" , "percent" , "what country" , "country buy" , "what buy" , "what percent" , "country percent" , "buy percent" 
"LOC:country" , "what" , "country" , "be" , "the" , "what country" , "country be" , "what be" , "what the" , "country the" , "be the" 
"HUM:ind" , "which" , "of" , "the" , "following" , "which of" , "of the" , "which the" , "which following" , "of following" , "the following" 
"NUM:other" , "what" , "be" , "the" , "number" , "what be" , "be the" , "what the" , "what number" , "be number" , "the number" 
"LOC:other" , "where" , "be" , "the" , "big" , "where be" , "be the" , "where the" , "where big" , "be big" , "the big" 
"NUM:count" , "what" , "be" , "the" , "estimated" , "what be" , "be the" , "what the" , "what estimated" , "be estimated" , "the estimated" 
"HUM:ind" , "who" , "write" , "the" , "farmer" , "who write" , "write the" , "who the" , "who farmer" , "write farmer" , "the farmer" 
"NUM:other" , "what" , "number" , "be" , "at" , "what number" , "number be" , "what be" , "what at" , "number at" , "be at" 
"HUM:ind" , "cnn" , "be" , "own" , "by" , "cnn be" , "be own" , "cnn own" , "cnn by" , "be by" , "own by" 
"LOC:country" , "what" , "country" , "offer" , "albert" , "what country" , "country offer" , "what offer" , "what albert" , "country albert" , "offer albert" 
"HUM:ind" , "who" , "be" , "the" , "century" , "who be" , "be the" , "who the" , "who century" , "be century" , "the century" 
"HUM:ind" , "what" , "french" , "leader" , "sell" , "what french" , "french leader" , "what leader" , "what sell" , "french sell" , "leader sell" 
"LOC:other" , "what" , "bay" , "sparkle" , "next" , "what bay" , "bay sparkle" , "what sparkle" , "what next" , "bay next" , "sparkle next" 
"NUM:count" , "how" , "many" , "mile" , "of" , "how many" , "many mile" , "how mile" , "how of" , "many of" , "mile of" 
"LOC:other" , "what" , "famed" , "river" , "flow" , "what famed" , "famed river" , "what river" , "what flow" , "famed flow" , "river flow" 
"HUM:ind" , "who" , "be" , "the" , "prime" , "who be" , "be the" , "who the" , "who prime" , "be prime" , "the prime" 
"HUM:ind" , "what" , "player" , "squat" , "an" , "what player" , "player squat" , "what squat" , "what an" , "player an" , "squat an" 
"HUM:ind" , "what" , "the" , "most" , "common" , "what the" , "the most" , "what most" , "what common" , "the common" , "most common" 
"NUM:count" , "how" , "many" , "no" , "answer" , "how many" , "many no" , "how no" , "how answer" , "many answer" , "no answer" 
"NUM:money" , "what" , "be" , "the" , "fine" , "what be" , "be the" , "what the" , "what fine" , "be fine" , "the fine" 
"HUM:ind" , "who" , "write" , "the" , "book" , "who write" , "write the" , "who the" , "who book" , "write book" , "the book" 
"LOC:other" , "where" , "can" , "one" , "find" , "where can" , "can one" , "where one" , "where find" , "can find" , "one find" 
"HUM:ind" , "name" , "the" , "ranger" , "who" , "name the" , "the ranger" , "name ranger" , "name who" , "the who" , "ranger who" 
"HUM:ind" , "who" , "be" , "the" , "president" , "who be" , "be the" , "who the" , "who president" , "be president" , "the president" 
"HUM:ind" , "who" , "hold" , "the" , "career" , "who hold" , "hold the" , "who the" , "who career" , "hold career" , "the career" 
"HUM:ind" , "which" , "of" , "the" , "following" , "which of" , "of the" , "which the" , "which following" , "of following" , "the following" 
"HUM:ind" , "who" , "invent" , "the" , "stethoscope" , "who invent" , "invent the" , "who the" , "who stethoscope" , "invent stethoscope" , "the stethoscope" 
"NUM:count" , "how" , "many" , "four" , "star" , "how many" , "many four" , "how four" , "how star" , "many star" , "four star" 
"NUM:date" , "when" , "do" , "nixon" , "die" , "when do" , "do nixon" , "when nixon" , "when die" , "do die" , "nixon die" 
"HUM:ind" , "what" , "comedian" , "hit" , "the" , "what comedian" , "comedian hit" , "what hit" , "what the" , "comedian the" , "hit the" 
"NUM:count" , "how" , "many" , "member" , "be" , "how many" , "many member" , "how member" , "how be" , "many be" , "member be" 
"LOC:other" , "what" , "erupt" , "every" , "hour" , "what erupt" , "erupt every" , "what every" , "what hour" , "erupt hour" , "every hour" 
"LOC:country" , "what" , "country" , "contain" , "the" , "what country" , "country contain" , "what contain" , "what the" , "country the" , "contain the" 
"HUM:ind" , "what" , "be" , "arnold" , "palmer" , "what be" , "be arnold" , "what arnold" , "what palmer" , "be palmer" , "arnold palmer" 
"HUM:ind" , "who" , "retire" , "with" , "home" , "who retire" , "retire with" , "who with" , "who home" , "retire home" , "with home" 
"LOC:other" , "what" , "constellation" , "represent" , "a" , "what constellation" , "constellation represent" , "what represent" , "what a" , "constellation a" , "represent a" 
"NUM:period" , "how" , "long" , "do" , "shea" , "how long" , "long do" , "how do" , "how shea" , "long shea" , "do shea" 
"NUM:other" , "what" , "a" , "perfect" , "score" , "what a" , "a perfect" , "what perfect" , "what score" , "a score" , "perfect score" 
"NUM:period" , "at" , "what" , "age" , "do" , "at what" , "what age" , "at age" , "at do" , "what do" , "age do" 
"LOC:city" , "what" , "russian" , "seaport" , "have" , "what russian" , "russian seaport" , "what seaport" , "what have" , "russian have" , "seaport have" 
"HUM:ind" , "name" , "the" , "two" , "actress" , "name the" , "the two" , "name two" , "name actress" , "the actress" , "two actress" 
"NUM:period" , "how" , "old" , "be" , "gene" , "how old" , "old be" , "how be" , "how gene" , "old gene" , "be gene" 
"LOC:mount" , "what" , "rocky" , "mountain" , "ridge" , "what rocky" , "rocky mountain" , "what mountain" , "what ridge" , "rocky ridge" , "mountain ridge" 
"HUM:ind" , "who" , "be" , "the" , "actress" , "who be" , "be the" , "who the" , "who actress" , "be actress" , "the actress" 
"HUM:ind" , "who" , "portray" , "the" , "cowardly" , "who portray" , "portray the" , "who the" , "who cowardly" , "portray cowardly" , "the cowardly" 
"LOC:other" , "what" , "gate" , "open" , "on" , "what gate" , "gate open" , "what open" , "what on" , "gate on" , "open on" 
"HUM:ind" , "who" , "be" , "the" , "first" , "who be" , "be the" , "who the" , "who first" , "be first" , "the first" 
"NUM:count" , "how" , "many" , "calorie" , "be" , "how many" , "many calorie" , "how calorie" , "how be" , "many be" , "calorie be" 
"HUM:ind" , "who" , "kill" , "kurt" , "cobain" , "who kill" , "kill kurt" , "who kurt" , "who cobain" , "kill cobain" , "kurt cobain" 
"HUM:ind" , "who" , "create" , "the" , "monster" , "who create" , "create the" , "who the" , "who monster" , "create monster" , "the monster" 
"LOC:other" , "what" , "the" , "farthest" , "planet" , "what the" , "the farthest" , "what farthest" , "what planet" , "the planet" , "farthest planet" 
"NUM:volsize" , "how" , "big" , "be" , "our" , "how big" , "big be" , "how be" , "how our" , "big our" , "be our" 
"NUM:date" , "when" , "be" , "a" , "woman" , "when be" , "be a" , "when a" , "when woman" , "be woman" , "a woman" 
"HUM:ind" , "what" , "son" , "of" , "a" , "what son" , "son of" , "what of" , "what a" , "son a" , "of a" 
"HUM:ind" , "who" , "be" , "the" , "first" , "who be" , "be the" , "who the" , "who first" , "be first" , "the first" 
"HUM:ind" , "who" , "give" , "abbie" , "hoffman" , "who give" , "give abbie" , "who abbie" , "who hoffman" , "give hoffman" , "abbie hoffman" 
"HUM:ind" , "what" , "actress" , "in" , "become" , "what actress" , "actress in" , "what in" , "what become" , "actress become" , "in become" 
"HUM:ind" , "who" , "shoot" , "billy" , "the" , "who shoot" , "shoot billy" , "who billy" , "who the" , "shoot the" , "billy the" 
"HUM:ind" , "what" , "mormon" , "leader" , "be" , "what mormon" , "mormon leader" , "what leader" , "what be" , "mormon be" , "leader be" 
"LOC:other" , "what" , "the" , "name" , "of" , "what the" , "the name" , "what name" , "what of" , "the of" , "name of" 
"NUM:count" , "how" , "many" , "people" , "in" , "how many" , "many people" , "how people" , "how in" , "many in" , "people in" 
"HUM:ind" , "with" , "whom" , "do" , "bush" , "with whom" , "whom do" , "with do" , "with bush" , "whom bush" , "do bush" 
"LOC:country" , "what" , "country" , "be" , "mikhail" , "what country" , "country be" , "what be" , "what mikhail" , "country mikhail" , "be mikhail" 
"NUM:weight" , "what" , "be" , "the" , "recommended" , "what be" , "be the" , "what the" , "what recommended" , "be recommended" , "the recommended" 
"HUM:ind" , "what" , "pillar" , "of" , "the" , "what pillar" , "pillar of" , "what of" , "what the" , "pillar the" , "of the" 
"LOC:other" , "what" , "be" , "the" , "large" , "what be" , "be the" , "what the" , "what large" , "be large" , "the large" 
"HUM:ind" , "what" , "be" , "the" , "name" , "what be" , "be the" , "what the" , "what name" , "be name" , "the name" 
"HUM:ind" , "who" , "play" , "sally" , "rogers" , "who play" , "play sally" , "who sally" , "who rogers" , "play rogers" , "sally rogers" 
"HUM:ind" , "what" , "mythical" , "figure" , "carry" , "what mythical" , "mythical figure" , "what figure" , "what carry" , "mythical carry" , "figure carry" 
"NUM:money" , "how" , "much" , "be" , "a" , "how much" , "much be" , "how be" , "how a" , "much a" , "be a" 
"LOC:other" , "what" , "natural" , "attraction" , "draw" , "what natural" , "natural attraction" , "what attraction" , "what draw" , "natural draw" , "attraction draw" 
"NUM:count" , "how" , "many" , "year" , "do" , "how many" , "many year" , "how year" , "how do" , "many do" , "year do" 
"NUM:period" , "how" , "long" , "do" , "it" , "how long" , "long do" , "how do" , "how it" , "long it" , "do it" 
"LOC:other" , "what" , "river" , "run" , "through" , "what river" , "river run" , "what run" , "what through" , "river through" , "run through" 
"HUM:ind" , "what" , "famous" , "british" , "actor" , "what famous" , "famous british" , "what british" , "what actor" , "famous actor" , "british actor" 
"LOC:country" , "what" , "country" , "be" , "kim" , "what country" , "country be" , "what be" , "what kim" , "country kim" , "be kim" 
"LOC:country" , "what" , "country" , "be" , "hitler" , "what country" , "country be" , "what be" , "what hitler" , "country hitler" , "be hitler" 
"HUM:ind" , "what" , "be" , "rona" , "barrett" , "what be" , "be rona" , "what rona" , "what barrett" , "be barrett" , "rona barrett" 
"NUM:count" , "how" , "many" , "year" , "make" , "how many" , "many year" , "how year" , "how make" , "many make" , "year make" 
"HUM:ind" , "who" , "be" , "the" , "mathematician" , "who be" , "be the" , "who the" , "who mathematician" , "be mathematician" , "the mathematician" 
"HUM:ind" , "which" , "glamorous" , "actress" , "be" , "which glamorous" , "glamorous actress" , "which actress" , "which be" , "glamorous be" , "actress be" 
"NUM:period" , "how" , "old" , "be" , "the" , "how old" , "old be" , "how be" , "how the" , "old the" , "be the" 
"HUM:ind" , "what" , "president" , "hit" , "the" , "what president" , "president hit" , "what hit" , "what the" , "president the" , "hit the" 
"LOC:city" , "what" , "north" , "american" , "city" , "what north" , "north american" , "what american" , "what city" , "north city" , "american city" 
"NUM:date" , "when" , "be" , "the" , "nfl" , "when be" , "be the" , "when the" , "when nfl" , "be nfl" , "the nfl" 
"LOC:other" , "where" , "can" , "i" , "find" , "where can" , "can i" , "where i" , "where find" , "can find" , "i find" 
"HUM:ind" , "what" , "make" , "his" , "mark" , "what make" , "make his" , "what his" , "what mark" , "make mark" , "his mark" 
"LOC:state" , "what" , "state" , "have" , "the" , "what state" , "state have" , "what have" , "what the" , "state the" , "have the" 
"HUM:ind" , "what" , "baseball" , "great" , "plug" , "what baseball" , "baseball great" , "what great" , "what plug" , "baseball plug" , "great plug" 
"HUM:ind" , "who" , "baby" , "be" , "sweet" , "who baby" , "baby be" , "who be" , "who sweet" , "baby sweet" , "be sweet" 
"LOC:other" , "where" , "be" , "mile" , "high" , "where be" , "be mile" , "where mile" , "where high" , "be high" , "mile high" 
"LOC:city" , "what" , "city" , "contain" , "the" , "what city" , "city contain" , "what contain" , "what the" , "city the" , "contain the" 
"HUM:ind" , "what" , "english" , "physician" , "be" , "what english" , "english physician" , "what physician" , "what be" , "english be" , "physician be" 
"HUM:ind" , "who" , "do" , "arthur" , "bremer" , "who do" , "do arthur" , "who arthur" , "who bremer" , "do bremer" , "arthur bremer" 
"NUM:speed" , "how" , "fast" , "must" , "a" , "how fast" , "fast must" , "how must" , "how a" , "fast a" , "must a" 
"HUM:ind" , "what" , "apostle" , "be" , "taylor" , "what apostle" , "apostle be" , "what be" , "what taylor" , "apostle taylor" , "be taylor" 
"NUM:count" , "how" , "many" , "ring" , "be" , "how many" , "many ring" , "how ring" , "how be" , "many be" , "ring be" 
"LOC:other" , "which" , "one" , "of" , "the" , "which one" , "one of" , "which of" , "which the" , "one the" , "of the" 
"LOC:state" , "what" , "state" , "have" , "sagebrush" , "what state" , "state have" , "what have" , "what sagebrush" , "state sagebrush" , "have sagebrush" 
"HUM:ind" , "what" , "comic" , "strip" , "photographer" , "what comic" , "comic strip" , "what strip" , "what photographer" , "comic photographer" , "strip photographer" 
"LOC:country" , "what" , "nationality" , "be" , "pope" , "what nationality" , "nationality be" , "what be" , "what pope" , "nationality pope" , "be pope" 
"LOC:other" , "where" , "be" , "some" , "great" , "where be" , "be some" , "where some" , "where great" , "be great" , "some great" 
"NUM:count" , "how" , "many" , "israeli" , "athlete" , "how many" , "many israeli" , "how israeli" , "how athlete" , "many athlete" , "israeli athlete" 
"NUM:date" , "when" , "be" , "richard" , "nixon" , "when be" , "be richard" , "when richard" , "when nixon" , "be nixon" , "richard nixon" 
"LOC:other" , "what" , "new" , "york" , "city" , "what new" , "new york" , "what york" , "what city" , "new city" , "york city" 
"LOC:other" , "where" , "be" , "the" , "bull" , "where be" , "be the" , "where the" , "where bull" , "be bull" , "the bull" 
"NUM:period" , "what" , "be" , "the" , "recomended" , "what be" , "be the" , "what the" , "what recomended" , "be recomended" , "the recomended" 
"HUM:ind" , "which" , "rockefeller" , "be" , "sometimes" , "which rockefeller" , "rockefeller be" , "which be" , "which sometimes" , "rockefeller sometimes" , "be sometimes" 
"NUM:date" , "when" , "be" , "the" , "sun" , "when be" , "be the" , "when the" , "when sun" , "be sun" , "the sun" 
"NUM:count" , "what" , "be" , "the" , "average" , "what be" , "be the" , "what the" , "what average" , "be average" , "the average" 
"HUM:ind" , "whom" , "do" , "friz" , "freleng" , "whom do" , "do friz" , "whom friz" , "whom freleng" , "do freleng" , "friz freleng" 
"HUM:ind" , "who" , "be" , "shakespeare" , "moorish" , "who be" , "be shakespeare" , "who shakespeare" , "who moorish" , "be moorish" , "shakespeare moorish" 
"LOC:mount" , "what" , "the" , "mountain" , "in" , "what the" , "the mountain" , "what mountain" , "what in" , "the in" , "mountain in" 
"LOC:country" , "what" , "country" , "be" , "erich" , "what country" , "country be" , "what be" , "what erich" , "country erich" , "be erich" 
"LOC:city" , "what" , "two" , "japanese" , "city" , "what two" , "two japanese" , "what japanese" , "what city" , "two city" , "japanese city" 
"HUM:ind" , "who" , "teach" , "matt" , "murdock" , "who teach" , "teach matt" , "who matt" , "who murdock" , "teach murdock" , "matt murdock" 
"LOC:other" , "where" , "do" , "wile" , "coyote" , "where do" , "do wile" , "where wile" , "where coyote" , "do coyote" , "wile coyote" 
"NUM:dist" , "how" , "far" , "away" , "be" , "how far" , "far away" , "how away" , "how be" , "far be" , "away be" 
"HUM:ind" , "what" , "famous" , "film" , "and" , "what famous" , "famous film" , "what film" , "what and" , "famous and" , "film and" 
"HUM:ind" , "who" , "famously" , "ride" , "to" , "who famously" , "famously ride" , "who ride" , "who to" , "famously to" , "ride to" 
"HUM:ind" , "who" , "command" , "the" , "french" , "who command" , "command the" , "who the" , "who french" , "command french" , "the french" 
"LOC:other" , "where" , "can" , "an" , "individual" , "where can" , "can an" , "where an" , "where individual" , "can individual" , "an individual" 
"LOC:country" , "what" , "country" , "do" , "the" , "what country" , "country do" , "what do" , "what the" , "country the" , "do the" 
"NUM:date" , "when" , "do" , "amtrak" , "begin" , "when do" , "do amtrak" , "when amtrak" , "when begin" , "do begin" , "amtrak begin" 
"NUM:count" , "how" , "many" , "bone" , "be" , "how many" , "many bone" , "how bone" , "how be" , "many be" , "bone be" 
"NUM:count" , "how" , "many" , "chemical" , "element" , "how many" , "many chemical" , "how chemical" , "how element" , "many element" , "chemical element" 
"LOC:state" , "what" , "eastern" , "state" , "sprout" , "what eastern" , "eastern state" , "what state" , "what sprout" , "eastern sprout" , "state sprout" 
"LOC:country" , "what" , "be" , "the" , "three" , "what be" , "be the" , "what the" , "what three" , "be three" , "the three" 
"HUM:ind" , "who" , "lead" , "the" , "opposition" , "who lead" , "lead the" , "who the" , "who opposition" , "lead opposition" , "the opposition" 
"NUM:count" , "what" , "be" , "the" , "current" , "what be" , "be the" , "what the" , "what current" , "be current" , "the current" 
"NUM:period" , "what" , "be" , "the" , "young" , "what be" , "be the" , "what the" , "what young" , "be young" , "the young" 
"LOC:other" , "what" , "be" , "the" , "large" , "what be" , "be the" , "what the" , "what large" , "be large" , "the large" 
"HUM:ind" , "who" , "turn" , "all" , "he" , "who turn" , "turn all" , "who all" , "who he" , "turn he" , "all he" 
"HUM:ind" , "who" , "play" , "shortstop" , "for" , "who play" , "play shortstop" , "who shortstop" , "who for" , "play for" , "shortstop for" 
"LOC:country" , "what" , "country" , "do" , "the" , "what country" , "country do" , "what do" , "what the" , "country the" , "do the" 
"HUM:ind" , "who" , "be" , "the" , "most" , "who be" , "be the" , "who the" , "who most" , "be most" , "the most" 
"NUM:count" , "how" , "many" , "dog" , "pull" , "how many" , "many dog" , "how dog" , "how pull" , "many pull" , "dog pull" 
"NUM:period" , "how" , "long" , "do" , "cocaine" , "how long" , "long do" , "how do" , "how cocaine" , "long cocaine" , "do cocaine" 
"LOC:country" , "what" , "two" , "country" , "fight" , "what two" , "two country" , "what country" , "what fight" , "two fight" , "country fight" 
"HUM:ind" , "who" , "be" , "the" , "last" , "who be" , "be the" , "who the" , "who last" , "be last" , "the last" 
"NUM:date" , "on" , "which" , "date" , "do" , "on which" , "which date" , "on date" , "on do" , "which do" , "date do" 
"HUM:ind" , "what" , "be" , "the" , "name" , "what be" , "be the" , "what the" , "what name" , "be name" , "the name" 
"HUM:ind" , "what" , "actress" , "autobiography" , "be" , "what actress" , "actress autobiography" , "what autobiography" , "what be" , "actress be" , "autobiography be" 
"NUM:count" , "how" , "many" , "color" , "be" , "how many" , "many color" , "how color" , "how be" , "many be" , "color be" 
"HUM:ind" , "who" , "live" , "on" , "the" , "who live" , "live on" , "who on" , "who the" , "live the" , "on the" 
"LOC:country" , "what" , "country" , "will" , "hit" , "what country" , "country will" , "what will" , "what hit" , "country hit" , "will hit" 
"HUM:ind" , "who" , "be" , "section" , "manager" , "who be" , "be section" , "who section" , "who manager" , "be manager" , "section manager" 
"HUM:ind" , "what" , "be" , "goldfinger" , "first" , "what be" , "be goldfinger" , "what goldfinger" , "what first" , "be first" , "goldfinger first" 
"LOC:other" , "what" , "square" , "be" , "the" , "what square" , "square be" , "what be" , "what the" , "square the" , "be the" 
"HUM:ind" , "which" , "of" , "the" , "following" , "which of" , "of the" , "which the" , "which following" , "of following" , "the following" 
"LOC:city" , "what" , "be" , "the" , "most" , "what be" , "be the" , "what the" , "what most" , "be most" , "the most" 
"NUM:count" , "how" , "many" , "pitcher" , "occupy" , "how many" , "many pitcher" , "how pitcher" , "how occupy" , "many occupy" , "pitcher occupy" 
"NUM:money" , "what" , "be" , "the" , "cost" , "what be" , "be the" , "what the" , "what cost" , "be cost" , "the cost" 
"LOC:other" , "where" , "do" , "victor" , "hugo" , "where do" , "do victor" , "where victor" , "where hugo" , "do hugo" , "victor hugo" 
"HUM:ind" , "who" , "should" , "i" , "call" , "who should" , "should i" , "who i" , "who call" , "should call" , "i call" 
"NUM:count" , "how" , "many" , "airline" , "school" , "how many" , "many airline" , "how airline" , "how school" , "many school" , "airline school" 
"HUM:ind" , "what" , "general" , "die" , "december" , "what general" , "general die" , "what die" , "what december" , "general december" , "die december" 
"NUM:count" , "how" , "many" , "major" , "nazi" , "how many" , "many major" , "how major" , "how nazi" , "many nazi" , "major nazi" 
"LOC:state" , "what" , "state" , "do" , "helen" , "what state" , "state do" , "what do" , "what helen" , "state helen" , "do helen" 
"HUM:ind" , "what" , "be" , "the" , "name" , "what be" , "be the" , "what the" , "what name" , "be name" , "the name" 
"NUM:date" , "what" , "year" , "be" , "etch" , "what year" , "year be" , "what be" , "what etch" , "year etch" , "be etch" 
"LOC:country" , "what" , "country" , "royal" , "house" , "what country" , "country royal" , "what royal" , "what house" , "country house" , "royal house" 
"HUM:ind" , "who" , "portray" , "field" , "in" , "who portray" , "portray field" , "who field" , "who in" , "portray in" , "field in" 
"NUM:money" , "how" , "much" , "money" , "do" , "how much" , "much money" , "how money" , "how do" , "much do" , "money do" 
"LOC:country" , "what" , "country" , "would" , "you" , "what country" , "country would" , "what would" , "what you" , "country you" , "would you" 
"NUM:date" , "what" , "month" , "third" , "weekend" , "what month" , "month third" , "what third" , "what weekend" , "month weekend" , "third weekend" 
"HUM:ind" , "who" , "build" , "the" , "first" , "who build" , "build the" , "who the" , "who first" , "build first" , "the first" 
"HUM:ind" , "who" , "be" , "hitler" , "minister" , "who be" , "be hitler" , "who hitler" , "who minister" , "be minister" , "hitler minister" 
"HUM:ind" , "who" , "be" , "the" , "first" , "who be" , "be the" , "who the" , "who first" , "be first" , "the first" 
"LOC:city" , "what" , "african" , "capital" , "be" , "what african" , "african capital" , "what capital" , "what be" , "african be" , "capital be" 
"LOC:other" , "what" , "mediterranean" , "island" , "be" , "what mediterranean" , "mediterranean island" , "what island" , "what be" , "mediterranean be" , "island be" 
"LOC:other" , "where" , "can" , "you" , "find" , "where can" , "can you" , "where you" , "where find" , "can find" , "you find" 
"NUM:date" , "when" , "be" , "john" , "rockefeller" , "when be" , "be john" , "when john" , "when rockefeller" , "be rockefeller" , "john rockefeller" 
"LOC:other" , "what" , "building" , "build" , "in" , "what building" , "building build" , "what build" , "what in" , "building in" , "build in" 
"HUM:ind" , "who" , "be" , "the" , "lawyer" , "who be" , "be the" , "who the" , "who lawyer" , "be lawyer" , "the lawyer" 
"HUM:ind" , "who" , "be" , "repute" , "to" , "who be" , "be repute" , "who repute" , "who to" , "be to" , "repute to" 
"HUM:ind" , "what" , "future" , "soviet" , "dictator" , "what future" , "future soviet" , "what soviet" , "what dictator" , "future dictator" , "soviet dictator" 
"NUM:period" , "how" , "long" , "do" , "james" , "how long" , "long do" , "how do" , "how james" , "long james" , "do james" 
"LOC:city" , "what" , "city" , "skyline" , "boast" , "what city" , "city skyline" , "what skyline" , "what boast" , "city boast" , "skyline boast" 
"LOC:other" , "where" , "be" , "belize" , "locate" , "where be" , "be belize" , "where belize" , "where locate" , "be locate" , "belize locate" 
"HUM:ind" , "who" , "sue" , "the" , "dannon" , "who sue" , "sue the" , "who the" , "who dannon" , "sue dannon" , "the dannon" 
"HUM:ind" , "who" , "be" , "the" , "first" , "who be" , "be the" , "who the" , "who first" , "be first" , "the first" 
"HUM:ind" , "who" , "write" , "brave" , "new" , "who write" , "write brave" , "who brave" , "who new" , "write new" , "brave new" 
"LOC:state" , "what" , "state" , "do" , "charles" , "what state" , "state do" , "what do" , "what charles" , "state charles" , "do charles" 
"NUM:count" , "how" , "many" , "people" , "be" , "how many" , "many people" , "how people" , "how be" , "many be" , "people be" 
"HUM:ind" , "who" , "write" , "unsafe" , "at" , "who write" , "write unsafe" , "who unsafe" , "who at" , "write at" , "unsafe at" 
"NUM:count" , "how" , "many" , "island" , "make" , "how many" , "many island" , "how island" , "how make" , "many make" , "island make" 
"LOC:state" , "what" , "state" , "boast" , "stone" , "what state" , "state boast" , "what boast" , "what stone" , "state stone" , "boast stone" 
"HUM:ind" , "what" , "british" , "commander" , "surrender" , "what british" , "british commander" , "what commander" , "what surrender" , "british surrender" , "commander surrender" 
"HUM:ind" , "who" , "create" , "the" , "world" , "who create" , "create the" , "who the" , "who world" , "create world" , "the world" 
"HUM:ind" , "what" , "be" , "the" , "name" , "what be" , "be the" , "what the" , "what name" , "be name" , "the name" 
